movie_title,movie_summary,release_date,genres,indicative_rating,running_time,domestic_gross,international_gross,total_gross,domestic_opening,domestic_distributor
Star Wars: Episode IV - A New Hope (1977),"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.",1977-05-25,Action Adventure Fantasy Sci-Fi,PG,121,460998507.0,314400000.0,775398507,1554475.0,Twentieth Century Fox
Smokey and the Bandit (1977),"The Bandit is hired on to run a tractor-trailer full of beer over state lines, in hot pursuit by a pesky sheriff.",1977-05-27,Action Adventure Comedy,,96,126737428.0,87.0,126750426,,Universal Pictures
Close Encounters of the Third Kind (1977),"An Indiana electric lineman finds his quiet and ordinary daily life turned upside down after a close encounter with a UFO, spurring him to an obsessed cross-country quest for answers as a momentous event approaches.",1977-11-16,Drama Sci-Fi,,138,135189114.0,171700000.0,306889114,,Columbia Pictures
Saturday Night Fever (1977),"Anxious about his future after high school, a 19-year-old Italian-American from Brooklyn tries to escape the harsh reality of his bleak family life by dominating the dance floor at the local disco.",1977-12-16,Drama Music,R,118,94213184.0,142900000.0,237113184,3878099.0,Paramount Pictures
A Bridge Too Far (1977),"Operation Market Garden, September 1944: The Allies attempt to capture several strategically important bridges in the Netherlands in the hope of breaking the German lines.",1977-06-15,Drama History War,,175,50750000.0,,50750000,,United Artists
The Deep (1977),"In Bermuda, two amateur treasure-hunting divers have a run-in with local criminals when they inadvertently discover the secret cargo of a World War II shipwreck.",1977-06-17,Adventure Mystery Thriller,,123,47346365.0,,47346365,6835540.0,Columbia Pictures
The Spy Who Loved Me (1977),"James Bond investigates the hijacking of British and Russian submarines carrying nuclear warheads, with the help of a K.G.B. agent whose lover he killed.",1977-07-13,Action Adventure Thriller,,125,46838673.0,37091.0,46876386,,United Artists
"Oh, God! (1977)","When God appears to an assistant grocery manager as a good-natured old man, the Almighty selects him as His messenger to the modern world.",1977-10-07,Comedy Fantasy,,98,41687243.0,,41687243,2040920.0,Warner Bros.
Annie Hall (1977),"Alvy Singer, a divorced Jewish comedian, reflects on his relationship with ex-lover Annie Hall, an aspiring nightclub singer, which ended abruptly just like his previous marriages.",1977-04-20,Comedy Romance,,93,38251425.0,36603.0,38289445,,United Artists
Semi-Tough (1977),A three-way friendship between two free-spirited professional football players and the owner's daughter becomes compromised when two of them become romantically involved.,1977-11-11,Comedy Romance Sport,,108,37187139.0,,37187139,,United Artists
Pete's Dragon (1977),An orphaned boy and his magical dragon come to the New England town of Passamaquoddy with his abusive adoptive parents in pursuit.,1977-12-16,Adventure Animation Comedy Family Fantasy Musical,,128,39588000.0,,39588000,,Walt Disney Studios Motion Pictures
Heroes (1977),A Vietnam veteran suffering from post traumatic stress disorder breaks out of a VA hospital and goes on a road trip with a sympathetic traveler to start a worm farm in California with his fellow veterans.,1977-11-17,Comedy Drama,,112,33500000.0,,33500000,,Universal Pictures
High Anxiety (1977),"A psychiatrist with intense acrophobia (fear of heights) goes to work for a mental institution run by doctors who appear to be crazier than their patients, and have secrets that they are willing to commit murder to keep.",1977-12-25,Comedy Mystery Thriller,,94,31063038.0,,31063038,,Twentieth Century Fox
Exorcist II: The Heretic (1977),"A teenage girl once possessed by a demon finds that it still lurks within her. Meanwhile, a priest investigates the death of the girl's exorcist.",1977-06-17,Horror,,117,30749142.0,,30749142,6735000.0,Warner Bros.
The Rescuers (1977),Two mice of the Rescue Aid Society search for a little girl kidnapped by unscrupulous treasure hunters.,1977-06-22,Adventure Animation Comedy Family Fantasy,,77,71215869.0,,71215989,,Walt Disney Studios Motion Pictures
Slap Shot (1977),A failing ice hockey team finds success with outrageously violent hockey goonery.,1977-02-25,Comedy Drama Sport,,123,28000000.0,,28000000,,Universal Pictures
Herbie Goes to Monte Carlo (1977),"Herbie, the Volkswagen Beetle with a mind of its own, is racing in the Monte Carlo Rally. Unbeknownst to Herbie's driver, thieves have hidden a stolen diamond in Herbie's gas tank, and are now trying to get it back.",1977-06-24,Action Adventure Comedy Family Fantasy Romance Sport,,105,29000000.0,,29000000,,Walt Disney Studios Motion Pictures
The Gauntlet (1977),"A hard but mediocre cop is assigned to escort a prostitute into custody from Las Vegas to Phoenix, so that she can testify in a mob trial. But a lot of people are literally betting that they won't make it into town alive.",1977-12-21,Action Crime Thriller,,109,26414658.0,,26414658,,Warner Bros.
The Turning Point (1977),"When her daughter joins a ballet company, a former dancer is forced to confront her long-ago decision to give up the stage to have a family.",1977-11-14,Drama Music Romance,,119,25933445.0,,25933445,,Twentieth Century Fox
Freaky Friday (1976),A mother and daughter find their personalities switched and have to live each other's lives on one strange Friday.,1977-01-21,Comedy Family Fantasy,,98,25942000.0,,25942000,,Walt Disney Studios Motion Pictures
The Other Side of Midnight (1977),A Greek tycoon's mistress tries to track down and find her ex-World War II lover.,1977-06-08,Drama Romance Thriller,,165,24652021.0,,24652021,,Twentieth Century Fox
Looking for Mr. Goodbar (1977),"Dedicated schoolteacher Theresa Dunn spends her nights cruising bars, looking for males with whom she can engage in progressively dangerous extreme sexual encounters.",1977-10-19,Drama,,136,22512655.0,91.0,22513584,1540635.0,Paramount Pictures
Julia (1977),"At the behest of an old and dear friend, playwright Lillian Hellman undertakes a dangerous mission to smuggle funds into Nazi Germany.",1977-10-02,Drama,,117,20714400.0,,20714400,,Twentieth Century Fox
The Bad News Bears in Breaking Training (1977),"A troubled, rebellious teen drives his rambunctious baseball team out to Houston where they play an exhibition game and the boy meets his estranged father, and hires him as the teams coach.",1977-07-29,Comedy Family Sport,,100,19104350.0,,19104350,,Paramount Pictures
For the Love of Benji (1977),"Benji sniffs out a bogus CIA agent in Athens, Greece.",1977-01-01,Adventure Comedy Drama Family,,85,17732000.0,,17732000,,Twentieth Century Fox
"New York, New York (1977)","An egotistical saxophonist and a young lounge singer meet on VJ Day and embark upon a strained and rocky romance, even as their careers begin a long, uphill climb.",1977-06-22,Drama Music Musical,,155,16400000.0,,16400658,,United Artists
Black Sunday (1977),"When a Black September terrorist group begins a plot to carry out a massive terrorist attack in the United States, an Israeli commando works with the FBI to identify the target and conspirators, and prevent the plan from succeeding.",1977-03-31,Adventure Crime Drama Thriller,,143,15769322.0,,15769322,,Paramount Pictures
Orca (1977),A fisherman and his crew are targeted by a killer whale seeking vengeance for the death of its mate.,1977-07-13,Adventure Drama Horror Thriller,,92,14717854.0,,14717854,,Paramount Pictures
Bobby Deerfield (1977),"Bobby Deerfield, a Formula 1 driver, quits racing after his teammate dies in a crash. He meets Lillian at a medical facility, falls for her, and their relationship takes an unexpected turn when he learns why she's there.",1977-09-29,Drama Romance,,124,9300000.0,,9300000,,Columbia Pictures
Islands in the Stream (1977),An isolated sculptor is visited by his three sons just before the start of WWII.,1977-03-04,Drama,,104,5596173.0,,5596173,,Paramount Pictures
"Race for Your Life, Charlie Brown (1977)","The Peanuts gang goes to summer camp, and they participate in a river-raft race against some cheating bullies.",1977-06-02,Adventure Animation Comedy Family,,76,3223888.0,,3223888,,Paramount Pictures
March or Die (1977),"During the 1920s, French Foreign Legion Major William Foster's (Gene Hackman's) unit is protecting an archaeological dig, but the discovery of an Arab sacred burial site prompts the angry Arab tribes to attack Foster's small garrison.",1977-08-05,Adventure Drama Romance War,,107,1000000.0,,1000000,,Columbia Pictures
