movie_title,movie_summary,release_date,genres,indicative_rating,running_time,domestic_gross,international_gross,total_gross,domestic_opening,domestic_distributor
Star Wars: Episode VIII - The Last Jedi (2017),Rey develops her abilities with the help of Luke Skywalker as the Resistance prepares for battle against the First Order.,2017-12-13,Action Adventure Fantasy Sci-Fi,PG-13,152,620181382.0,714226324,1334407706,220009584.0,Walt Disney Studios Motion Pictures
Beauty and the Beast (2017),"A brave, beautiful, and brilliant young woman is imprisoned by a beast in his castle. Despite her fears, she learns to see beyond the beast's hideous exterior and realize the gentle heart of the true prince within him.",2017-03-16,Adventure Family Fantasy Musical Romance,PG,129,504481165.0,761634799,1266115964,174750616.0,Walt Disney Studios Motion Pictures
The Fate of the Furious (2017),"When a mysterious woman seduces Dominic Toretto into the world of terrorism and a betrayal of those closest to him, the crew face trials that will test them as never before.",2017-04-12,Action Crime Thriller,PG-13,136,226008385.0,1009996733,1236009236,98786705.0,Universal Pictures
Despicable Me 3 (2017),"Gru meets his long-lost, charming, cheerful, and more successful twin brother Dru, who wants to team up with him for one last criminal heist.",2017-06-14,Adventure Animation Comedy Crime Family Sci-Fi,PG,89,264624300.0,770175831,1034800131,72434025.0,Universal Pictures
Jumanji: Welcome to the Jungle (2017),"Four teenagers are sucked into a magical video game, and the only way they can escape is to work together to finish the game.",2017-12-20,Action Adventure Comedy Fantasy,PG-13,119,404540171.0,558002774,962544585,36169328.0,Sony Pictures Releasing
Spider-Man: Homecoming (2017),Peter Parker tries to stop Adrian 'The Vulture' Toomes from selling weapons made with advanced Chitauri technology while trying to balance his life as an ordinary high school student.,2017-07-05,Action Adventure Sci-Fi,PG-13,133,334952829.0,545983955,880978185,117027503.0,Sony Pictures Releasing
Wolf Warrior 2 (2017),"China's deadliest special forces operative settles into a quiet life on the sea. When sadistic mercenaries begin targeting nearby civilians, he must leave his newfound peace behind and return to his duties as a soldier and protector.",2017-07-27,Action Adventure Drama Thriller War,,123,2721100.0,867604339,870325439,219022.0,The H Collective
Guardians of the Galaxy Vol. 2 (2017),"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father, the ambitious celestial being Ego.",2017-04-25,Action Adventure Comedy Sci-Fi,PG-13,136,389813101.0,473942950,863756903,146510104.0,Walt Disney Studios Motion Pictures
Thor: Ragnarok (2017),"Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela.",2017-10-24,Action Adventure Comedy Fantasy Sci-Fi,PG-13,130,315058289.0,540243517,855301806,122744989.0,Walt Disney Studios Motion Pictures
Wonder Woman (2017),"When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.",2017-05-30,Action Adventure Fantasy Sci-Fi War,PG-13,141,412845172.0,411125510,823970682,103251471.0,Warner Bros.
Coco (2017),"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",2017-10-27,Adventure Animation Drama Family Fantasy Music Mystery,PG,105,210460015.0,604181157,814641172,50802605.0,Walt Disney Studios Motion Pictures
Pirates of the Caribbean: Dead Men Tell No Tales (2017),Captain Jack Sparrow searches for the Trident of Poseidon to rule the sea while being pursued by old rival Captain Salazar and a crew of deadly ghosts who have escaped from the Devil's Triangle.,2017-05-24,Action Adventure Fantasy,PG-13,129,172558876.0,623363422,795922298,62983253.0,Walt Disney Studios Motion Pictures
It (2017),"In the summer of 1989, a group of bullied kids band together to destroy a shape-shifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.",2017-09-06,Horror,R,135,328874981.0,375367570,704242888,123403419.0,Warner Bros.
Justice League (2017),"Steppenwolf and his Parademons return after eons to capture Earth. However, Batman seeks the help of Wonder Woman to recruit and assemble Flash, Cyborg and Aquaman to fight the powerful new enemy.",2017-10-17,Action Adventure Fantasy Sci-Fi,PG-13,120,229024295.0,432302692,661326987,93842239.0,Warner Bros.
Logan (2017),"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",2017-03-01,Action Drama Sci-Fi Thriller,R,137,226277068.0,392902882,619180476,88411916.0,Twentieth Century Fox
Transformers: The Last Knight (2017),"A deadly threat from Earth's history reappears and a hunt for a lost artifact takes place between Autobots and Decepticons, while Optimus Prime encounters his creator in space.",2017-06-21,Action Adventure Comedy Sci-Fi Thriller,PG-13,154,130168683.0,475256474,605425157,44680073.0,Paramount Pictures
Kong: Skull Island (2017),"After the Vietnam war, a team of scientists explores an uncharted island in the Pacific, venturing into the domain of the mighty Kong and must fight to escape a primal Eden.",2017-03-08,Action Adventure Fantasy Sci-Fi,PG-13,118,168052812.0,400600000,568652812,61025472.0,Warner Bros.
The Boss Baby (2017),"A suit-wearing, briefcase-carrying baby pairs up with his 7-year old brother to stop the dastardly plot of the CEO of Puppy Co.",2017-03-23,Adventure Animation Comedy Family Fantasy,PG,97,175003033.0,352962903,527965936,50198902.0,Twentieth Century Fox
Dunkirk (2017),"Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.",2017-07-19,Action Drama History Thriller War,PG-13,106,189740665.0,343904142,533696799,50513488.0,Warner Bros.
War for the Planet of the Apes (2017),"After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind.",2017-07-11,Action Adventure Drama Sci-Fi Thriller,PG-13,140,146880162.0,343839601,490719763,56262929.0,Twentieth Century Fox
The Greatest Showman (2017),Celebrates the birth of show business and tells of a visionary who rose from nothing to create a spectacle that became a worldwide sensation.,2017-12-15,Biography Drama Musical,PG,105,174340174.0,297530628,471871490,8805843.0,Twentieth Century Fox
Kingsman: The Golden Circle (2017),"After the Kingsman's headquarters is destroyed and the world is held hostage, an allied spy organization in the United States is discovered. These two elite secret agencies must band together to defeat a common enemy.",2017-09-20,Action Adventure Comedy Crime Thriller,R,141,100234838.0,310667824,410902662,39023010.0,Twentieth Century Fox
The Mummy (2017),"An ancient Egyptian princess is awakened from her crypt beneath the desert, bringing with her malevolence grown over millennia and terrors that defy human comprehension.",2017-06-06,Action Adventure Fantasy Horror Thriller,PG-13,111,80227895.0,329003712,409231607,31688375.0,Universal Pictures
Cars 3 (2017),Lightning McQueen sets out to prove to a new generation of racers that he's still the best race car in the world.,2017-06-15,Adventure Animation Comedy Family Sport,G,102,152901115.0,231029541,383930656,53688680.0,Walt Disney Studios Motion Pictures
Fifty Shades Darker (2017),"While Christian wrestles with his inner demons, Anastasia must confront the anger and envy of the women who came before her.",2017-02-08,Drama Mystery Romance Thriller,R,118,114581250.0,266964596,381545846,46607250.0,Universal Pictures
Murder on the Orient Express (2017),"When a murder occurs on the train on which he's travelling, celebrated detective Hercule Poirot is recruited to solve the case.",2017-11-03,Crime Drama Mystery Thriller,PG-13,114,102826543.0,249967538,352794081,28681472.0,Twentieth Century Fox
xXx: Return of Xander Cage (2017),"Xander Cage, left for dead after an incident, is recruited back into action for a new assignment, leading a team of death-defying adrenaline junkies.",2017-01-18,Action Adventure Thriller,PG-13,107,44898413.0,301219864,346118277,20130142.0,Paramount Pictures
Never Say Die (2017),A male UFC boxer switches bodies with the female reporter who exposed his bribes. Now they must help each other win the championship.,2017-09-29,Comedy Fantasy Sport,,100,,334530869,334530869,,
