movie_title,movie_summary,release_date,genres,indicative_rating,running_time,domestic_gross,international_gross,total_gross,domestic_opening,domestic_distributor
Star Wars: Episode VII - The Force Awakens (2015),"As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace.",2015-12-16,Action Adventure Sci-Fi,PG-13,138,936662225.0,1134647993,2071310218,247966675.0,Walt Disney Studios Motion Pictures
Jurassic World (2015),"A new theme park, built on the original site of Jurassic Park, creates a genetically modified hybrid dinosaur, the Indominus Rex, which escapes containment and goes on a killing spree.",2015-06-10,Action Adventure Sci-Fi,PG-13,124,653406625.0,1018130819,1671537444,208806270.0,Universal Pictures
Furious 7 (2015),Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,2015-04-01,Action Thriller,PG-13,137,353007020.0,1162334379,1515342457,147187040.0,Universal Pictures
Avengers: Age of Ultron (2015),"When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan.",2015-04-22,Action Adventure Sci-Fi,PG-13,141,459005868.0,946012180,1405018048,191271109.0,Walt Disney Studios Motion Pictures
Minions (2015),"Minions Stuart, Kevin, and Bob are recruited by Scarlet Overkill, a supervillain who, alongside her inventor husband Herb, hatches a plot to take over the world.",2015-04-09,Adventure Animation Comedy Crime Family Sci-Fi,PG,91,336045770.0,823398892,1159457503,115718405.0,Universal Pictures
Spectre (2015),"A cryptic message from James Bond's past sends him on a trail to uncover the existence of a sinister organisation named SPECTRE. With a new threat dawning, Bond learns the terrible truth about the author of all his pain in his most recent missions.",2015-10-26,Action Adventure Thriller,PG-13,148,200074609.0,680630703,880707597,70403148.0,Sony Pictures Releasing
Inside Out (2015),"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",2015-06-10,Adventure Animation Comedy Drama Family Fantasy,PG,95,356461711.0,502609564,859076254,90440272.0,Walt Disney Studios Motion Pictures
Mission: Impossible - Rogue Nation (2015),Ethan and his team take on their most impossible mission yet when they have to eradicate an international rogue organization as highly skilled as they are and committed to destroying the IMF.,2015-07-24,Action Adventure Thriller,PG-13,131,195042377.0,515874026,710916403,55520089.0,Paramount Pictures
The Hunger Games: Mockingjay - Part 2 (2015),Katniss and a team of rebels from District 13 prepare for the final battle that will decide the fate of Panem.,2015-11-18,Action Adventure Sci-Fi Thriller,PG-13,137,281723902.0,379732661,661456867,102665981.0,Lionsgate
The Martian (2015),"An astronaut becomes stranded on Mars after his team assumes him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive and can survive until a potential rescue.",2015-09-30,Adventure Drama Sci-Fi,PG-13,144,228433663.0,402187155,630621406,54308575.0,Twentieth Century Fox
