movie_title,movie_summary,release_date,genres,indicative_rating,running_time,domestic_gross,international_gross,total_gross,domestic_opening,domestic_distributor
Beethoven (1992),"A slobbering St. Bernard becomes the center of attention for George and Alice Newton's loving family, who must contend with dog-napping local veterinarian Dr. Herman Varnick and his henchmen Harvey and Vernon.",1992-04-03,Comedy Drama Family,,87,57114049,90100000.0,147214049,7587565.0,Universal Pictures
Forever Young (1992),"During a cryogenics test, a pilot frozen in 1939 awakes in 1992 but time is running out, as his body starts to age rapidly.",1992-12-18,Drama Romance Sci-Fi,PG,102,55956187,72000000.0,127956187,5609875.0,Warner Bros.
Alien³ (1992),"Returning from LV-426, Ellen Ripley crash-lands on the maximum-security prison Fiorina 161, where she discovers that she has unwittingly brought along an unwelcome visitor.",1992-05-22,Action Horror Sci-Fi,R,114,55473545,104340953.0,159814498,19449867.0,Twentieth Century Fox
My Cousin Vinny (1992),"Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience.",1992-03-13,Comedy Crime,R,120,52929168,11159384.0,64088552,7416751.0,Twentieth Century Fox
Sneakers (1992),A security pro finds his past returning to haunt him when he and his unique team are tasked with retrieving a particularly important item.,1992-09-11,Comedy Crime Drama Mystery Thriller,PG-13,126,51432691,53800000.0,105232691,10031145.0,Universal Pictures
The Mighty Ducks (1992),A self-centered Minnesota lawyer is sentenced to community service coaching a rag tag youth hockey team.,1992-10-02,Comedy Drama Family Sport,PG,104,50752337,,50755845,6035133.0,Walt Disney Studios Motion Pictures
Wayne's World 2 (1993),The inseparable duo try to organize a rock concert while Wayne must fend off a record producer who has an eye for his girlfriend.,1992-03-07,Comedy Music,PG-13,95,48197805,214.0,48198019,13516699.0,Paramount Pictures
Malcolm X (1992),"Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam and his eventual assassination.",1992-11-20,Biography Drama History,PG-13,202,48169910,,48169910,9871125.0,Warner Bros.
Single White Female (1992),A woman advertising for a new roommate finds that something very strange is going on with the tenant who decides to move in.,1992-08-14,Drama Thriller,R,107,48017402,,48017402,10212401.0,Columbia Pictures
The Distinguished Gentleman (1992),"A conman discovers during a ""job"" that US Congress is where the money is. ""Name recognition"" gets him elected. Will he develop a conscience?",1992-12-04,Comedy Crime,R,112,46666502,,46666502,10611040.0,Walt Disney Studios Motion Pictures
Medicine Man (1992),"In the beautiful and dangerous Amazon rainforest, dissimilar people must make their choices between business, science, and love.",1992-02-07,Adventure Drama Romance,,106,45500797,,45500797,8494271.0,Walt Disney Studios Motion Pictures
Passenger 57 (1992),"Airline security specialist John Cutter, finally returning to the job after his wife's death, finds himself in the middle of a hijacking by terrorists led by notorious international criminal Charles Rane.",1992-11-06,Action Crime Thriller,R,84,44065653,,44065653,10513925.0,Warner Bros.
A River Runs Through It (1992),"Two sons of a stern minister - one reserved, one rebellious - grow up in rural 1920s Montana while devoted to fly fishing.",1992-10-09,Drama,PG,123,43440294,,43440294,298277.0,Columbia Pictures
Encino Man (1992),"When they find a frozen caveman in their back yard, two high school outcasts thaw him and introduce him to modern life while he in turn gets them to actually enjoy life.",1992-05-22,Comedy,PG,88,40693477,,40693477,9866120.0,Walt Disney Studios Motion Pictures
Mo' Money (1992),"A con man, seeking to gain the affections of a woman he saw entering an office building, aquires a job in the same building working for an executive who has plans to use his skills for more than just the workplace.",1992-07-24,Action Comedy Crime Romance Thriller,R,89,40227006,,40227006,12385415.0,Columbia Pictures
Universal Soldier (1992),Soldiers who were killed in action are brought back to life in a top secret military experiment that creates superhuman warriors.,1992-07-10,Action Sci-Fi,R,102,36299898,,36299898,10057084.0,TriStar Pictures
Honeymoon in Vegas (1992),"Jack loses $65,000 in poker in Las Vegas, where he's marrying Betsy. The wedding will have to wait as the poker winner wants the weekend with Betsy to cancel the debt. She accepts. Whom will she marry?",1992-08-28,Comedy Romance Thriller,PG-13,96,35208854,,35208854,7318157.0,Columbia Pictures
The Lawnmower Man (1992),A simple man is turned into a genius through the application of computer science.,1992-03-06,Horror Sci-Fi,R,108,32100816,,32100816,7751971.0,New Line Cinema
Sleepwalkers (1992),A mother-and-son team of strange supernatural creatures move to a small town to seek out a young virgin to feed on.,1992-04-10,Fantasy Horror,R,91,30524763,,30524763,10017354.0,Columbia Pictures
The Muppet Christmas Carol (1992),"The Muppets put their spin on the tale of an elder, Christmas-hating miser who is visited by spirits who foretell his future and share secrets from his past and present, which helps change his view on life.",1992-12-11,Comedy Drama Family Fantasy Musical,,85,27381507,5892522.0,33274029,5010109.0,Walt Disney Studios Motion Pictures
3 Ninjas (1992),"Each year, three brothers visit their grandfather for the summer. He is highly skilled in ninjutsu, and for years he has trained the boys in his techniques.",1992-08-07,Action Comedy Family Sport,PG,84,29000301,,29000301,5888920.0,Walt Disney Studios Motion Pictures
Final Analysis (1992),"A psychiatrist becomes romantically involved with the sister of one of his patients, but the influence of her controlling gangster husband threatens to destroy them both.",1992-02-07,Drama Thriller,R,124,28590665,,28590665,6411441.0,Warner Bros.
Stop! Or My Mom Will Shoot (1992),A tough police sergeant's overbearing mother comes to visit him and begins to meddle in his life and career.,1992-02-21,Action Comedy,PG-13,87,28411210,42200000.0,70611210,7058590.0,Universal Pictures
Howards End (1992),"Set in the early 20th century, class distinctions and troubled relations affect the relationship between two families and the ownership of a cherished British estate known as Howards End.",1992-03-13,Drama Romance,PG,142,26126837,348226.0,26476514,52568.0,Sony Pictures Classics
Candyman (1992),"The Candyman, a murderous soul with a hook for a hand, is accidentally summoned to reality by a skeptic grad student researching the monster's myth.",1992-10-16,Horror Thriller,R,99,25792310,3587.0,25795897,5404320.0,TriStar Pictures
The Cutting Edge (1992),A temperamental figure skater and an arrogant former hockey player attempt to win the Olympic Gold Medal as a figure skating pairs team.,1992-03-27,Comedy Drama Romance Sport,,101,25105517,,25105517,4478919.0,Metro-Goldwyn-Mayer (MGM)
FernGully: The Last Rainforest (1992),"The magical inhabitants of a rainforest fight to save their home, which is threatened by logging and a polluting force of destruction called Hexxus.",1992-04-10,Adventure Animation Family Fantasy Musical,,76,24650296,8060598.0,32710894,3549338.0,Twentieth Century Fox
Hoffa (1992),"The story of the notorious American labor union figure Jimmy Hoffa, who organizes a bitter strike, makes deals with members of the organized crime syndicate and mysteriously disappears in 1975.",1992-12-25,Biography Crime Drama,R,140,24276506,5025615.0,29302121,6406012.0,Twentieth Century Fox
Leap of Faith (1992),Fake faith healer Jonas Nightingale is stranded in a small town where he finds he can't fool all of the people all of the time.,1992-12-18,Comedy Drama Romance,PG-13,108,23369283,,23369283,3222768.0,Paramount Pictures
Toys (1992),"When Lieutenant General Leland Zevo (Sir Michael Gambon) inherits a toymaking company and begins making war toys, his employees band together to stop him before he ruins the name of Zevo Toys forever.",1992-12-18,Adventure Comedy Drama Family Fantasy,PG-13,118,23278931,,23278931,4810027.0,Twentieth Century Fox
Thunderheart (1992),A young mixed-blood FBI agent is assigned to work with a cynical veteran investigator on a murder on a poverty-stricken Sioux reservation.,1992-04-03,Crime Mystery Thriller,R,119,22660758,89.0,22660847,4507425.0,TriStar Pictures
Captain Ron (1992),"A Chicagoan inherits an old yacht. He, his wife, daughter and son fly to a Caribbean island and hire a dubious Captain Ron to sail them on an adventure to Miami.",1992-09-18,Adventure Comedy,PG-13,100,22518097,,22518097,4893112.0,Walt Disney Studios Motion Pictures
The Player (1992),A hotshot Hollywood studio executive starts receiving death threats from a rejected writer.,1992-04-10,Comedy Crime Drama Thriller,R,124,21706101,,21706547,302216.0,New Line Cinema
Shining Through (1992),An American woman of Irish and Jewish-German parentage goes undercover in Nazi Germany.,1992-01-31,Drama Romance Thriller War,R,132,21633781,22204457.0,43838238,6406829.0,Twentieth Century Fox
Consenting Adults (1992),"During a joint dinner at the restaurant, the neighbors offer to exchange wives for one night. It was a joke, but only at first.",1992-10-16,Crime Drama Mystery Thriller,R,99,21591728,,21591728,5023467.0,Walt Disney Studios Motion Pictures
Raising Cain (1992),"The oncologist wife of a prominent child psychologist suspects her husband has an unhealthy scientific obsession with their child, unaware of what - or who - is really going on inside his head.",1992-08-07,Crime Drama Horror Thriller,R,92,21370057,15800000.0,37170057,6203835.0,Universal Pictures
Straight Talk (1992),"A woman ditches her small-town life for big-city Chicago, where she becomes a sensation as a radio-show host.",1992-04-03,Comedy Drama Romance,PG,91,21202099,,21202099,4575746.0,Walt Disney Studios Motion Pictures
Kuffs (1992),"George Kuffs, 21, leaves a pregnant girlfriend. He visits his brother Brad to bum money off him. Brad's shot and George IDs the killer at SFPD but to no avail. He inherits Brad's patrol district. He keeps it to get the killer.",1992-01-10,Action Comedy Crime,,102,21142815,,21142815,5651055.0,Universal Pictures
Mr. Baseball (1992),"Jack Elliot, once a great baseball player, is forced to play in Japan where his brash, egotistical ways cause friction with his new teammates and friends.",1992-10-02,Comedy Romance Sport,PG-13,108,20883046,,20883046,5240375.0,Universal Pictures
Juice (1992),"Four inner-city teenagers get caught up in the pursuit of power and happiness, which they refer to as ""the juice"".",1992-01-17,Action Crime Drama Thriller,R,95,20146880,345.0,20147225,8085915.0,Paramount Pictures
Prelude to a Kiss (1992),"A couple fall in love despite the girl's pessimistic outlook. As they struggle to come to terms with their relationship, something supernatural happens that tests it.",1992-07-10,Comedy Fantasy Romance,PG-13,105,20006730,2690961.0,22697691,5273395.0,Twentieth Century Fox
Hero (1992),A small-time criminal rescues passengers from a crashed airliner only to see another man take credit.,1992-10-02,Comedy Drama Romance,PG-13,119,19507345,,19507345,5210875.0,Columbia Pictures
Pinocchio (1940),"A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy.",1940-02-09,Adventure Animation Comedy Family Fantasy Musical,G,88,84254167,37637878.0,121892045,,Walt Disney Studios Motion Pictures
Singles (1992),"A group of young adults in their twenties, who share an apartment in the city of Seattle, ponder on love and face all the challenges of adulthood.",1992-09-18,Comedy Drama Music Romance,PG-13,99,18471850,,18471850,4184875.0,Warner Bros.
Used People (1992),"At her husband's funeral, a Jewish mother encounters her late husband's Italian friend who secretly loved her. He had previously advised her husband against leaving home, causing tension between her and her two divorced daughters.",1992-12-18,Comedy Drama Romance,PG-13,115,17957265,,17957265,51955.0,Twentieth Century Fox
The Babe (1992),Babe Ruth becomes a baseball legend but is unheroic to those who know him.,1992-04-17,Biography Drama Sport,PG,115,17530973,2400000.0,19930973,5011205.0,Universal Pictures
Freejack (1992),"Bounty hunters from the future transport a doomed race car driver to New York City in 2009, where his mind will be replaced with that of a dead billionaire.",1992-01-17,Action Crime Sci-Fi Thriller,R,110,17129026,,17129026,6736243.0,Warner Bros.
Pet Sematary II (1992),"A teenage boy and his father move to his recently-deceased mother's hometown, where they encounter the ancient Native American cemetery with the power to raise the dead.",1992-08-28,Fantasy Horror Thriller,R,100,17092453,,17092453,4825100.0,Paramount Pictures
Deep Cover (1992),A uniformed police officer is recruited by the DEA to infiltrate a drug smuggling ring looking to expand its operation.,1992-04-17,Action Crime Thriller,R,107,16639799,,16639799,3451356.0,New Line Cinema
Buffy the Vampire Slayer (1992),Flighty teenage girl Buffy Summers learns that she is her generation's destined battler of vampires.,1992-07-31,Action Comedy Fantasy Horror,PG-13,86,16624456,,16625256,4515541.0,Twentieth Century Fox
Pure Country (1992),"Dusty gets tired of all the smoke and light effects, wonders what happened to doing it the way that made him famous and happy. Takes a walk to find what seems to be missing and finds himself and his music again.",1992-10-23,Drama Music Romance Western,PG,112,15164458,,15164458,2739680.0,Warner Bros.
Ladybugs (1992),"To climb the corporate ladder to success, a guy agrees to coach the company's all-girls soccer team with the help of his secret weapon: his fiancee's son.",1992-03-27,Comedy Sport,PG-13,90,14796494,,14796494,5180414.0,Paramount Pictures
School Ties (1992),"In 1955, a star quarterback from a working-class family is given an opportunity to attend an elite New England preparatory school, but he is conflicted about whether or not to tell his Protestant classmates that he is Jewish.",1992-09-18,Drama,PG-13,106,14715067,,14715067,3020071.0,Paramount Pictures
City of Joy (1992),"An American doctor, a British nurse, and an illiterate Indian farmer unite to transform a Calcutta ghetto in this uplifting, inspirational movie starring Patrick Swayze and Pauline Collins.",1992-04-17,Crime Drama,PG-13,132,14683921,,14683921,3405890.0,TriStar Pictures
Memoirs of an Invisible Man (1992),"After a freak accident, a company executive turns completely invisible, goes on the run, and becomes hunted by a treacherous CIA official while trying to cope with his new reality.",1992-02-28,Comedy Romance Sci-Fi Thriller,,99,14358033,,14358033,4601954.0,Warner Bros.
Rapid Fire (1992),"When student Jake Lo witnesses a killing, he finds himself caught between two feuding drug lords. Betrayed and set up by the federal agents, the only person he can trust is Ryan, a Chicago cop who reminds Jake of his deceased father.",1992-08-21,Action Crime Drama Thriller,R,95,14356479,,14356479,4815850.0,Twentieth Century Fox
Cool World (1992),"When Jack Deebs was behind bars he found escape by creating Cool World, a cartoon series featuring a vixen named Holli Would. However, the flesh proves weaker than ink as Holli takes human form in Las Vegas.",1992-07-10,Animation Comedy Fantasy,PG-13,102,14110589,,14110589,5556451.0,Paramount Pictures
Mr. Saturday Night (1992),"The life of Buddy Young, a comic legend in flashbacks but an old man looking for work in the present.",1992-09-25,Comedy Drama,R,119,13351357,,13351357,4514027.0,Columbia Pictures
The Great Mouse Detective (1986),"Basil, the rodent Sherlock Holmes, investigates the kidnapping of a toy maker and uncovers its link to his archenemy, Professor Ratigan.",1986-07-04,Adventure Animation Family Musical Mystery,,74,38625550,,38625550,3220225.0,Walt Disney Studios Motion Pictures
Class Act (1992),A valedictorian and a juvenile delinquent have their school records switched and begin to be treated like the other.,1992-06-05,Comedy,PG-13,98,13272113,,13272113,3421827.0,Warner Bros.
Trespass (1992),"Two firemen in a burning building get a treasure map - stolen gold church items are hidden in a closed down factory in St. Louis. Once there, they're trapped in by a black gang considering it their territory.",1992-12-25,Action Thriller,R,101,13249535,,13249535,5012910.0,Universal Pictures
Enchanted April (1991),"Four English women, after World War I, who are unhappy with their lives, and their time away on vacation in a beautiful Italian villa.",1992-07-31,Drama,PG,95,13200170,,13200170,73041.0,Miramax
American Me (1992),"A Mexican-American Mafia kingpin is released from prison, falls in love for the first time, and grows introspective about his gangster lifestyle.",1992-03-13,Biography Crime Drama Romance,R,125,13086430,,13086430,3378100.0,Universal Pictures
Hellraiser III: Hell on Earth (1992),An investigative reporter must send the newly unbound Pinhead and his legions back to Hell.,1992-09-11,Horror,R,97,12534961,,12534961,3208009.0,Miramax
A Stranger Among Us (1992),"Emily, a tough NYPD cop, is sent to an orthodox Jewish community to investigate a missing person plus $720,000 in missing diamonds. To solve what becomes a murder case, she has to join the community.",1992-07-17,Crime Drama Mystery Romance,PG-13,110,12282994,,12282994,2886082.0,Walt Disney Studios Motion Pictures
Rock-A-Doodle (1991),"In order to defeat the wicked Grand Duke of Owls, a young boy, transformed into a cat, teams up with a group of barnyard animals to find the rooster who can raise the sun.",1992-04-03,Adventure Animation Comedy Family Music Musical,,74,11657385,,11657385,2603286.0,The Samuel Goldwyn Company
Jennifer 8 (1992),A policeman fears a blind woman is a killer's next target.,1992-11-06,Crime Drama Mystery Thriller,R,124,11390479,,11390479,3619666.0,Paramount Pictures
Whispers in the Dark (1992),"Eve tells her shrink, Ann, about kinky sex with a man. Ann learns that it's the same man, she's been seeing lately. Eve finds out and explodes. A murder follows.",1992-08-07,Drama Mystery Thriller,R,103,11124511,,11124511,3177158.0,Paramount Pictures
Stay Tuned (1992),A husband and wife are sucked into a hellish television set and must survive the gauntlet of twisted versions of shows in which they find themselves.,1992-08-14,Adventure Comedy Fantasy,PG,88,10736401,,10736401,3532540.0,Warner Bros.
Glengarry Glen Ross (1992),An examination of the machinations behind the scenes at a real estate office.,1992-10-02,Crime Drama Mystery,R,100,10725228,,10726612,2104402.0,New Line Cinema
Husbands and Wives (1992),"When their best friends announce that they're separating, a professor and his wife discover the faults in their own marriage.",1992-09-18,Comedy Drama Romance,R,108,10555619,,10555619,3520550.0,TriStar Pictures
Chaplin (1992),"An elderly Charlie Chaplin discusses his autobiography with his editor, recounting his amazing journey from his poverty-stricken childhood to world-wide success after the ingenious invention of the Little Tramp.",1992-12-25,Biography Comedy Drama,PG-13,143,9493259,,9493259,84669.0,TriStar Pictures
Gladiator (1992),"Tommy Riley has moved with his dad to Chicago from a 'nice place'. He keeps to himself, goes to school. However, after a street fight he is noticed and quickly falls into the world of illegal underground boxing - where punches can kill.",1992-03-06,Action Drama Sport,R,101,9223441,,9223441,3305189.0,Columbia Pictures
White Sands (1992),A small southwestern town Sheriff finds a body in the desert with a suitcase and five hundred thousand dollars. He impersonates the man and stumbles into an F.B.I. investigation.,1992-04-24,Action Crime Drama Thriller,R,101,9011574,,9011574,3151629.0,Warner Bros.
Once Upon a Crime... (1992),Phoebe and a fellow American in Rome find a dog with a $5000 reward. They take a train to the owner in Monte Carlo. She turns up murdered. They run and become suspects just as 3 other Americans on the train.,1992-03-06,Comedy Crime Mystery,,94,8669847,,8669847,3249740.0,Metro-Goldwyn-Mayer (MGM)
Bebe's Kids (1992),"To impress his new girlfriend, a man agrees to look after her friend's kids, only to find that they are uncontrollably rambunctious.",1992-07-31,Animation Comedy Fantasy Musical,PG-13,70,8442162,,8442162,3010987.0,Paramount Pictures
Dr. Giggles (1992),"A madman who believes he's a doctor comes to the town where his crazy father was killed, and soon begins murdering people and becoming infatuated with a teenage girl who has a heart condition.",1992-10-23,Comedy Drama Horror Mystery Thriller,R,95,8403433,,8403433,2714815.0,Universal Pictures
Christopher Columbus: The Discovery (1992),Genoese navigator overcomes intrigue in the court of King Ferdinand and Queen Isabella of Spain and gains financing for his expedition to the East Indies.,1992-08-21,Adventure Biography Drama History,PG-13,120,8251071,,8251071,3101563.0,Warner Bros.
Damage (1992),A Member of Parliament falls passionately in love with his son's girlfriend despite the obvious dangers.,1992-12-25,Drama Romance,R,111,7532911,,7532911,101707.0,New Line Cinema
Sarafina! (1992),South African teenagers fight against apartheid in the Soweto Uprising.,1992-09-18,Drama Musical,PG-13,117,7306242,3747.0,7309989,76488.0,Walt Disney Studios Motion Pictures
Mississippi Masala (1991),An ethnic Indian family is expelled from Idi Amin's Uganda in 1972 and lives in Mississippi 17 years later. The dad sues Uganda to get his property back. The grown daughter falls in love with a Black man.,1992-02-05,Drama Romance,R,118,7332515,,7332515,45831.0,The Samuel Goldwyn Company
1492: Conquest of Paradise (1992),Christopher Columbus' discovery of the Americas and the effect this has on the indigenous people.,1992-10-09,Adventure Biography Drama History,PG-13,154,7191399,,7191399,3002680.0,Paramount Pictures
The Mambo Kings (1992),Two Cuban brothers bring a new music to the 1950s USA. They are as different as the problems that await them.,1992-02-28,Drama Music,R,104,6742168,,6742168,319793.0,Warner Bros.
Article 99 (1992),Dr. Richard Sturgess and his colleagues cut red tape at a poorly-run hospital for veterans.,1992-03-13,Comedy Drama,R,100,6375979,,6375979,2461469.0,Orion Pictures
Night and the City (1992),The story about a cheating and incompetent lawyer (Harry Fabian) who suddenly gets obsessed on becoming a boxing promoter.,1992-10-16,Crime Drama,R,105,6202756,,6202957,43036.0,Twentieth Century Fox
Folks! (1992),"A slightly self absorbed yuppie takes in his parents including his senile father, after their home burns down. But his personal and professional life fall apart soon after.",1992-05-01,Comedy Drama,PG-13,107,6132924,,6132924,2177518.0,Twentieth Century Fox
Indochine (1992),"Eliane adopts Camille, whose Vietnamese parents were friends. In 1930, a French navy officer is interested in Eliane (owns 60km2 plantation) and later in Camille. There's an uprising in Vietnam against French colonial power.",1992-12-23,Drama Romance War,PG-13,160,5603158,,5603158,,Sony Pictures Classics
Wind (1992),Romance and adventure happen during the America's Cup series of yachting races.,1992-09-11,Action Drama Sport,PG-13,126,5519569,,5519569,2204590.0,TriStar Pictures
Of Mice and Men (1992),"A nomadic farm worker looks after his dimwitted, gentle-giant friend during the Great Depression.",1992-10-02,Drama Western,PG-13,115,5471088,,5471088,97851.0,Metro-Goldwyn-Mayer (MGM)
Split Second (1992),"In a flooded future London, Detective Harley Stone hunts a serial killer who murdered his partner, and has haunted him ever since. He soon discovers what he is hunting might not be human.",1992-05-01,Action Crime Horror Sci-Fi Thriller,R,90,5430822,,5430822,2250000.0,InterStar Releasing
The Lover (1992),"In 1929 French Indochina, a French teenage girl embarks on a reckless and forbidden romance with a wealthy, older Chinese man, each knowing that knowledge of their affair will bring drastic consequences to each other.",1992-06-20,Biography Drama Romance,R,115,4899194,113896.0,5013090,181147.0,Metro-Goldwyn-Mayer (MGM)
Innocent Blood (1992),"Marie is a vampire with a thirst for bad guys. When she fails to properly dispose of one of her victims, a violent mob boss, she bites off more than she can chew and faces a new, immortal danger.",1992-09-25,Action Comedy Crime Horror Romance,R,112,4943279,,4943279,1857658.0,Warner Bros.
The Playboys (1992),"A young woman, Tara Maguire (Robin Wright) scandalizes her provincial Irish village in the 1950s by having a baby out of wedlock, and refusing to name the father. She has a rare beauty and every man in town desires her, especially Sergeant Hegarty (Albert Finney). The arrival of a dramatic troupe stirs things up even more, especially when she falls in love with one of the ""Playboys"", Tom Casey (Aidan Quinn).",1992-04-24,Drama Romance,PG-13,117,4906900,,4906900,32525.0,The Samuel Goldwyn Company
Diggstown (1992),Gabriel's released from prison. His con man friend makes a foolish bet with Diggstown's owner on who'd win the boxing matches - their man against ten Diggstown men.,1992-08-14,Drama Sport,R,98,4836637,,4836637,1504099.0,Metro-Goldwyn-Mayer (MGM)
Passion Fish (1992),"After an accident leaves her a paraplegic, a former soap opera star struggles to recover both emotionally and mentally, until she meets her newest nurse, who has struggles of her own.",1992-12-09,Drama,R,135,4814619,,4814619,14385.0,Miramax
Radio Flyer (1992),A father recounts a dark period of his childhood when he and his little brother lived in the suburbs.,1992-02-21,Drama,PG-13,114,4651977,,4651977,1932595.0,Columbia Pictures
