movie_title,movie_summary,release_date,genres,indicative_rating,running_time,domestic_gross,international_gross,total_gross,domestic_opening,domestic_distributor
The Dark Knight (2008),"When a menace known as the Joker wreaks havoc and chaos on the people of Gotham, Batman, James Gordon and Harvey Dent must work together to put an end to the madness.",2008-07-16,Action Crime Drama Thriller,PG-13,152,534987076.0,474020470.0,1009057329,158411483.0,Warner Bros.
Indiana Jones and the Kingdom of the Crystal Skull (2008),"In 1957, Indiana Jones is called back into action when he becomes entangled in a Soviet plot to uncover the secret behind mysterious artifacts known as the Crystal Skulls.",2008-05-21,Action Adventure,PG-13,122,317101119.0,469534914.0,786636033,100137835.0,Paramount Pictures
Kung Fu Panda (2008),"To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way.",2008-06-05,Action Adventure Animation Comedy Family Fantasy,PG,92,216064546.0,416311606.0,632384787,60239130.0,DreamWorks
Hancock (2008),Hancock is a superhero whose ill-considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.,2008-07-02,Action Comedy Drama Fantasy,PG-13,92,227946274.0,401497154.0,629443428,62603879.0,Sony Pictures Releasing
Mamma Mia! (2008),"Donna, an independent hotelier, is preparing for her daughter's wedding with the help of two old friends. Meanwhile Sophie, the spirited bride, has a plan. She invites three men from her mother's past in hope of meeting her real father.",2008-06-27,Comedy Musical Romance,PG-13,108,144330569.0,562429840.0,706788538,27751240.0,Universal Pictures
Madagascar: Escape 2 Africa (2008),"The Madagascar animals fly back to New York City, but crash-land on an African nature reserve in Kenya, where they meet others of their own kind, and Alex especially discovers his royal heritage as prince of a lion pride.",2008-10-30,Adventure Animation Comedy Family,PG,89,180010950.0,423889404.0,603900354,63106589.0,DreamWorks
Quantum of Solace (2008),James Bond tries to stop an organisation from eliminating a country's most valuable resource.,2008-10-31,Action Adventure Mystery Thriller,PG-13,106,168368427.0,421212055.0,589593688,67528882.0,Sony Pictures Releasing
Iron Man (2008),"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",2008-04-30,Action Adventure Sci-Fi,PG-13,126,319034126.0,266762121.0,585796247,98618668.0,Paramount Pictures
WALL·E (2008),"A robot who is responsible for cleaning a waste-covered Earth meets another robot and falls in love with her. Together, they set out on a journey that will alter the fate of mankind.",2008-06-26,Adventure Animation Family Sci-Fi,,98,223808164.0,303586398.0,527403656,63087526.0,Walt Disney Studios Motion Pictures
The Chronicles of Narnia: Prince Caspian (2008),"The Pevensie siblings return to Narnia, where they are enlisted to once again help ward off an evil king and restore the rightful heir to the land's throne, Prince Caspian.",2008-05-15,Action Adventure Family Fantasy,PG,150,141621490.0,278044078.0,419665568,55034805.0,Walt Disney Studios Motion Pictures
Sex and the City (2008),"Carrie is finally getting married to her Mr. Big, but heartbreak ensues when an observation by Miranda inadvertently causes him to jilt her.",2008-05-28,Comedy Drama Romance,R,145,152647258.0,266118261.0,418769972,57038404.0,Warner Bros.
Twilight (2008),"When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire.",2008-11-20,Drama Fantasy Romance,PG-13,122,193962473.0,214467942.0,408522131,69637740.0,Summit Entertainment
The Mummy: Tomb of the Dragon Emperor (2008),"In the Far East, Alex O'Connell, the son of famed mummy fighters Rick and Evy O'Connell, unearths the mummy of the first Emperor of Qin -- a shape-shifting entity cursed by a witch centuries ago.",2008-07-30,Action Adventure Fantasy Horror,PG-13,112,102491776.0,300958054.0,403449830,40457770.0,Universal Pictures
Slumdog Millionaire (2008),"When a teenager from the slums of Mumbai is interrogated about his suspicious performance on a quiz show, he revisits various events from his past to explain how he knew all the answers.",2008-11-12,Crime Drama Romance,R,120,141319928.0,237090614.0,378411362,360018.0,Fox Searchlight Pictures
Wanted (2008),"A frustrated office worker discovers that he is the son of a professional assassin, and that he shares his father's superhuman killing abilities.",2008-06-26,Action Crime Thriller,R,110,134508551.0,207954512.0,342463063,50927085.0,Universal Pictures
The Curious Case of Benjamin Button (2008),"Benjamin Button, born in 1918 with the physical state of an elderly man, ages in reverse. He experiences love and break-ups, ecstasy and sorrow, and timelessness by the time he dies in 2003 as a baby.",2008-12-25,Drama Fantasy Romance,PG-13,166,127509326.0,208293460.0,335802786,26853816.0,Paramount Pictures
Bolt (2008),The canine star of a fictional sci-fi/action show that believes his powers are real embarks on a cross country trek to save his co-star from a threat he believes is just as real.,2008-11-21,Adventure Animation Comedy Crime Drama Family Sci-Fi,PG,96,114053579.0,195926415.0,309979994,26223128.0,Walt Disney Studios Motion Pictures
Horton Hears a Who! (2008),Horton the Elephant struggles to protect a microscopic community from his neighbors who refuse to believe it exists.,2008-03-12,Adventure Animation Comedy Drama Family Fantasy Music,,86,154529439.0,144043360.0,298572799,45012998.0,Twentieth Century Fox
Gran Torino (2008),"After a Hmong teenager tries to steal his prized 1972 Gran Torino, a disgruntled, prejudiced Korean War veteran seeks to redeem both the boy and himself.",2008-12-12,Drama,R,116,148095302.0,121862926.0,269958228,271720.0,Warner Bros.
