movie_title,movie_summary,release_date,genres,running_time,domestic_gross,international_gross,total_gross,domestic_opening,domestic_distributor
The Client (1994),A young boy who witnessed the suicide of a mafia lawyer hires an attorney to protect him when the District Attorney tries to use him to take down a mob family.,1994-07-22,Crime Drama Mystery Thriller,119,92115211,25500000.0,117615211,17174262.0,Warner Bros.
Disclosure (1994),"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.",1994-12-09,Drama Thriller,128,83015089,131000000.0,214015089,10068126.0,Warner Bros.
Star Trek: Generations (1994),"With the help of long presumed dead Captain Kirk, Captain Picard must stop a deranged scientist willing to murder on a planetary scale in order to enter a space matrix.",1994-11-18,Action Adventure Mystery Sci-Fi Thriller,118,75671125,42400000.0,118071125,23116394.0,Paramount Pictures
Ace Ventura: Pet Detective (1994),A goofy detective specializing in animals goes in search of the missing mascot of the Miami Dolphins.,1994-02-04,Comedy,86,72217396,35000000.0,107217396,12115105.0,Warner Bros.
Stargate (1994),"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.",1994-10-28,Action Adventure Sci-Fi,121,71567262,125000000.0,196567262,16651018.0,Metro-Goldwyn-Mayer (MGM)
Legends of the Fall (1994),"In the early 1900s, three brothers and their father living in the remote wilderness of Montana are affected by betrayal, history, love, nature, and war.",1994-12-23,Drama Romance War Western,133,66638883,94000000.0,160638883,101670.0,Sony Pictures Releasing
Wolf (1994),Publisher Will Randall becomes a demon wolf and has to fight to keep his job.,1994-06-17,Drama Horror Romance Thriller,125,65002597,66000000.0,131002597,17911366.0,Columbia Pictures
The Specialist (1994),A woman entices a bomb expert she's involved with into destroying the mafia that killed her family.,1994-10-07,Action Drama Thriller,110,57362582,113000000.0,170362582,14317765.0,Warner Bros.
Four Weddings and a Funeral (1994),"Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love.",1994-03-11,Comedy Drama Romance,117,52700832,193000000.0,245700832,138486.0,Gramercy Pictures (I)
The Little Rascals (1994),"Alfalfa is wooing Darla and his ""He-Man-Woman-Hating"" friends attempt to sabotage the relationship.",1994-08-05,Comedy Family Romance,82,52125282,15183000.0,67308282,10028065.0,Universal Pictures
Naked Gun 33 1/3: The Final Insult (1994),Frank Drebin comes out of retirement to help Police Squad infiltrate a gang of terrorists planning to detonate a bomb at the Academy Awards.,1994-03-18,Comedy Crime,83,51132598,,51132598,13216531.0,Paramount Pictures
The Crow (1994),"The night before his wedding, musician Eric Draven and his fiancée are brutally murdered by members of a violent gang. On the anniversary of their death, Eric rises from the grave and assumes the mantle of the Crow, a supernatural avenger.",1994-05-13,Action Crime Drama Fantasy Horror Thriller,102,50693129,151436.0,50844565,11774332.0,Miramax
Natural Born Killers (1994),Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.,1994-08-26,Crime Romance,119,50282766,797.0,50287182,11166687.0,Warner Bros.
Angels in the Outfield (1994),"When a boy prays for a chance to have a family if the California Angels win the pennant, angels are assigned to make that possible.",1994-07-15,Comedy Drama Family Fantasy Sport,102,50236831,,50236831,8916463.0,Walt Disney Studios Motion Pictures
Little Women (1994),"Jo struggles for independence and sometimes clashes with her beloved mother and sisters Meg, Amy and Beth. She also contends with their cranky Aunt March, their impulsive neighbor Laurie and kindly linguistics professor Friedrich Bhaer.",1994-12-21,Drama Family Romance,115,50083616,,50085123,2411247.0,Sony Pictures Releasing
When a Man Loves a Woman (1994),The seemingly perfect relationship between a man and his wife is tested as a result of her alcoholism.,1994-04-29,Drama Romance,126,50021959,,50021959,,Walt Disney Studios Motion Pictures
The River Wild (1994),Rafting expert Gail takes on a pair of armed killers while navigating a spectacularly violent river.,1994-09-30,Adventure Crime Thriller,111,46816343,47400000.0,94216343,10214450.0,Universal Pictures
D2: The Mighty Ducks (1994),Can Gordon's team win the Junior Goodwill Games in California in spite of all the set-backs?,1994-03-25,Comedy Drama Family Sport,106,45610410,,45610410,10356748.0,Walt Disney Studios Motion Pictures
Timecop (1994),"Max Walker, an officer for a security agency that regulates time travel, must fend for his life against a shady politician who's intent on changing the past to control the future.",1994-09-16,Action Crime Sci-Fi Thriller,99,44853581,56793000.0,101646581,12064625.0,Universal Pictures
City Slickers II: The Legend of Curly's Gold (1994),"One year after their first adventure, Mitch Robbins and his friends discover a treasure map that belonged to their late trail guide Curly and they set out to discover its secrets.",1994-06-10,Comedy Western,116,43622150,,43622150,11516375.0,Columbia Pictures
The Jungle Book (1994),"Rudyard Kipling's classic tale of Mowgli, the orphaned jungle boy raised by wild animals, and how he becomes king of the jungle.",1994-12-25,Adventure Family Fantasy Romance,111,43229904,9159498.0,52389402,5129959.0,Walt Disney Studios Motion Pictures
Beverly Hills Cop III (1994),"Axel Foley, while investigating a car theft ring, comes across something much bigger than that: the same men who killed his boss are running a counterfeit money ring out of a theme park in Los Angeles.",1994-05-25,Action Comedy Crime Thriller,104,42614912,76594077.0,119208989,12426169.0,Paramount Pictures
Nobody's Fool (1994),A stubborn man past his prime reflects on his life of strict independence and seeks more from himself.,1994-12-23,Comedy Drama,110,39491975,,39491975,92838.0,Paramount Pictures
The Paper (1994),"New York City tabloid editor Henry's faced with tough decisions while he faces several serious life challenges, and a tempting job offer.",1994-03-18,Comedy Drama,112,38824341,9600000.0,48424341,175507.0,Universal Pictures
On Deadly Ground (1994),A blowout firefighter takes on an environmentally destructive oil corporation by causing many deaths and explosions in Alaska.,1994-02-18,Action Adventure Thriller,101,38590458,,38590458,12679573.0,Warner Bros.
Richie Rich (1994),"Richie Rich is the richest kid in the world. The one thing Richie doesn't have is friends. When his parents suddenly go missing, Richie hooks up with a group of kids who just might fill the void in his life, while helping save his folks.",1994-12-21,Comedy Family,95,38087756,,38087756,5830302.0,Warner Bros.
It Could Happen to You (1994),A police officer promises to share his lottery ticket with a waitress in lieu of a tip.,1994-07-29,Comedy Drama Romance,101,37939757,,37939757,8112822.0,TriStar Pictures
Junior (1994),"As part of a fertility research project, a male scientist agrees to carry a pregnancy in his own body.",1994-11-23,Comedy Romance Sci-Fi,109,36763355,71668000.0,108431355,9803145.0,Universal Pictures
Nell (1994),"In a remote woodland cabin, a small-town doctor discovers Nell - a beautiful young hermit-woman with many secrets.",1994-12-16,Drama,112,33683817,73000000.0,106683817,62663.0,Twentieth Century Fox
The Shadow (1994),"In 1930s New York City, The Shadow (Alec Baldwin) battles his nemesis, Shiwan Khan (John Lone), who is building an atomic bomb.",1994-07-01,Action Adventure Crime Fantasy Mystery Thriller,108,32063435,16000000.0,48063435,11713845.0,Universal Pictures
I Love Trouble (1994),Peter Brackett and Sabrina Peterson are two competing Chicago newspaper reporters who join forces to unravel the mystery behind a train derailment.,1994-07-01,Action Comedy Romance Thriller,123,30806194,,30806194,7827002.0,Walt Disney Studios Motion Pictures
Major League II (1994),"The Cleveland Indians are now a World Series contender. But last year's hunger is now replaced with complacency, and bad decisions by the team's new owner Roger Dorn threaten to tear the team apart.",1994-04-01,Comedy Sport,105,30626182,,30626182,7040777.0,Warner Bros.
Blank Check (1994),"After a bike accident, a young boy inadvertently gains possession of a check for $1 million and proceeds to spend it, unaware that the gangsters it belongs to are in pursuit.",1994-02-11,Comedy Crime Family,93,30577969,,30577969,5411897.0,Walt Disney Studios Motion Pictures
Blown Away (1994),An Irish bomber targets an old foe in Boston.,1994-07-01,Action Crime Drama Thriller,121,30156002,,30156002,10424873.0,Metro-Goldwyn-Mayer (MGM)
A Low Down Dirty Shame (1994),"An ex-cop, now a private detective, takes on the search for the millions stolen by a drug lord.",1994-11-25,Action Comedy Crime,100,29392418,,29392418,7970574.0,Walt Disney Studios Motion Pictures
In the Army Now (1994),Two misguided youths join the reserves to make some money for their entrepreneurial dreams. No sooner than they finish basic training are they called up to do their part to save the free world.,1994-08-12,Comedy War,91,28881266,,28881266,6367194.0,Walt Disney Studios Motion Pictures
Drop Zone (1994),A tough cop teams up with a professional skydiver to capture a renegade computer hacker on the run from the law.,1994-12-09,Action Adventure Thriller,101,28735315,,28735315,6143566.0,Paramount Pictures
The Shawshank Redemption (1994),"A banker convicted of uxoricide forms a friendship over a quarter century with a hardened convict, while maintaining his innocence and trying to remain hopeful through simple compassion.",1994-09-23,Drama,142,28767189,541480.0,29333735,727327.0,Columbia Pictures
Guarding Tess (1994),"A former U.S. First Lady wants a particular Secret Service agent to head her bodyguard detail, even though he can't stand her.",1994-03-11,Comedy Drama,96,27058304,,27058304,7065213.0,TriStar Pictures
I.Q. (1994),"A mechanic romances the mathematician niece of physicist Albert Einstein, with help from him and his friends.",1994-12-25,Comedy Romance,100,26381221,,26381221,3131201.0,Paramount Pictures
My Father the Hero (1994),A teenage girl on vacation in the Bahamas with her divorced father tries to impress a potential boyfriend by saying that her father is actually her lover.,1994-02-04,Comedy Romance,90,25479558,,25479558,5645251.0,Walt Disney Studios Motion Pictures
Wyatt Earp (1994),"From Wichita to Dodge City, to the O.K. Corral in Tombstone, a man becomes a myth in this thrilling journey of romance, adventure, and desperate heroic action.",1994-06-24,Adventure Biography Drama Western,191,25052000,,25052000,7543504.0,Warner Bros.
Quiz Show (1994),"A young lawyer, Richard Goodwin, investigates a potentially fixed game show. Charles Van Doren, a big time show winner, is under Goodwin's investigation.",1994-09-16,Biography Drama History,133,24822619,,24822619,757714.0,Walt Disney Studios Motion Pictures
Renaissance Man (1994),A failed businessman is hired by the army to teach a group of underachieving recruits in order to help them pass basic training.,1994-06-03,Comedy Drama,128,24332324,,24332324,5557590.0,Walt Disney Studios Motion Pictures
Blue Chips (1994),A college basketball coach is forced to break the rules in order to get the players he needs to stay competitive.,1994-02-18,Drama Sport,108,23070663,,23070663,10123605.0,Paramount Pictures
Frankenstein (1994),"When the brilliant but unorthodox scientist Dr. Victor Frankenstein rejects the artificial man that he has created, the Creature escapes and later swears revenge.",1994-11-04,Drama Horror Romance Sci-Fi,123,22006296,90000000.0,112006296,11212889.0,Sony Pictures Releasing
Intersection (1994),"While driving on a remote highway, indecisive architect Vincent Eastman is torn between reuniting with his estranged frigid calculating wife Sally or taking up with his lover Olivia Marshak, a magazine writer.",1994-01-21,Drama Romance,98,21355893,,21355893,7818502.0,Paramount Pictures
The Air Up There (1994),A basketball coach travels to Africa to recruit a new star.,1994-01-07,Comedy Family Sport,107,21011318,,21011318,5240859.0,Miramax
Iron Will (1994),A brave young man is thrust into adulthood as he and his courageous team of sled dogs embark on a grueling and treacherous cross-country marathon.,1994-01-14,Adventure Family,108,21006361,,21006361,5313406.0,Walt Disney Studios Motion Pictures
Reality Bites (1994),"A documentary filmmaker and her fellow Generation X graduates face life after college, looking for work and love in Houston.",1994-02-18,Comedy Drama Romance,99,20982557,12369000.0,33351557,5113050.0,Universal Pictures
Jason's Lyric (1994),"Two brothers, survivors of family tragedy, take different life paths: one falls for a high-spirited waitress and dreams of success, the other follows a life of petty crime. Their lives reconnect in shattering fashion.",1994-09-30,Crime Drama Romance,119,20851521,,20851521,5122600.0,Gramercy Pictures (I)
Speechless (1994),Two political speechwriters fall in love before they find out they are working for candidates on opposite sides.,1994-12-16,Comedy Romance,99,20667959,,20667959,3969048.0,Metro-Goldwyn-Mayer (MGM)
The Cowboy Way (1994),"Two childhood friends who are rodeo cowboys travel from New Mexico to New York City searching for a friend who disappeared while looking for his daughter, who's just been smuggled into the US from Cuba.",1994-06-03,Action Comedy Crime Drama,102,20280016,,20280016,5048640.0,Universal Pictures
"Corrina, Corrina (1994)","In 1959, a widower hires a warm-hearted housekeeper/nanny to care for his seven-year-old daughter.",1994-08-12,Comedy Drama Romance,115,20164171,,20164171,,New Line Cinema
Only You (1994),"As a teen, Faith was told that her destiny is a man named Damon Bradley. Years later, when she's about to marry someone else, a Damon Bradley calls to wish them well, and Faith blows off her wedding to follow Damon to Italy.",1994-10-07,Comedy Romance,109,20059210,,20059210,5711738.0,TriStar Pictures
With Honors (1994),"Convinced his thesis will have him graduate with honors from Harvard University, a stuffy student finds himself at the mercy of a homeless man's demands when he holds the papers hostage.",1994-04-29,Comedy Drama,101,20016254,,20016254,4328543.0,Warner Bros.
Léon: The Professional (1994),An Italian hit man protects a New York orphan.,1994-11-18,Action Crime Drama Thriller,110,19501238,827944.0,20330788,5306558.0,Sony Pictures Releasing
Color of Night (1994),"A color-blind psychoanalyst is stalked by an unknown killer after taking over his murdered friend's therapy group, all of whom have a connection to a mysterious young woman that he begins having intense sexual encounters with.",1994-08-19,Drama Mystery Romance Thriller,121,19726050,,19726050,6610488.0,Walt Disney Studios Motion Pictures
New Nightmare (1994),A demonic force has chosen Freddy Krueger as its portal to the real world. Can Heather Langenkamp play the part of Nancy one last time and trap the evil trying to enter our world?,1994-10-14,Fantasy Horror Mystery Thriller,112,18090181,1631560.0,19721741,6667118.0,New Line Cinema
8 Seconds (1994),"This movie chronicles the life of Lane Frost, 1987 PRCA Bull Riding World Champion, his marriage and his friendships with Tuff Hedeman (three-time World Champion) and Cody Lambert.",1994-02-25,Biography Drama Sport Western,105,19623396,,19623396,3369037.0,New Line Cinema
Little Giants (1994),"Misfits form their own opposing team to an elite peewee football team, coached by the elite team coach's brother.",1994-10-14,Comedy Family Sport,107,19306362,,19306362,4778029.0,Warner Bros.
House Party 3 (1994),"Kid, after a lifetime 'playing the field', is about to get married. 'Play' plans to throw the best bachelor party ever - until 'Kid's' three wise-crackin' nephews come to town, intent on showing them what parties are all about.",1994-01-14,Comedy Music,100,19281235,,19281235,6850010.0,New Line Cinema
Getting Even with Dad (1994),A thief's son cons his father into spending more time with him.,1994-06-17,Comedy Crime Family,109,18869594,,18869594,5579480.0,Metro-Goldwyn-Mayer (MGM)
Love Affair (1994),"Two people meet on a flight to Sydney. Although both are engaged to others, they fall in love during their evacuation after a forced landing, and agree to meet in New York City three months later if the attraction lasts.",1994-10-21,Comedy Drama Romance,108,18272894,,18272894,5438758.0,Warner Bros.
Sugar Hill (1994),"A drug dealer tries to get out of the life and start anew with his girlfriend, but the transition is tragically difficult.",1994-02-25,Action Crime Drama Thriller,123,18225518,,18225518,5712485.0,Twentieth Century Fox
Milk Money (1994),A group of young boys befriend a prostitute named V.,1994-09-02,Comedy Romance,110,18137661,,18137661,5846533.0,Paramount Pictures
My Girl 2 (1994),"Vada Sultenfuss must go to LA to stay with her Uncle Phil to do some research on her mother's life, but finds much more.",1994-02-11,Comedy Drama Family Romance,99,17359799,,17359799,5012295.0,Columbia Pictures
Miracle on 34th Street (1994),A lawyer and a little girl must prove that a man claiming to be Santa Claus is the real thing.,1994-11-18,Drama Family Fantasy,114,17320136,28944248.0,46264384,2753208.0,Twentieth Century Fox
The War (1994),A Vietnam veteran helps his kids battle over a tree house while recovering from his traumatic war experience.,1994-11-04,Drama History War,126,16928556,,16928556,5203275.0,Universal Pictures
Baby's Day Out (1994),"After three kidnappers lose the baby they have kidnapped, both the cops and kidnappers go looking for the baby.",1994-07-01,Adventure Comedy Crime Drama Family,99,16827402,,16827402,4044662.0,Twentieth Century Fox
Lightning Jack (1994),"Lightning Jack Kane is an Australian outlaw in the wild west. During a bungled bank robbery he picks up mute Ben Doyle as a hostage. The two become good friends, with Jack teaching Ben how to rob banks, while they plan Jack's last heist.",1994-03-11,Comedy Western,98,16821273,,16821273,5401743.0,Savoy Pictures
Andre (1994),The true story of how a seal named Andre befriended a little girl named Toni and her family in 1962.,1994-08-19,Adventure Drama Family,95,16820893,,16820893,4020760.0,Paramount Pictures
Blink (1994),"Emma, a blind violinist who had recently undergone a revolutionary surgery, joins with a police detective to track a serial killer after she was an inadvertent witness to his latest crime.",1994-01-28,Crime Drama Mystery Thriller,106,16696219,,16696219,4410077.0,New Line Cinema
Terminal Velocity (1994),A maverick skydiver and a former KGB agent team up to stop the Russian mafia from stealing gold.,1994-09-23,Action Mystery Romance Thriller,102,16487349,,16487349,5500404.0,Walt Disney Studios Motion Pictures
Monkey Trouble (1994),A young girl's life turns hairy when her new pet monkey turns out to be a trained pickpocket on the run from a scheming gypsy.,1994-03-18,Adventure Comedy Crime Family,96,16453258,,16453258,4523597.0,New Line Cinema
Above the Rim (1994),"Story of a promising high school basketball star and his relationships with two brothers, one a drug dealer and the other a former basketball star fallen on hard times and now employed as a security guard.",1994-03-25,Crime Drama Sport Thriller,96,16192320,,16192320,3738800.0,New Line Cinema
The Getaway (1994),An ex-con and his devoted wife must flee from danger when a heist doesn't go as planned.,1994-02-11,Action Adventure Crime Drama Thriller,115,16094974,13963000.0,30057974,5806515.0,Universal Pictures
The Next Karate Kid (1994),Mr. Miyagi is back and he takes a new pupil under his wing: a troubled adolescent girl.,1994-08-12,Action Drama Family Romance Sport,107,8914777,6961576.0,15876353,,Columbia Pictures
No Escape (1994),A soldier convicted for murdering his commanding officer is dumped and left to die on a prison island inhabited by two camps of convicts.,1994-04-29,Action Drama Sci-Fi Thriller,118,15339030,,15339030,4588736.0,Savoy Pictures
Bad Girls (1994),Four prostitutes join together to travel the Old West.,1994-04-22,Action Adventure Drama Romance Western,99,15240435,,15240435,5012200.0,Twentieth Century Fox
The Madness of King George (1994),"When King George III goes mad, his Lieutenants try to adjust the rules to run the country without his participation.",1994-12-30,Biography Comedy Drama History,110,15238689,,15238689,65226.0,The Samuel Goldwyn Company
Threesome (1994),"A girl named Alex is by mistake housed with 2 guys, Stuart and Eddy, in a college dorm suite. After initial problems they become friends. Stuart has the hots for Alex, Alex for Eddy and Eddy for Stuart. Can it work?",1994-04-08,Comedy Drama Romance,93,14815317,,14815317,4001024.0,TriStar Pictures
The Pagemaster (1994),"A cowardly boy, who buries himself in accident statistics, enters a library to escape a storm, only to be transformed into an animated illustration by the Pagemaster. He has to work through obstacles from classic books to return to real-life.",1994-11-23,Adventure Animation Comedy Family Fantasy,80,13670688,,13670688,4188399.0,Twentieth Century Fox
Crooklyn (1994),"Spike Lee's vibrant semi-autobiographical portrait of a school teacher, her stubborn jazz musician husband and their five kids living in Brooklyn in 1973.",1994-05-13,Comedy Drama,115,13642861,,13642925,4209475.0,Universal Pictures
Bullets Over Broadway (1994),"In New York in 1928, a struggling playwright is forced to cast a mobster's talentless girlfriend in his latest drama in order to get it produced.",1994-10-21,Comedy Crime,98,13383747,,13383747,86072.0,Miramax
Greedy (1994),Rich old Uncle Joe is surrounded by relatives waiting/hoping for him to die while trying to look good and backstabbing the competition. What should he do?,1994-03-04,Comedy,113,13137484,,13137484,4805115.0,Universal Pictures
Little Big League (1994),A young boy is bequeathed the ownership of a professional baseball team.,1994-07-01,Comedy Family Sport,119,12267790,,12267790,3105618.0,Columbia Pictures
3 Ninjas Kick Back (1994),Young martial artists face their grandfather's foes when they accompany him to Japan to deliver a priceless dagger.,1994-05-06,Action Comedy Family Sport,93,11798854,,11798854,3556310.0,TriStar Pictures
The Ref (1994),"A cat burglar is forced to take a bickering, dysfunctional family hostage on Christmas Eve.",1994-03-09,Comedy Crime Drama,97,11439193,,11439193,3044097.0,Walt Disney Studios Motion Pictures
Cops and Robbersons (1994),"A counterfeiter with a habit of ""eliminating"" the competition moves in next door to the Robbersons. Two cops move in with the Robbersons for a stakeout.",1994-04-15,Comedy Crime Thriller,93,11391093,,11391093,3724254.0,TriStar Pictures
Thumbelina (1994),"This retelling of the Hans Christian Andersen classic fairy tale has the digit-sized heroine evading the clutches of various toads, moles, and beetles before she can proceed with her courtship with her dream lover, Prince Cornelius.",1994-04-01,Adventure Animation Family Fantasy Musical Romance,86,11373501,,11373501,2318822.0,Warner Bros.
Ready to Wear (1994),A chronicle of the interconnected lives of a group of people in the lead up to Paris Fashion Week.,1994-12-25,Comedy Drama,133,11300653,,11300653,2026295.0,Miramax
"The Adventures of Priscilla, Queen of the Desert (1994)",Two drag performers and a transgender woman travel across the desert to perform their unique style of cabaret.,1994-08-10,Comedy Music,104,11220670,58791.0,11302168,219433.0,Gramercy Pictures (I)
Camp Nowhere (1994),"A group of junior high kids don't want to go to summer camps chosen by their parents. They make their own adult-free camp and ""hire"" an ex drama teacher to help.",1994-08-26,Adventure Comedy Family,96,10475705,,10475705,2755661.0,Walt Disney Studios Motion Pictures
I'll Do Anything (1994),"An aspiring actor's life gets upended when his ex-wife dumps their bossy, wild little daughter into his custody.",1994-02-04,Comedy Drama,115,10424645,,10424645,4702625.0,Columbia Pictures
Martin Lawrence: You So Crazy (1994),"Stand up comedy by Martin Lawrence, filmed in the Majestic Theater in New York City. Martin Lawrence talks about everything from racism, to relationships, to his childhood.",1994-04-29,Comedy Documentary,84,10184701,,10184701,2521746.0,The Samuel Goldwyn Company
Lassie (1994),"When a family of 4 moves from Baltimore to a farm in rural Virginia, they adopt an abandoned collie. The dog becomes the son's companion and protector, helping him adapt to rural life.",1994-07-22,Adventure Family,94,9979683,14926.0,9994609,3201843.0,Paramount Pictures
Immortal Beloved (1994),"A biopic exploring Beethoven's tumultuous life, focusing on his romantic pursuits. The film investigates the identity of the mysterious woman to whom the composer penned a passionate love letter, delving into his complex relationships.",1994-12-16,Biography Drama Music Mystery Romance,121,9914409,,9914409,120108.0,Sony Pictures Releasing
The Swan Princess (1994),A power-hungry sorcerer curses a princess to live as a swan by day in this tale of everlasting love.,1994-11-18,Adventure Animation Comedy Family Fantasy Musical Romance,93,9771658,,9771658,2445155.0,New Line Cinema
Angie (1994),"Angie lives in Bensonhurst Brooklyn, and dreams of a better life. When she finds out she's pregnant - by her boyfriend, Vinnie, she decides she'll have the baby; but not Vinnie as a husband. This turns the entire close-knit neighborhood upside-down and starts Angie on a journey of self-discovery. On her way, she meets a new love interest.",1994-03-04,Comedy Drama Romance,107,9398308,,9398308,2779640.0,Walt Disney Studios Motion Pictures
The Inkwell (1994),"A shy, troubled young man who set his own house on fire and has an imaginary friend, is sent to a vineyard where he finds himself in the middle of his political-arguing, party-loving family and his love torn between two girls.",1994-04-22,Comedy Drama Romance,110,8880705,,8880705,2358988.0,Walt Disney Studios Motion Pictures
White Fang 2: Myth of the White Wolf (1994),"In order to rescue one of the last surviving Alaskan Native tribes, Fang joins in with a friend of his master to stop miners from destroying an ancient sacred land.",1994-04-15,Adventure Family,106,8878839,,8878839,2692624.0,Walt Disney Studios Motion Pictures
The Puppet Masters (1994),"The Midwest USA is invaded by stingray-shaped alien slugs that ride on people's backs and control their minds in order to spread their dominion. Government agency reps Sam Givens, Andrew Nivens, and Mary Sefton must stop the aliens.",1994-10-21,Horror Sci-Fi Thriller,109,8647042,,8647042,4069057.0,Walt Disney Studios Motion Pictures
Fresh (1994),"Death and violence anger a twelve-year-old drug courier, who sets his employers against each other.",1994-08-19,Crime Drama Thriller,114,8094616,,8094616,,Miramax
The Nightmare Before Christmas (1993),"Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.",1993-10-15,Animation Family Fantasy Musical,76,93745329,14041637.0,107800040,191232.0,Walt Disney Studios Motion Pictures
Blankman (1994),A simpleton inventor becomes a superhero with a bulletproof costume and a low budget.,1994-08-19,Action Comedy Crime,92,7941977,,7941977,3715480.0,Columbia Pictures
The Chase (1994),Escaped convict Jack Hammond takes a woman hostage and sets off for the Mexican border with the police hot on his tail.,1994-03-04,Action Adventure Comedy Crime Romance Thriller,97,7924955,,7924955,3421028.0,Twentieth Century Fox
Hoop Dreams (1994),A film following the lives of two inner-city Chicago boys who struggle to become college basketball players on the road to going professional.,1994-10-14,Documentary Drama Sport,170,7830611,4000000.0,11830611,18396.0,Fine Line Features
Serial Mom (1994),"She's the perfect all-American parent: a great cook and homemaker, a devoted recycler, and a woman who'll literally kill to keep her children happy.",1994-04-13,Comedy Crime Thriller,95,7820688,2749.0,7823437,2040450.0,Savoy Pictures
Sirens (1994),"When a painting is termed blasphemous, a young minister and his wife visit the artist... and the three sexually playful models living with him.",1994-03-04,Comedy Drama Romance,98,7770731,,7770731,34299.0,Miramax
Surviving the Game (1994),"A homeless man is hired as a survival guide for a group of wealthy businessmen on a hunting trip in the mountains, unaware that they are killers who hunt humans for sport, and that he is their new prey.",1994-04-15,Action Adventure Crime Drama Thriller,96,7727256,,7727256,2907468.0,New Line Cinema
Clifford (1994),"A bratty 10-year-old boy is obsessed with visiting a dinosaur-themed amusement park. His uptight uncle takes the wily tyke in for a week, and barely lives to regret it.",1994-04-01,Comedy,90,7408745,,7408745,2571043.0,Orion Pictures
Clean Slate (1994),A private eye who suffers total amnesia every twenty-four hours is deeply entangled in a complicated murder and theft case.,1994-05-06,Comedy Mystery,107,7355425,,7355425,3136130.0,Metro-Goldwyn-Mayer (MGM)
Eat Drink Man Woman (1994),A senior chef lives with his three grown daughters; the middle one finds her future plans affected by unexpected events and the life changes of the other household members.,1994-08-03,Comedy Drama Romance,124,7294403,,7294403,155512.0,The Samuel Goldwyn Company
