movie_title,movie_summary,release_date,genres,running_time,domestic_gross,international_gross,total_gross,domestic_opening,domestic_distributor
Dirty Dancing (1987),"Spending the summer at a Catskills resort with her family, Frances ""Baby"" Houseman falls in love with the camp's dance instructor, Johnny Castle.",1987-08-21,Drama Music Romance,100,64577242,150000000.0,214577242,3900000.0,Vestron Pictures
Predator (1987),A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.,1987-06-12,Action Adventure Horror Sci-Fi,107,59735548,38532910.0,98268458,12031638.0,Twentieth Century Fox
Throw Momma from the Train (1987),A bitter writing teacher wants his successful ex-wife dead. A put-upon mama's boy writing student wants his overbearing mother dead. Will there be a criss-cross murder plot?,1987-12-11,Comedy Crime Thriller,88,57915972,,57915972,7318878.0,Orion Pictures
Dragnet (1987),"The equally strait-laced and ""by-the-book"" nephew of Joe Friday must work with his more laid-back partner to solve a mystery.",1987-06-26,Comedy Crime Mystery,106,57387516,9286000.0,66673516,10542669.0,Universal Pictures
La Bamba (1987),Biographical story of the rise from nowhere of early rock and roll singer Ritchie Valens who died at age 17 in a plane crash with Buddy Holly and The Big Bopper.,1987-07-24,Biography Drama Music,108,54215416,,54218591,5651990.0,Columbia Pictures
RoboCop (1987),"In a violent future in Old Detroit, murdered police officer Alex Murphy is resurrected as RoboCop, a powerful cyborg law enforcer. As he fights crime, he begins to recover memories of his past and seeks revenge on the gang who killed him.",1987-07-17,Action Crime Sci-Fi Thriller,102,53424681,708.0,53430348,8008721.0,Orion Pictures
Outrageous Fortune (1987),"Two women unknowingly share the same man, but when he disappears, both go out looking for him and enter his surprisingly dangerous life.",1987-01-30,Comedy,99,52864741,,52864741,6404783.0,Walt Disney Studios Motion Pictures
Broadcast News (1987),"A high-strung news producer finds herself in a love triangle between a talented but self-doubting reporter and a charming new anchor, who embodies the growing trivialization of news that she is determined to fight against.",1987-12-18,Comedy Drama Romance,133,51249404,16081905.0,67331309,197542.0,Twentieth Century Fox
The Living Daylights (1987),"James Bond is sent to investigate a KGB policy to kill all enemy spies, and uncovers an arms deal that potentially has major global ramifications.",1987-07-31,Action Adventure Thriller,130,51185897,34533.0,51220890,11051284.0,United Artists
Eddie Murphy: Raw (1987),Eddie Murphy in a stand-up performance recorded live. For an hour and a half he talks about his favourite subjects: sex and women.,1987-12-18,Comedy Documentary,93,50504655,,50505289,9077324.0,Paramount Pictures
Full Metal Jacket (1987),A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,1987-06-26,Drama War,116,46357676,3826762.0,50193748,2217307.0,Warner Bros.
"Planes, Trains & Automobiles (1987)","A Chicago advertising man must struggle to travel home from New York for Thanksgiving, with a lovable oaf of a shower-curtain-ring salesman as his only companion.",1987-11-25,Comedy Drama,93,49530280,,49530280,7009482.0,Paramount Pictures
Snow White and the Seven Dwarfs (1937),"Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household.",1937-12-21,Adventure Animation Family Fantasy Musical Romance,83,184925486,172547.0,185098309,,Walt Disney Studios Motion Pictures
A Nightmare on Elm Street 3: Dream Warriors (1987),"A psychiatrist, familiar with the knife-wielding dream demon Freddy Krueger, helps teens at a mental hospital battle the killer who is invading their dreams.",1987-02-27,Fantasy Horror,96,44793222,,44793222,8880555.0,New Line Cinema
The Last Emperor (1987),Bernardo Bertolucci's Oscar-winning dramatization of China's eleventh and final monarch of the Qing dynasty: Emperor Puyi.,1987-11-20,Biography Drama History,163,43984230,59504.0,44044844,149460.0,Columbia Pictures
Wall Street (1987),"An impatient young stockbroker is willing to do anything to get to the top, including trading on illegal inside information taken through a ruthless, greedy corporate raider who takes the youth under his wing.",1987-12-11,Crime Drama,126,43848069,,43848069,4104611.0,Twentieth Century Fox
Mannequin (1987),"A young artist, searching for his vocation, makes a mannequin so perfect he falls in love with it. Finding the mannequin in a store window, he gets a job there and his creation comes to life.",1987-02-13,Comedy Fantasy Romance,90,42721196,,42721196,6001208.0,Twentieth Century Fox
Roxanne (1987),The large-nosed C.D. Bales is in love with the beautiful Roxanne; she falls for his personality but another man's looks.,1987-06-19,Comedy Romance,107,40050884,,40050884,4582398.0,Columbia Pictures
Blind Date (1987),"A workaholic needs a date for a dinner with new important clientele, but who his brother sets him up with could lead to disaster.",1987-03-27,Comedy Romance,95,39321715,15866.0,39337581,7531273.0,TriStar Pictures
The Running Man (1987),"In a future dystopian America, a wrongfully accused and convicted policeman gets his shot at freedom when he's forced to participate in a TV game show where convicts called Runners must battle killers for their freedom.",1987-11-13,Action Sci-Fi Thriller,101,38122105,,38123906,8117465.0,TriStar Pictures
Spaceballs (1987),A star-pilot for hire and his trusty sidekick must come to the rescue of a princess and save Planet Druidia from the clutches of the evil Spaceballs.,1987-06-26,Adventure Comedy Sci-Fi,96,38119483,,38120460,6613837.0,Metro-Goldwyn-Mayer (MGM)
Summer School (1987),"Freddy the gym teacher has to teach remedial English in summer (high) school, if he wants tenure. As he can only teach gym and his students want fun, emphasis is on ""field trips"" - until he's fired unless all his students pass the test.",1987-07-24,Comedy Romance,97,35659098,,35659098,6012274.0,Paramount Pictures
No Way Out (1987),The Secretary of Defense forces a Pentagon naval aide to lead a spy manhunt.,1987-08-14,Action Crime Drama Mystery Romance Thriller,114,35509515,,35509515,4259460.0,Orion Pictures
Like Father Like Son (1987),A mysterious potion switches the personalities of a buttoned-up doctor and his laid-back son.,1987-10-02,Comedy Fantasy,100,34377585,,34377585,7189452.0,TriStar Pictures
Adventures in Babysitting (1987),A babysitter must battle her way through the big city after being stranded there with the kids she's looking after.,1987-07-03,Adventure Comedy Crime Romance,102,34368475,,34368475,2901297.0,Walt Disney Studios Motion Pictures
Cinderella (1950),"When Cinderella's cruel stepmother prevents her from attending the Royal Ball, she gets some unexpected help from the lovable mice Gus and Jaq and from her Fairy Godmother.",1950-03-04,Animation Family Fantasy Musical Romance,74,93141149,3242238.0,96383387,,Walt Disney Studios Motion Pictures
*batteries not included (1987),Aliens help a feisty old New York couple in their battle against the ruthless land developer who's out to evict them.,1987-12-18,Comedy Family Fantasy Sci-Fi,107,32945797,32143000.0,65088797,3326530.0,Universal Pictures
The Lost Boys (1987),"When a recently divorced mother and her two teenage boys move to a coastal town to stay with her father, it doesn't take long for the brothers to realize the area is a haven for something much more sinister than party-going surfers.",1987-07-31,Comedy Horror,97,32315444,192251.0,32539703,5236318.0,Warner Bros.
Can't Buy Me Love (1987),An outcast secretly pays the most popular girl in school one thousand dollars to pretend to be his girlfriend for a month.,1987-08-14,Comedy Drama Romance,94,31623833,,31623833,4754732.0,Walt Disney Studios Motion Pictures
Nuts (1987),A high-class call girl accused of murder fights for the right to stand trial rather than be declared mentally incompetent.,1987-11-20,Drama Thriller,116,30950002,,30950002,4606083.0,Warner Bros.
The Princess Bride (1987),"A bedridden boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.",1987-09-25,Adventure Comedy Family Fantasy Romance,98,30857814,45373.0,30984168,206243.0,Twentieth Century Fox
Superman IV: The Quest for Peace (1987),"With the world on the brink of a nuclear war, Superman takes it upon himself to destroy all nuclear weapons. However, Lex Luthor creates Nuclear Man, a force strong enough to take down Superman.",1987-07-24,Action Adventure Sci-Fi,90,15681020,14600000.0,30281020,5683122.0,Warner Bros.
Revenge of the Nerds II: Nerds in Paradise (1987),"The rising college nerds set out to a convention in Florida, but are not welcomed by the Alpha Beta representatives.",1987-07-10,Comedy,88,30063289,,30063289,7900879.0,Twentieth Century Fox
Harry and the Hendersons (1987),The Henderson family adopt a friendly Sasquatch but have a hard time trying to keep the legend of 'Bigfoot' a secret.,1987-06-05,Comedy Family Fantasy,110,29760613,20238000.0,49998613,4154740.0,Universal Pictures
Police Academy 4: Citizens on Patrol (1987),The misfit Police Academy graduates now are assigned to train a group of civilian volunteers to fight crime once again plaguing the streets.,1987-04-03,Comedy Crime,88,28061343,,28061343,8482487.0,Warner Bros.
Overboard (1987),"A cruel but beautiful heiress mocks and cheats a hired carpenter. When she gets amnesia after an accident, he decides to introduce her to regular life by convincing her that they're husband and wife.",1987-12-18,Comedy Romance,112,26713187,,26713187,1880006.0,Metro-Goldwyn-Mayer (MGM)
Baby Boom (1987),The life of super-yuppie J.C. is thrown into turmoil when she inherits a baby from a distant relative.,1987-10-09,Comedy Drama Romance,110,26712476,,26712476,1357413.0,United Artists
Innerspace (1987),"A test pilot is miniaturized in a secret experiment, and accidentally injected into a hapless store clerk.",1987-07-03,Action Adventure Comedy Sci-Fi Thriller,120,25893810,,25893810,4739913.0,Warner Bros.
Tin Men (1987),A minor car accident drives two rival aluminum-siding salesmen to the ridiculous extremes of man versus man in 1963 Baltimore.,1987-03-06,Comedy Drama,112,25411386,,25411386,187381.0,Walt Disney Studios Motion Pictures
Black Widow (1987),"Federal investigator Alexandra Barnes tracks down gold-digging woman Catherine Peterson, who moves from husband to husband in order to kill them and collect the inheritance.",1987-02-06,Crime Drama Mystery Thriller,102,25205460,,25205460,3426831.0,Twentieth Century Fox
Ernest Goes to Camp (1987),"Ernest, a lovable loser who works as a summer camp handyman and dreams of becoming a guidance councilor, must find a way to inspire a group of juvenile delinquents as well as stop a shady strip mining company from closing the camp.",1987-05-22,Comedy Family,92,23509382,,23509382,6171957.0,Walt Disney Studios Motion Pictures
Raising Arizona (1987),"When a childless couple--an ex-con and an ex-cop--decide to help themselves to one of another family's quintuplets, their lives become more complicated than they anticipated.",1987-03-13,Comedy Crime,94,22847564,6332716.0,29180280,36240.0,Twentieth Century Fox
Benji the Hunted (1987),Benji is left in the wilderness after an accident. Can he survive?,1987-06-05,Adventure Family,88,22257624,,22257624,21530.0,Walt Disney Studios Motion Pictures
Empire of the Sun (1987),A young English boy struggles to survive under Japanese occupation of China during World War II.,1987-12-11,Drama War,153,22238696,,22239121,1314509.0,Warner Bros.
Jaws: The Revenge (1987),Chief Brody's widow believes that her family is deliberately being targeted by another shark in search of revenge.,1987-07-17,Adventure Horror Thriller,89,20763013,31118000.0,51881013,7154890.0,Universal Pictures
Hello Again (1987),A suburban housewife chokes to death and is brought back to life by a spell cast by her wacky sister.,1987-11-06,Comedy Drama Fantasy Romance,96,20419446,,20419446,5712892.0,Walt Disney Studios Motion Pictures
Critical Condition (1987),"Con man Kevin Lennihan, framed in a jewel smuggling, tries for an insanity plea, and is sent to a hospital for review, where he is confused for a doctor and takes over the hospital when a major storm hits.",1987-01-16,Comedy,97,20240502,,20240502,5715701.0,Paramount Pictures
The Principal (1987),"A teacher is assigned to be the principal of a violent, crime-ridden high school.",1987-09-18,Action Crime Drama Thriller,109,19734940,,19734940,4297710.0,TriStar Pictures
Suspect (1987),"When a homeless man is accused of murdering a Justice Department file clerk, a public defender is tasked with mounting his legal defense.",1987-10-23,Crime Drama Mystery Thriller,121,18782400,,18782400,4152015.0,TriStar Pictures
The Believers (1987),"Cal Jamison, a police psychologist, is forced to deal with a series of ritualistic murders and a malevolent cult.",1987-06-12,Crime Drama Horror Mystery Thriller,114,18753438,,18753438,4342732.0,Orion Pictures
Some Kind of Wonderful (1987),"When Keith goes out with Amanda, the girl of his dreams, Amanda's ex-boyfriend plans to get back at Keith. Meanwhile, Keith's best friend, tomboy Watts, realizes she has feelings for Keith.",1987-02-27,Drama Romance,95,18553948,,18553948,3486701.0,Paramount Pictures
Project X (1987),"An Air Force pilot joins a top secret military experiment involving chimps, but begins to suspect there might be something more to the mysterious ""Project X"".",1987-04-17,Comedy Drama Sci-Fi Thriller,108,18532286,3057109.0,21589395,3309985.0,Twentieth Century Fox
The Big Easy (1986),A corrupt lieutenant in the homicide division is threatened by the righteous DA while trying to solve a string of mysterious murders.,1987-08-21,Comedy Crime Drama Mystery Romance Thriller,102,17685307,,17685307,353259.0,Columbia Pictures
The Aristocats (1970),"With the help of a smooth talking tomcat, a family of Parisian felines set to inherit a fortune from their owner try to make it back home after a jealous butler kidnaps them and leaves them in the country.",1970-12-24,Adventure Animation Comedy Family Musical,78,59000000,132000000.0,191000000,,Walt Disney Studios Motion Pictures
Born in East L.A. (1987),"When an L.A. born American citizen is mistaken for a Mexican illegal alien and deported to Mexico, he has to do everything he can to get across the border.",1987-08-21,Comedy,85,17355263,,17355263,4359040.0,Universal Pictures
Masters of the Universe (1987),The heroic warrior He-Man battles against the evil lord Skeletor and his armies of darkness for control of Castle Grayskull.,1987-08-07,Action Adventure Fantasy Sci-Fi,106,17336370,313.0,17337139,4883168.0,Cannon Film Distributors
Angel Heart (1987),"In 1955 New Orleans, small-time private investigator Harry Angel is hired by a man who calls himself Louis Cypher to track down a singer named Johnny Favorite, but the investigation takes an unexpected and somber turn.",1987-03-06,Horror Mystery Thriller,113,17185632,322.0,17185954,3688721.0,TriStar Pictures
Burglar (1987),"A corrupt cop blackmails former burglar Bernice, forcing her into her most ambitious job yet: a dentist hires her to break into her ex-husband's house and steal back her jewelry. But when the ex is murdered, Bernice is the only suspect.",1987-03-20,Comedy Crime Mystery,103,16337355,,16337355,4509754.0,Warner Bros.
Over the Top (1987),Tough trucker Lincoln Hawk is determined to win back his son and triumph at the world arm wrestling championships.,1987-02-13,Action Drama Sport,93,16057580,,16057930,5149200.0,Warner Bros.
Flowers in the Attic (1987),Children are hidden away up in an attic by their conspiring mother and grandmother.,1987-11-20,Drama Mystery Thriller,93,15151736,,15151736,5020317.0,New World Pictures
Radio Days (1987),A nostalgic look at radio's golden age focusing on one ordinary family and the various performers in the medium.,1987-01-30,Comedy,88,14792779,,14792779,1522423.0,Orion Pictures
Hellraiser (1987),"A woman discovers the newly resurrected, partially formed, body of her brother-in-law and lover. She starts killing for him to revitalize his body and escape the demonic beings that are pursuing him after he escaped their underworld.",1987-09-18,Horror Thriller,94,14564027,11499.0,14579627,4453232.0,New World Pictures
Ishtar (1987),"Two terrible lounge singers get booked to play a gig in a Moroccan hotel but somehow become pawns in an international power play between the C.I.A., the Emir of Ishtar, and the rebels trying to overthrow his regime.",1987-05-15,Action Adventure Comedy Music Thriller,107,14375181,,14375181,4331817.0,Columbia Pictures
Prince of Darkness (1987),"A group of graduate students and scientists uncover an ancient canister in an abandoned church, but when they open the container, they inadvertently unleash a strange liquid and an evil force on all humanity.",1987-10-23,Horror,102,14182492,87.0,14182579,4657401.0,Universal Pictures
Creepshow 2 (1987),"Three macabre tales from the latest issue of a boy's favorite comic book, dealing with a vengeful wooden Native American, a monstrous blob in a lake, and an undying hitchhiker.",1987-05-01,Fantasy Horror,92,14000000,,14000000,3584077.0,New World Pictures
Hamburger Hill (1987),A very realistic interpretation of one of the bloodiest battles of the Vietnam War.,1987-08-28,Action Drama Thriller War,110,13839404,,13839404,3360705.0,Paramount Pictures
The Gate (1987),Kids left home alone accidentally unleash a horde of malevolent demons from a mysterious hole in their suburban backyard.,1987-05-15,Fantasy Horror,85,13539458,,13539458,4258063.0,New Century
The Pick-up Artist (1987),A womanizer meets his match when he falls for a woman in debt to the mafia.,1987-09-18,Comedy Crime Drama Romance,81,13290368,,13290368,4455516.0,Twentieth Century Fox
Back to the Beach (1987),"Frankie and Annette, having grown up and put aside their beach-partying lifestyle, visit their daughter in Southern California and discover there's still some wild times left in them.",1987-08-07,Comedy Musical,92,13110903,,13110903,3265660.0,Paramount Pictures
The Bedroom Window (1987),A young executive starts an affair with his boss's wife which escalates into a nightmare after he lies to the police in order to protect her.,1987-01-16,Crime Drama Mystery Thriller,112,12640385,,12640385,2919657.0,De Laurentiis Entertainment Group (DEG)
The Fourth Protocol (1987),"John Preston is a British Agent with the task of preventing the Russians detonating a nuclear explosion next to an American base in the UK. The Russians are hoping this will shatter the ""special relationship"" between the two countries.",1987-08-28,Thriller,119,12423831,,12423831,3636831.0,Lorimar Motion Pictures
Less Than Zero (1987),"A college freshman returns to L.A. for the holidays at his ex-girlfriend's request, but discovers that his former best friend has an out-of-control drug habit.",1987-11-06,Crime Drama,98,12396383,,12396383,3008987.0,Twentieth Century Fox
Fatal Beauty (1987),"Rita is a tough narc cop with a wig for every occasion. Outside a drug heist scene with several bodies and a hardly cut fatal drug, Fatal Beauty, she finds a Kroll Construction van with a dead Kroll employee in it. Who is Kroll?",1987-10-30,Action Comedy Crime Drama Thriller,104,12046526,,12046526,2693714.0,Metro-Goldwyn-Mayer (MGM)
Extreme Prejudice (1987),"A Texas Ranger and a ruthless narcotics kingpin - they were childhood friends, now they are adversaries.",1987-04-24,Action Crime Drama History Thriller Western,105,11307844,,11307844,3498957.0,TriStar Pictures
Light of Day (1987),"A pair of siblings must choose whether to pursue their dream of touring with their rock band or support their family and stay in Cleveland, Ohio.",1987-02-06,Drama Music,107,10489617,,10489617,3536309.0,TriStar Pictures
Disorderlies (1987),Three bumbling orderlies are hired to take care of an old rich man. Humorous mayhem follows.,1987-08-14,Comedy,86,10348437,,10348437,2707980.0,Warner Bros.
Someone to Watch Over Me (1987),A married New York cop falls for the socialite murder witness he's been assigned to protect.,1987-10-09,Crime Drama Romance Thriller,106,10278549,,10278549,2908796.0,Columbia Pictures
Hope and Glory (1987),A young boy living on the outskirts of London comes of age during the uncertain days of World War II.,1987-10-16,Comedy Drama Romance,113,10021120,,10021120,25497.0,Columbia Pictures
Maid to Order (1987),A spoiled rich girl is visited by her fairy godmother and turned into a maid.,1987-07-31,Comedy Fantasy,93,9868521,,9868521,1162491.0,New Century
The Hidden (1987),A cop and an FBI agent race for answers after law abiding people suddenly become violent criminals.,1987-10-30,Crime Horror Sci-Fi Thriller,97,9747988,245.0,9748233,2492618.0,New Line Cinema
From the Hip (1987),"Robin, one year out of law school with one trial, gets set up with an unwinnable murder case for having forced his law firm to make him partner with unethical behavior, tarnishing the firm.",1987-02-06,Comedy Crime Drama Mystery,111,9518342,,9518342,2645437.0,De Laurentiis Entertainment Group (DEG)
My Life as a Dog (1985),"In the late '50s, young Ingemar learns a lot about life and himself when he is sent away from his sick mother to live with his aunt and uncle in a town full of eccentrics.",1987-05-01,Comedy Drama,101,8345266,4018.0,8349284,11667.0,Skouras Pictures
Teen Wolf Too (1987),"Todd Howard is a struggling college student. Nothing seems to be going very well for him, until he turns into a wolf.",1987-11-20,Comedy Fantasy,95,7888703,,7888703,2709160.0,Atlantic Releasing Corporation
House II: The Second Story (1987),The new owner of a sinister house gets involved with reanimated corpses and demons searching for an ancient Aztec skull with magic powers.,1987-08-28,Comedy Fantasy Horror,88,7800000,,7800000,2573934.0,New World Pictures
Wanted: Dead or Alive (1986),"A bounty hunter is offered $250,000 by CIA to get the terrorist behind an LA movie theater bombing. He quit CIA because he couldn't trust them. Can they be trusted now? Can he stop the terrorists?",1987-01-16,Action Crime Drama Thriller,106,7555000,,7555000,2845836.0,New World Pictures
Ironweed (1987),"An alcoholic drifter spends Halloween in his hometown of Albany, New York after returning there for the first time in decades.",1987-12-18,Drama,143,7393346,,7393346,36973.0,TriStar Pictures
Who's That Girl (1987),"The life of an uptight tax lawyer turns chaotic when he is asked to escort a young woman newly released from prison, who persuades him to help prove her innocence.",1987-08-07,Comedy Romance,92,7305209,,7305209,2548205.0,Warner Bros.
Hiding Out (1987),A stockbroker on the run from the mob decides to hide out from them by enrolling as a high-school student.,1987-11-06,Comedy Drama Romance Thriller,98,7019441,,7019441,2062120.0,De Laurentiis Entertainment Group (DEG)
Death Wish 4: The Crackdown (1987),Architect/vigilante Paul Kersey takes on the members of a vicious Los Angeles drug cartel to stop the flow of drugs after his girlfriend's daughter dies from an overdose.,1987-11-06,Action Crime Drama Thriller,99,6880310,,6880310,2466557.0,Cannon Film Distributors
The Chipmunk Adventure (1987),The Chipmunks compete with the Chipettes in a round-the-world race.,1987-05-22,Adventure Animation Comedy Family Fantasy Musical,78,6804312,,6804312,2584720.0,The Samuel Goldwyn Company
Assassination (1987),A presidential bodyguard is assigned to protect an objectionable first lady as repeated attempts are made on her life.,1987-01-09,Action Drama Romance Thriller,88,6075793,,6075793,2787449.0,Cannon Film Distributors
Evil Dead II (1987),"Ash Williams, the lone survivor of an earlier onslaught of flesh-possessing spirits, holes up in a cabin with a group of strangers while the demons continue their attack.",1987-03-13,Comedy Horror,84,5923044,1377.0,5932279,807260.0,De Laurentiis Entertainment Group (DEG)
Cry Freedom (1987),"South African journalist Donald Woods is forced to flee the country after attempting to investigate the death in custody of his friend, the Black anti-Apartheid activist Steve Biko.",1987-11-06,Biography Drama History,157,5899797,,5899797,318723.0,Universal Pictures
Wisdom (1986),"Unable to find work after a past felony, graduate John Wisdom and his girlfriend embark on a cross-country bank-robbing spree in order to aid American farmers.",1987-01-02,Crime Drama,109,5715174,,5715174,1994197.0,Twentieth Century Fox
Surrender (1987),"A wealthy writer, who has had terrible experiences with money-hungry girlfriends and ex-wives, pretends to be a broke, washed-up novelist, to see if the woman he loves wants him for himself, or just for his money.",1987-10-09,Comedy,105,5711976,,5711976,2256557.0,Warner Bros.
Nadine (1987),"In 1950s Texas, a woman trying to recover sexy photos of herself and divorce her husband witnesses a murder and uncovers corrupt land dealings.",1987-08-07,Comedy Mystery Romance,83,5669831,,5669831,2188857.0,TriStar Pictures
The Sicilian (1987),"Egocentric bandit Salvatore Giuliano fights the Church, the Mafia, and the landed gentry while leading a populist movement for Sicilian independence.",1987-10-23,Action Crime Drama,115,5406879,,5406879,1720351.0,Twentieth Century Fox
Gardens of Stone (1987),"A Sergeant must deal with his desires to save the lives of young soldiers being sent to Viet Nam. Continuously denied the chance to teach the soldiers about his experiences, he settles for trying to help the son of an old Army buddy.",1987-05-08,Drama Romance War,111,5262047,,5262047,1645588.0,TriStar Pictures
Hollywood Shuffle (1987),"An actor limited to stereotypical roles because of his ethnicity, dreams of making it big as a highly respected performer. As he makes his rounds, the film takes a satiric look at African American actors in Hollywood.",1987-03-20,Comedy,81,5228617,,5228617,95667.0,The Samuel Goldwyn Company
Jean de Florette (1986),A greedy landowner and his backward nephew conspire to block the only water source for an adjoining property in order to bankrupt the owner and force him to sell.,1987-06-26,Drama,120,4940939,,4940939,,Orion Classics
Hannah and Her Sisters (1986),"Between two Thanksgivings two years apart, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly.",1986-02-07,Comedy Drama,107,40084041,,40084041,1265826.0,Orion Pictures
Leonard Part 6 (1987),Secret Agent Leonard Parker is called out of retirement to save the world from evil genius Medusa Johnson.,1987-12-18,Action Comedy Sci-Fi,85,4615255,,4615255,1316337.0,Columbia Pictures
River's Edge (1986),"A high school slacker commits a shocking act and proceeds to let his friends in on the secret. However, the friends' reaction is almost as ambiguous and perplexing as the crime itself.",1987-05-08,Crime Drama,99,4600000,,4600000,67794.0,Island Pictures
Made in Heaven (1987),"After being dumped by his girlfriend, a boy runs away to California. But he ends up in heaven because he dies after trying to help a family from drowning in a river. In heaven he'll meet a beautiful girl, who has never reincarnated before.",1987-11-06,Comedy Fantasy Romance,103,4572845,,4572845,1678154.0,Lorimar Motion Pictures
Death Before Dishonor (1987),"A tough Marine sergeant arrives at a Middle Eastern embassy, facing strict limitations on his duties. When terrorists strike and take hostages, he defies orders and restrictions, launching a solo mission to save the captives.",1987-02-20,Action Drama,91,4546244,,4546244,1847950.0,New World Pictures
The Dead (1987),"Gabriel Conroy and wife Gretta attend an early January dinner with friends at the home of his spinster aunts, an evening which results in an epiphany for both of them.",1987-12-18,Drama,83,4370078,,4370078,69074.0,Vestron Pictures
The Color Purple (1985),"A tale spanning forty years in the life of Celie, an African-American woman living in the South who survives incredible abuse and bigotry.",1985-12-20,Drama,154,98467863,,98468102,1710333.0,Warner Bros.
Best Seller (1987),An ex-hit man wants a police detective/novelist to write his biography.,1987-09-25,Action Crime Drama Thriller,95,4278150,,4278150,905399.0,Orion Pictures
Hot Pursuit (1987),"Dan arrives too late for his girlfriend's family's plane to the Caribbean. He gets the next. Once there, Dan's hot pursuit of his girlfriend includes 3 friendly locals, a dubious yacht skipper, corrupt police, hijacker, pirates etc.",1987-05-08,Comedy,93,4215849,,4215849,1507645.0,Paramount Pictures
American Ninja 2: The Confrontation (1987),"On a remote Caribbean island, Army Ranger Joe Armstrong investigates the disappearance of several marines, which leads him to The Lion, a super-criminal who has kidnapped a local scientist and mass-produced an army of mutant Ninja warriors.",1987-05-01,Action Comedy Drama,90,4000000,,4000000,1039301.0,Cannon Film Distributors
Manon of the Spring (1986),A beautiful but shy shepherdess plots vengeance on the men whose greedy conspiracy to acquire her father's land caused his death years earlier.,1987-11-05,Drama,113,3940542,,3940542,,Orion Classics
My Demon Lover (1987),A homeless street musician becomes a demon when sexually aroused.,1987-04-24,Comedy Fantasy Horror,88,3922273,,3922273,1815583.0,New Line Cinema
North Shore (1987),"After learning how to surf by using the local wave tanks, Arizona resident Rick uses his winnings from a recent contest to fly to Hawaii and try to make a living for himself as a professional wave rider.",1987-08-14,Action Drama Romance Sport,96,3832228,,3832228,1319290.0,Universal Pictures
The Monster Squad (1987),"A group of 12-year-olds form a Universal Monsters fan club called Monster Squad, and have to attempt to save their hometown from Count Dracula and his monsters when they show up for real.",1987-08-14,Action Comedy Fantasy Horror,82,3769990,,3771779,1920678.0,TriStar Pictures
Allan Quatermain and the Lost City of Gold (1986),"Allan Quatermain once again teams up with Jesse Huston where the discovery of a mysterious old gold piece sends Quatermain looking for his long-lost brother, missing in the wilds of Africa after seeking a lost white race.",1987-01-30,Action Adventure Comedy,99,3751699,,3751699,1960352.0,Cannon Film Distributors
