movie_title,movie_summary,release_date,genres,running_time,domestic_gross,international_gross,total_gross,domestic_opening,domestic_distributor
Three O'Clock High (1987),"Mild-mannered Jerry Mitchell gets into hot water with quiet bad boy Buddy Revell, who challenges Jerry to a fight on the grounds of their high school after the school day's end.",1987-10-09,Comedy,97,3685862,,3685862,1506975.0,Universal Pictures
Big Shots (1987),"Ivan Reitman brings you Big Shots, a slam-bang comedy-adventure with a heart as big as Chicago.",1987-10-02,Adventure Comedy Crime Drama,94,3390043,,3390043,1417738.0,Twentieth Century Fox
Near Dark (1987),A small-town farmer's son reluctantly joins a traveling group of vampires after he is bitten by a beautiful drifter.,1987-10-02,Horror,94,3369307,,3369628,635789.0,De Laurentiis Entertainment Group (DEG)
Wish You Were Here (1987),"In a staid English seaside town after the Second World War, young Lynda grows up with her widowed father and younger sister. She eventually becomes pregnant by an acquaintance of her father.",1987-07-24,Comedy Drama,88,3283832,,3283832,43611.0,Atlantic Releasing Corporation
Pinocchio and the Emperor of the Night (1987),"Pinocchio and his friends, a glow worm and a marionette, search for a magic music box. However, so is the evil Scalawag and the Emperor of the Night.",1987-12-25,Adventure Animation Family Fantasy,87,3261638,,3261638,,New World Pictures
Barfly (1987),"Based on the life of successful poet Charles Bukowski and his exploits in Hollywood during the 60s, 70s, and 80s.",1987-10-16,Comedy Drama Romance,100,3221568,,3221774,45900.0,Cannon Film Distributors
Malone (1987),An ex-C.I.A. hit man running from his past finds just how difficult it is to retire when he runs across a small town controlled by mercenaries and a family that's resisting their control.,1987-05-01,Action Drama Thriller,92,3060858,,3060858,1377691.0,Orion Pictures
Sign 'o' the Times (1987),"Highlights from Prince's 1987 European concert tour, including selections from the rock star's album of the same title.",1987-11-20,Documentary Music,85,3000073,900.0,3000973,950116.0,Cineplex Odeon Films
No Man's Land (1987),A rookie cop goes undercover and infiltrates a car thief ring.,1987-10-23,Crime Drama Thriller,107,2877571,,2877571,1088273.0,Orion Pictures
Heat (1986),"Las Vegas is the backdrop for all the torrid action of heat, as Burt Reynolds plays the soft-hearted bodyguard who's out to protect his friends.",1987-03-13,Action Crime Drama Thriller,101,2793214,,2793214,1354375.0,New Century
The Allnighter (1987),A Southern California coed parties with her roommates and flirts with a surfer next door.,1987-05-01,Comedy Romance,108,2700000,,2700000,1419581.0,Universal Pictures
Hello Mary Lou: Prom Night II (1987),"Thirty years after her accidental death at her 1957 senior prom, the tortured spirit of prom queen Mary Lou Maloney returns to seek revenge.",1987-10-16,Horror Thriller,97,2683519,,2683519,911351.0,The Samuel Goldwyn Company
The Care Bears Adventure in Wonderland (1987),The Care Bears and Alice set out to stop an evil wizard from taking over Wonderland.,1987-08-07,Adventure Animation Comedy Family Fantasy Musical,80,2608000,,2608000,1005386.0,Cineplex Odeon Films
House of Games (1987),"A psychiatrist comes to the aid of a compulsive gambler and is led by a smooth-talking grifter into the shadowy but compelling world of stings, scams, and con men.",1987-10-16,Crime Drama Thriller,102,2585639,,2585639,116677.0,Orion Pictures
The Stepfather (1987),"After murdering his entire family, a man marries a widow with a teenage daughter in another town and prepares to do it all over again.",1987-01-23,Horror Thriller,89,2488740,,2488740,260587.0,New Century
Maurice (1987),"Two English school chums find themselves falling in love at Cambridge. To regain his place in society, Clive gives up Maurice and marries. While staying with Clive and his wife, Maurice discovers romance in the arms of the gamekeeper Alec.",1987-09-18,Drama Romance,140,2484230,158337.0,2643324,49278.0,Cinecom Pictures
Dead of Winter (1987),"A fledgling actress is lured to a remote mansion for a screen-test, soon discovering she is actually a prisoner in the middle of a blackmail plot.",1987-02-06,Drama Horror Thriller,100,2413427,,2413427,951548.0,Metro-Goldwyn-Mayer (MGM)
The Kindred (1987),"A geneticist takes his assistants to his old family home to locate the deadly product of his late mother's revolutionary research into rapid human evolution--his monstrous, tentacled baby brother--before a mad scientist gets to him first.",1987-01-09,Horror Sci-Fi Thriller,93,2407024,,2407024,602834.0,FM Entertainment
Weeds (1987),"A San Quentin inmate, sentenced to life without parole, writes a play that catches the interest of a reporter.",1987-10-16,Drama Music,115,2325444,,2325444,132970.0,De Laurentiis Entertainment Group (DEG)
The Squeeze (1987),A mysterious black box spells danger to a con man and female detective.,1987-07-10,Action Comedy Crime Romance Thriller,101,2228951,,2228951,1380800.0,TriStar Pictures
Dark Eyes (1987),"An Italian tells his story of love to a Russian. In a series of flashbacks, Romano Patroni leaves his wife to visit a spa where he falls in love with a Russian woman. He returns to Italy resolved to leave his wife and marry his love.",1987-11-01,Comedy Drama Romance,118,2201428,,2201428,,Island Pictures
Russkies (1987),A group of American boys and a shipwrecked Russian sailor become friends during the Cold War.,1987-11-06,Drama,99,2189047,,2189047,1030101.0,New Century
Meatballs III: Summer Job (1986),The ghost of a dead porn star comes to Earth to help a nerd with his sex life.,1987-01-09,Comedy Fantasy Romance,96,2147228,,2147228,,Moviestore Entertainment
Morgan Stewart's Coming Home (1987),A free-spirited teenager attempts to get back in touch with his overly-conservative parents after returning home from years away at a boarding school.,1987-02-20,Comedy,96,2136381,,2136381,48438.0,New Century
Date with an Angel (1987),"An aspiring composer discovers a broken-winged, beautiful angel in his swimming pool. When everyone finds out, he must deal with his jealous fiancée, his future father-in-law, and his friends who have a business plan.",1987-11-20,Comedy Fantasy Romance,105,1988962,,1988962,816062.0,De Laurentiis Entertainment Group (DEG)
The Curse (1987),"When a meteorite lands near his family farm during a storm in Tennessee, the son of a struggling farmer believes it's connected to strange plague-like events afflicting the crops, the farm animals and even the family themselves.",1987-09-11,Horror Sci-Fi,92,1930001,,1930001,1169922.0,Trans World Entertainment (TWE)
Working Girls (1986),"A lesbian college graduate, trying to bankroll her own photography business, works as a high-priced New York City escort.",1987-02-27,Drama,93,1777378,,1777378,,Miramax
Hunk (1987),A computer nerd makes a deal with the Devil and gets a new beefcake body.,1987-03-06,Comedy Fantasy,102,1749956,,1749956,,Crown
Personal Services (1987),"The story of the rise of a madame of a suburban brothel catering to older men, inspired by the real experiences of Cynthia Payne.",1987-05-15,Comedy,105,1744164,,1744164,69821.0,Vestron Pictures
The Big Town (1987),A dice roller falls in love with a talented dancer who happens to be the wife to a gangster.,1987-09-25,Drama Romance Thriller,109,1733017,,1733017,776675.0,Columbia Pictures
The Rosary Murders (1987),A priest is put in a dilemma when the serial killer who has been murdering priests and nuns confesses to him.,1987-08-28,Crime Drama Mystery Thriller,105,1730337,,1730337,,New Line Cinema
Matewan (1987),"A labor union organizer comes to an embattled mining community in 1920 West Virginia, brutally and violently dominated and harassed by the mining company.",1987-08-28,Drama History,135,1680358,,1680358,23850.0,Cinecom Pictures
Prick Up Your Ears (1987),"Biographer John Lahr is writing a book about playwright Joe Orton. Joe and Kenneth meet at drama school and live together for ten years as lovers and collaborators. Both want to be writers, but only one of them is successful.",1987-04-17,Biography Drama,105,1654743,18184.0,1672927,38643.0,The Samuel Goldwyn Company
Making Mr. Right (1987),"A reclusive scientist, Jeff Peters (Malkovich), builds a robot, Ulysses, which looks exactly like himself and is set to go on a long-term space mission. Since the (real) scientist seems to lack all emotions, he is unable to program his (lack of) emotion into his automaton, and an eccentric woman is hired to ""educate"" the robot on human behavior. In the end, she falls in love--but is it with the robot or with Mr. Right?",1987-04-10,Comedy Romance Sci-Fi,98,1584970,,1584970,444756.0,Orion Pictures
The Garbage Pail Kids Movie (1987),Dodger must confront the struggles of life as he is visited by the Garbage Pail Kids and intimidated by some older bullies.,1987-08-21,Adventure Comedy Family Fantasy Musical,97,1576615,,1576615,661512.0,Atlantic Releasing Corporation
Three for the Road (1987),A crafty political aide and his soft-spoken pal are assigned the job of delivering a senator's out-of-control teenage daughter to an institution.,1987-04-10,Comedy Drama,88,1539000,,1539000,,New Century
The Whistle Blower (1986),A war veteran tries to investigate the murder of his son who was working as a Russian translator for the British intelligence service during the Cold War. He encounters a web of deception and paranoia that seems to be impenetrable.,1987-07-10,Drama Thriller,100,1500000,,1500000,30035.0,Hemdale
A Prayer for the Dying (1987),"I.R.A. hitman Martin is seen by a Catholic priest while carrying out a hit. He develops a bond with the priest and his niece, but his past and his former employers put all their lives in danger.",1987-09-11,Action Crime Drama Thriller,107,1432687,,1432687,881793.0,The Samuel Goldwyn Company
I've Heard the Mermaids Singing (1987),"Scatterbrained Polly gets a job as a secretary in Gabrielle's art gallery. Polly aspires to be a professional photographer, and idolizes Gabrielle for her artistic ability. When Gabrielle rekindles an old romantic relationship with the younger painter Mary, Polly becomes jealous, and discovers Gabrielle is not who she claims to be.",1987-09-11,Comedy Drama,83,1415394,,1415394,25998.0,Miramax
Penitentiary III (1987),"A man is framed for murder and sent to prison. He is beaten and tortured, then forced to fight the prison's worst killer, a martial-arts fighting midget called Thud.",1987-09-04,Action Crime Drama Sport,91,1392616,,1392616,,Cannon Film Distributors
From a Whisper to a Scream (1987),"In a small Tennessee town, a historian relates four horror stories to a reporter.",1987-09-04,Action Drama Horror Mystery Thriller,99,1355728,,1355728,154991.0,Moviestore Entertainment
The Whales of August (1987),Two aged sisters reflect on life and the past during a late summer day in Maine.,1987-10-16,Drama,90,1338198,,1338198,,Alive Films
Steele Justice (1987),"Steele is ex-cop and Vietnam vet who is determined to bring down Kwan, former South Vietnamese general and now rich and powerful drug lord.",1987-05-08,Action Crime Drama Thriller,95,1327740,,1327740,,Atlantic Releasing Corporation
China Girl (1987),"An Italian boy and Chinese girl fall in love in New York, igniting a conflict between their ethnic gangs.",1987-09-25,Crime Drama Romance,90,1262091,,1262091,531362.0,Vestron Pictures
Sammy and Rosie Get Laid (1987),"Sammy and Rosie are an unconventional couple. They live amid chaos, surround themselves with intellectual street people, and sleep with everybody except each other. Things become interesting when Sammy's father visits.",1987-10-30,Comedy Drama Romance,101,1196336,,1196336,31899.0,Cinecom Pictures
Dancers (1987),A successful aging dancer takes a young female protegee.,1987-10-09,Drama Musical Romance,99,1190416,,1190416,36112.0,Cannon Film Distributors
Return to Horror High (1987),"In the early 1980s, a series of gruesome murders occurred at Crippen High School. A few years later, a film crew uses the now-abandoned Crippen High as the set for a film. But an uninvited guest makes an appearance on the set.",1987-01-09,Comedy Horror,95,1189709,,1189709,,New World Pictures
Nightflyers (1987),Professor hires a spaceship to get to the source of weird signals from deep space. The trip is cut short however when the ship's computer gets jealous because the captain is in love with one of the female passengers and it gets homicidal.,1987-10-23,Horror Mystery Sci-Fi Thriller,89,1149470,,1149470,,New Century
Street Smart (1987),A New York journalist lies when his fake story about a pimp describes a real pimp up for murder.,1987-03-20,Crime Drama Thriller,97,1119112,,1119112,325835.0,Cannon Film Distributors
Swimming to Cambodia (1987),Spalding Gray discusses his participation in the film The Killing Fields and the background story about the troubles of Cambodia.,1987-03-13,Comedy Drama,85,1092911,,1092911,,Cinecom Pictures
84 Charing Cross Road (1987),"Based on the true story of a transatlantic business correspondence about used books, which later developed into a close, long-distance friendship that evolved over the course of two decades.",1987-02-13,Biography Drama Romance,100,1083486,,1083486,24350.0,Columbia Pictures
Housekeeping (1987),"After their mother commits suicide, two sisters end up living with their kind but peculiar aunt in their grandmother's old house in a small 1950s town.",1987-11-25,Comedy Drama,116,1083282,,1083282,32171.0,Columbia Pictures
Cross My Heart (1987),"A man and a woman go out on a ""big"" third date. He's ashamed to admit he just lost his job, and she's afraid he'll run away if he finds out that she has a kid. Small lies lead to bigger ones and the night gets crazy very soon.",1987-11-13,Comedy Romance,90,1025762,,1025762,455100.0,Universal Pictures
In the Mood (1987),"A 14-year-old nicknamed the 'Woo Woo Kid', is a teenage casanova who has affairs and runs away to marry two older women, mothers themselves, fascinating the public and the media with his romantic prowess.",1987-09-16,Comedy Romance,98,999382,,999382,45118.0,Lorimar Motion Pictures
Campus Man (1987),"Todd Barret is an aspiring businessman. He has what it takes to have, but what he doesn't have is enough money to stay in college. So come up with a plan to make the first all-male sports calendar.",1987-04-10,Comedy,94,989528,,989528,319218.0,Paramount Pictures
Million Dollar Mystery (1987),A relentless chase for money is the result of simple lunch at a remote diner.,1987-06-12,Comedy Mystery,95,989033,,989033,513731.0,De Laurentiis Entertainment Group (DEG)
Gothic (1986),The Shelleys visit Lord Byron and compete to write a horror story.,1987-04-10,Drama Fantasy Horror Mystery,87,916172,,916172,32061.0,Vestron Pictures
The Glass Menagerie (1987),"A son longs to escape from his stifling home, where his genteel mother worries about the future prospects of his lame, shy sister.",1987-10-23,Drama,134,895904,,895904,,Cineplex Odeon Films
Real Men (1987),A womanizing CIA agent and an insecure insurance agent are paired together to make sure a deal goes through with aliens for the future of mankind.,1987-09-25,Action Comedy Sci-Fi,85,873903,,873903,241258.0,United Artists
Tough Guys Don't Dance (1987),"Writer, ex-con and 40-something bottle-baby Tim Madden, who is prone to black-outs, awakens from a two-week bender to discover a pool of blood in his car.",1987-09-18,Comedy Crime Drama Mystery Thriller,110,858250,,858250,,Cannon Film Distributors
The Barbarians (1987),Two twin barbarians seek revenge from the warlord who massacred their tribe and captured them when they were small children.,1987-05-15,Action Adventure Fantasy,87,800000,,800000,,Cannon Film Distributors
Beyond Therapy (1987),A few unusual characters and their unconventional therapists cross paths resulting in hilarious interactions.,1987-02-27,Comedy,93,790000,,790000,286840.0,New World Pictures
The Hanoi Hilton (1987),"Follows the suffering, torture, and brutal treatment that American prisoners of war had to deal with on a daily basis while in North Vietnam's Hoa Lo prison.",1987-03-27,Drama War,125,760000,,760000,17784.0,Cannon Film Distributors
Waiting for the Moon (1987),"Sundance prizewinner. Fictionalized portrait of one of history's great literary couples: Stein & Toklas. Summer 1930s France, Alice tends to ailing Gertrude; they visit Fernande Olivier, Guillaume Apollinaire, others; and Hemingway pops in.",1987-03-06,Drama,88,751555,,751555,,Skouras Pictures
Chuck Berry: Hail! Hail! Rock 'n' Roll (1987),"This documentary movie covers two concerts at the Fox Theatre in St. Louis, Missouri, to celebrate Chuck Berry's 60th birthday, and also discusses his life and career.",1987-10-09,Biography Documentary Music,120,719323,,719323,156597.0,Universal Pictures
Siesta (1987),An American skydiver wakes up in the middle of nowhere in Spain and must recount the last five agonizing days to figure out how she got there.,1987-11-11,Drama Mystery Romance Thriller,97,700000,,700000,17525.0,Lorimar Motion Pictures
Oviri (1986),"This biographical film, based on the life of French artist Paul Gauguin (Donald Sutherland), follows the painter as he returns to Paris after a long stay in Tahiti and must confront his wife, his children, and his former lover.",1987-07-31,Biography Drama,100,583800,,583800,39712.0,International Film Marketing
Steel Dawn (1987),"In a post-apocalyptic world, a warrior wandering through the desert comes upon a group of settlers who are being menaced by the leader of a murderous gang who's after the water they control.",1987-11-06,Action Adventure Sci-Fi,101,562187,,562187,311892.0,Vestron Pictures
Amazon Women on the Moon (1987),"A spoof of low budget 1950s science-fiction movies, interspersed with various comedy sketches and fake commercials making fun of late-night television.",1987-09-18,Comedy Sci-Fi,85,548696,,548696,171723.0,Universal Pictures
Devil in the Flesh (1986),"A sizzling, erotic thriller about a triangle between a teenage boy, an older woman an her fiance, an imprisoned terrorist, set in a world of intrigue, betrayal and erotic pleasure, from which may be no escape.",1987-05-29,Drama Romance,114,546904,,546904,,Orion Classics
Man on Fire (1987),"A former CIA agent, Christian Creasy, becomes in Italy the bodyguard of a girl who awakens in him a tenderness he never felt before. When she is abducted, Creasy's fiery rage is unleashed, and he embarks on a bloody revenge spree.",1987-10-09,Action Drama Thriller,92,519596,,519596,258812.0,TriStar Pictures
The Killing Time (1987),A murderer who assumes the identity of a new deputy is unbeknownst to the sheriff planning to pin a separate murder on him.,1987-10-23,Crime Drama Romance Thriller,94,500283,,500283,,New World Pictures
September (1987),"At a summer house in Vermont, neighbor Howard falls in love with Lane, who's in a relationship with Peter, who's falling for Stephanie, who's married with children.",1987-12-18,Drama,83,486434,,486434,85731.0,Orion Pictures
The Good Father (1985),"A man becomes embittered about his divorce after losing custody of his son. When he befriends a man whose wife has left him, he helps him to regain custody of his child, even though it may destroy what remains of their union.",1987-02-11,Drama,90,421201,,421201,20361.0,Skouras Pictures
Number One with a Bullet (1987),"A pair of detectives is assigned to investigate a murder, and discover a trail of corruption and criminal activity that leads right back to their own police department.",1987-02-27,Action Crime Thriller,103,410952,,410952,210761.0,Cannon Film Distributors
