movie_title,movie_summary,release_date,genres,running_time,domestic_gross,international_gross,total_gross,domestic_opening,domestic_distributor
Now and Then (1995),Four childhood friends gather together to prepare for the birth of Chrissey's baby. They wonder how the girls they were at twelve years could possibly have become the women they are now.,1995-10-20,Comedy Drama Romance,102,27112329.0,10479345.0,37591674,7440173.0,New Line Cinema
Houseguest (1995),"In hot water with the mob over an unpaid debt, a con man poses as a family friend in an affluent Pennsylvania suburb.",1995-01-06,Comedy,113,26325256.0,,26325256,5831302.0,Walt Disney Studios Motion Pictures
Billy Madison (1995),"In order to inherit his fed-up father Brian's hotel empire, immature and lazy Billy Madison must repeat grades one through twelve all over again. The further Billy progresses, the harder his hated rival Eric Gordon tries to stop him.",1995-02-10,Comedy,89,25588734.0,900000.0,26488734,6639080.0,Universal Pictures
Desperado (1995),Former musician and gunslinger El Mariachi arrives at a small Mexican border town after being away for a long time. His past quickly catches up with him and he soon gets entangled with the local drug kingpin Bucho and his gang.,1995-08-25,Action Crime Drama Thriller Western,104,25405445.0,,25406131,7910446.0,Sony Pictures Releasing
Operation Dumbo Drop (1995),"To keep the loyalty of a village during the Vietnam war, a U.S. Army officer and his unit struggle to deliver it a live elephant.",1995-07-28,Action Adventure Comedy Drama Family War,107,24670346.0,,24670346,6392155.0,Walt Disney Studios Motion Pictures
Dolores Claiborne (1995),A big city reporter travels to a small town where her mother has been arrested for the murder of an elderly woman for whom she worked as a housekeeper.,1995-03-24,Crime Drama Mystery Thriller,132,24361867.0,,24361867,5721920.0,Sony Pictures Releasing
Dead Presidents (1995),"A Vietnam vet adjusts to life after the war while trying to support his family, but the chance of a better life may involve crime and bloodshed.",1995-10-06,Action Crime Drama Thriller War,119,24147179.0,,24147179,7943778.0,Walt Disney Studios Motion Pictures
Virtuosity (1995),"When a virtual reality simulation created using the personalities of multiple serial killers manages to escape into the real world, an ex-cop is tasked with stopping its reign of terror.",1995-08-04,Action Crime Sci-Fi Thriller,106,24047675.0,,24047675,8309869.0,Paramount Pictures
Tom and Huck (1995),Two best friends witness a murder and embark on a series of adventures in order to prove the innocence of the man wrongly accused of the crime.,1995-12-22,Adventure Drama Family Western,97,23920048.0,,23920048,3210458.0,Walt Disney Studios Motion Pictures
How to Make an American Quilt (1995),Bride-to-be Finn Dodd hears tales of romance and sorrow from her elders as they construct a quilt.,1995-10-06,Comedy Drama Romance,117,23600020.0,17600000.0,41200020,5790445.0,Universal Pictures
Boys on the Side (1995),"Robin shares a ride in her car with Jane from New York to Los Angeles. They stop at Jane's friend Holly's place in Pittsburgh and take her with them west, making a long stop in Tucson. The three very different women become close friends.",1995-02-03,Comedy Drama,115,23440188.0,,23440188,4808873.0,Warner Bros.
Circle of Friends (1995),"Three women, who've been friends since childhood, meet at university in Dublin in 1957. Student and boyfriend life begins.",1995-03-17,Drama Romance,103,23389975.0,,23389975,125587.0,Savoy Pictures
The Usual Suspects (1995),The sole survivor of a pier shoot-out tells the story of how a notorious criminal influenced the events that began with five criminals meeting in a seemingly random police lineup.,1995-08-18,Crime Drama Mystery Thriller,106,23341568.0,,23341568,645363.0,Gramercy Pictures (I)
Don Juan DeMarco (1994),"A psychiatrist must cure a young patient who presents himself as Don Juan, the world's greatest lover.",1995-04-07,Comedy Drama Romance,97,22150451.0,46642080.0,68792531,4556274.0,New Line Cinema
The Postman (1994),"A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice.",1995-06-16,Biography Comedy Drama Romance,108,21848932.0,52517.0,21901449,95310.0,Miramax
To Die For (1995),A beautiful but naïve aspiring television personality films a documentary on teenagers with a darker ulterior motive.,1995-09-29,Comedy Crime Drama Thriller,106,21284514.0,434.0,21287694,386510.0,Sony Pictures Releasing
Tales from the Crypt: Demon Knight (1995),High-level demons collect low-level demons as warriors in attempt to obtain a key containing the blood of Christ. The key is guarded by immortal warriors called Demon Knights.,1995-01-13,Action Fantasy Horror Thriller,92,21089146.0,,21089146,10019555.0,Universal Pictures
Showgirls (1995),"A mysterious young drifter who calls herself Nomi Malone hitches a ride to Las Vegas, where she finds work as a stripper and sets about clawing her way to the top of the Vegas showgirls.",1995-09-22,Drama,128,20350754.0,11093.0,20371509,8112627.0,Metro-Goldwyn-Mayer (MGM)
Sudden Death (1995),"Darren McCord, a fire marshal for the Pittsburgh Civic Arena, finds himself in a race against time to save his daughter, the Vice President and a crowded stadium, when terrorists take over an NHL Stanley Cup game.",1995-12-22,Action Crime Thriller,111,20350171.0,44000000.0,64350171,4782445.0,Universal Pictures
Vampire in Brooklyn (1995),A Caribbean vampire seduces a Brooklyn police officer who has no idea that she is half-vampire.,1995-10-27,Comedy Fantasy Horror Romance,100,19751736.0,,19751736,7045379.0,Paramount Pictures
It Takes Two (1995),"Alyssa and Amanda are two little girls who are identical, but complete strangers, that accidentally meet one day.",1995-11-17,Comedy Family Romance,101,19474589.0,,19474589,5564147.0,Warner Bros.
Johnny Mnemonic (1995),"A data courier, literally carrying a data package inside his head, must deliver it before he dies from the burden or is killed by the Yakuza.",1995-05-26,Action Drama Sci-Fi Thriller,103,19075720.0,,19077036,6033850.0,Sony Pictures Releasing
The Quick and the Dead (1995),"A female gunfighter returns to a frontier town where a dueling tournament is being held, which she enters in an effort to avenge her father's death.",1995-02-10,Action Drama Romance Thriller Western,108,18636537.0,,18636537,6515861.0,Sony Pictures Releasing
The Big Green (1995),"A teacher on exchange from England is placed in an underachieving Texas school, where she coaches the students in soccer, improving their self-esteem and leading to unexpected success.",1995-09-29,Comedy Family Sport,100,17736619.0,,17736619,4688285.0,Walt Disney Studios Motion Pictures
Heavyweights (1995),"Plump kids are lured into joining a posh fat camp with the promise of quick weight loss and good times, only to find that it is a woodland hellhole run by a psycho ex-fitness instructor.",1995-02-17,Comedy Drama Family Sport,97,17689177.0,,17689177,6062857.0,Walt Disney Studios Motion Pictures
Home for the Holidays (1995),"After being fired, making out with her soon-to-be ex-boss, and discovering that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson faces the unenviable task of spending the holiday with her exceedingly dull family.",1995-11-03,Comedy Drama Romance,103,17519169.0,,17519169,4007717.0,Paramount Pictures
Murder in the First (1995),An eager and idealistic young attorney defends an Alcatraz prisoner accused of murdering a fellow inmate. The extenuating circumstances: his client had just spent over three years in solitary confinement.,1995-01-20,Drama Thriller,122,17381942.0,,17381942,4719188.0,Warner Bros.
Viaggi di nozze (1995),Three married couples all experience issues that strain their relationships.,1995-12-15,Comedy,103,,17142208.0,17142208,,
Jury Duty (1995),Jobless loser Tommy Collins is sequestered to be a juror in a serial killer trial. He does everything he can to prolong the trial and deliberations to take full advantage of the free lodging and food.,1995-04-14,Comedy,88,17014653.0,,17014653,4831622.0,Sony Pictures Releasing
Devil in a Blue Dress (1995),"A Black war hero is hired to find a mysterious woman, and gets mixed up in a murderous political scandal in 1948 Los Angeles.",1995-09-29,Crime Drama Mystery Thriller,102,16140822.0,,16141551,5422385.0,Sony Pictures Releasing
The Prophecy (1995),"At the scene of a bizarre murder, L.A. homicide detective Thomas Dagget discovers a lethal heavenly prophecy now being fulfilled on earth. In his fight to stop the forces of evil, he finds an unlikely ally in an elementary school teacher.",1995-09-01,Action Crime Drama Fantasy Horror Mystery Thriller,98,16115878.0,,16115878,7510332.0,Dimension Films
Across the Sea of Time (1995),"A young Russian boy, Thomas Minton, travels to New York as a passenger on a Russian freighter. Close to Ellis Island he gets off and thus starts his journey to America the same way as all immigrants in former times. Thomas is searching for the family of one of his ancestors, who had emigrated decades ago, but once sent a letter home together with a sample of his new profession: 3D-Photography. The boy follows his relative's traces by counter-checking the old 3D-Photographs of New York (using an antique viewer) with the same places and how they look today. This way, the audience gets to see the Big Apple in former times as well as today.",1995-10-20,Adventure Drama Family History,51,16015639.0,,16015639,,Sony Pictures Classics
Muriel's Wedding (1994),"A young social outcast in Australia steals money from her parents to finance a vacation where she hopes to find happiness, and perhaps love.",1995-03-10,Comedy Drama,106,15119639.0,387306.0,15510889,244969.0,Miramax
Mad Love (1995),The wild and sexy story of two passionate young people who take to the road for the incredible adventure of their lives.,1995-05-26,Comedy Drama Romance,93,15453274.0,,15453274,6820171.0,Walt Disney Studios Motion Pictures
Halloween: The Curse of Michael Myers (1995),"Six years after Michael Myers last terrorized Haddonfield, he returns there in pursuit of his niece, Jamie Lloyd, who has escaped with her newborn child, for which Michael and a mysterious cult have sinister plans.",1995-09-29,Horror Thriller,87,15116634.0,,15116634,7308529.0,Dimension Films
Wings of Courage (1995),"While flying mail across the Andean mountains, Henri Guillaumet's plane has to crash-land, he must trek back to civilizatin on foot.",1995-04-21,Adventure Romance,50,15054636.0,,15054636,,Sony Pictures Classics
Kiss of Death (1995),A reformed convict goes undercover with the help of an angry detective to ensnare a psychotic mobster.,1995-04-21,Crime Drama Thriller,101,14942422.0,,14942422,5317066.0,Twentieth Century Fox
Candyman: Farewell to the Flesh (1995),The Candyman arrives in New Orleans and sets his sights on a young woman whose family was ruined by the immortal killer years before.,1995-03-17,Horror Thriller,95,13940383.0,,13941216,6046825.0,Gramercy Pictures (I)
Nixon (1995),"A biographical story of former U.S. President Richard Nixon, from his days as a young boy, to his eventual Presidency, which ended in shame.",1995-12-22,Biography Drama History,192,13681765.0,,13681765,2206506.0,Walt Disney Studios Motion Pictures
A Kid in King Arthur's Court (1995),A Little League player is sent back into medieval times where he is given the task of saving Camelot.,1995-08-11,Adventure Comedy Family Fantasy Romance,89,13406717.0,,13406717,4315310.0,Walt Disney Studios Motion Pictures
Lord of Illusions (1995),A private detective guards an illusionist's beautiful Wife.,1995-08-25,Horror Mystery Thriller,109,13294422.0,,13294422,4800258.0,Metro-Goldwyn-Mayer (MGM)
Clockers (1995),"Young drug pushers in the projects of Brooklyn live hard dangerous lives, trapped between their drug bosses and the detectives out to stop them.",1995-09-15,Crime Drama Mystery,128,13071518.0,,13071518,4463560.0,Universal Pictures
Highlander: The Final Dimension (1994),"Deceived that he had won the Prize, Connor MacLeod awakens from a peaceful life when an entombed immortal magician comes seeking the Highlander.",1995-01-27,Action Fantasy Romance Sci-Fi,99,12303080.0,,12303080,5536435.0,Miramax
Hideaway (1995),"Family man Hatch Harrison gets a special resuscitative medicine after ""dying"" in a car accident. Afterwards, he starts having strange nightmares such as killing a teen girl. Is it just dreams?",1995-03-03,Fantasy Horror Thriller,106,12201255.0,,12201255,5213455.0,Sony Pictures Releasing
Roommates (1995),An elderly yet young-at-heart man moves in with his grandson and both their lives turn upside-down.,1995-03-03,Comedy Drama,108,12096881.0,,12096881,4038033.0,Walt Disney Studios Motion Pictures
Bye Bye Love (1995),"A story about the family breakup of three divorced men. The film presented their perspective and it reveals their relationship with their children, ex-wives, girl friends, male friendships, and their identities as divorced men.",1995-03-17,Comedy Drama Romance,106,12096673.0,,12096673,4523048.0,Twentieth Century Fox
Tales from the Hood (1995),A funeral director tells four strange tales of horror with an African American focus to three drug dealers he traps in his place of business.,1995-05-26,Crime Drama Horror Thriller,98,11837928.0,,11837928,3898983.0,Savoy Pictures
Far from Home: The Adventures of Yellow Dog (1995),"Angus McCormick adopts a stray dog and names him Yellow. Several days later, while traveling along the coast of British Columbia with his father, John, he and Yellow become stranded when turbulent waters capsize their boat. John and his wife, Katherine, relentlessly badger rescue teams. Angus, schooled by John in wilderness survival skills, and assisted by intelligent Yellow, tries to attract rescuers.",1995-01-13,Adventure Family,81,11642946.0,,11642946,4231917.0,Twentieth Century Fox
Fair Game (1995),"Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her.",1995-11-03,Action Romance Thriller,91,11534477.0,,11534477,4946332.0,Warner Bros.
Balto (1995),"An outcast Husky risks his life with other sled dogs to prevent a deadly epidemic from ravaging Nome, Alaska.",1995-12-22,Adventure Animation Drama Family History,78,11348324.0,766.0,11349090,1519755.0,Universal Pictures
My Family (1995),A man makes his way from Mexico to Los Angeles in the 1920s and gets married and raises a big family there. The movie follows the children until they get married and start their families in the 1960s.,1995-05-05,Drama,128,11079373.0,,11079373,2164840.0,New Line Cinema
The Englishman Who Went Up a Hill But Came Down a Mountain (1995),"When an English cartographer must tell a Welsh village that their mountain is only a hill, the offended community sets out to change that.",1995-05-12,Comedy Drama Romance,99,10904930.0,,10904930,2811355.0,Miramax
Dracula: Dead and Loving It (1995),Mel Brooks' parody of the classic vampire story and its famous film adaptations.,1995-12-22,Comedy Fantasy Horror,88,10772144.0,,10772144,2708298.0,Sony Pictures Releasing
The Brothers McMullen (1995),"Three Irish Catholic brothers from Long Island struggle to deal with love, marriage, and infidelity.",1995-08-11,Comedy Drama Romance,98,10426506.0,,10426506,167815.0,Fox Searchlight Pictures
The Scarlet Letter (1995),An affair between a young woman and a pastor has disastrous consequences.,1995-10-13,Drama Romance,135,10382407.0,,10382407,4119086.0,Walt Disney Studios Motion Pictures
Cutthroat Island (1995),A female pirate and her companion race against their rivals to find a hidden island that contains a fabulous treasure.,1995-12-22,Action Adventure Comedy,124,10017322.0,,10017322,2371415.0,Metro-Goldwyn-Mayer (MGM)
A Little Princess (1995),"Sara is sent to a strict boarding school after her father enlists in WWI. When he is presumed dead, the headmistress, knowing she will not receive any more money, forces the girl to become a servant.",1995-05-12,Drama Family Fantasy,97,10015449.0,,10015449,28612.0,Warner Bros.
Jade (1995),"A bright assistant D.A. investigates a gruesome hatchet murder and hides a clue he found at the crime scene. Under professional threats and an attempt on his life, he goes on heartbroken because evidence point to the woman he still loves.",1995-10-13,Crime Drama Thriller,95,9851610.0,,9851610,4284246.0,Paramount Pictures
The Baby-Sitters Club (1995),Seven junior-high-school girls organize a daycare camp for children while at the same time experiencing classic adolescent growing pains.,1995-08-18,Comedy Drama Family,94,9685976.0,,9685976,3418908.0,Sony Pictures Releasing
Village of the Damned (1995),A small town's women give birth to unfriendly alien children posing as humans.,1995-04-28,Horror Sci-Fi Thriller,98,9418365.0,,9418365,3222450.0,Universal Pictures
In the Mouth of Madness (1994),An insurance investigator begins discovering that the impact a horror writer's books have on his fans is more than inspirational.,1995-02-03,Drama Fantasy Horror Mystery Thriller,95,8924549.0,,8926413,3441807.0,New Line Cinema
Shallow Grave (1994),Three friends discover their new flatmate dead but loaded with cash.,1995-02-10,Crime Drama Thriller,89,2079569.0,6339024.0,8418797,105614.0,Gramercy Pictures (I)
Smoke (1995),"A Brooklyn smoke shop is the center of neighborhood activity, and the stories of its customers.",1995-06-09,Comedy Drama,112,8367636.0,,8367636,70744.0,Miramax
Tall Tale (1995),"A young boy's imagination summons cowboy legend Pecos Bill, who helps him save the family farm from a greedy land-grabber. With the help of a lumberjack and a railroad worker, they all embark on a surprise-filled adventure.",1995-03-24,Adventure Family Fantasy Western,96,8247627.0,2800000.0,11047627,3046181.0,Walt Disney Studios Motion Pictures
Nick of Time (1995),"An unimpressive, everyday man is forced into a situation where he is told to kill a politician to save his kidnapped daughter.",1995-11-22,Action Crime Drama Thriller,89,8175346.0,,8175346,2781601.0,Paramount Pictures
Strange Days (1995),A black-marketeer tries to save a woman in 1999 Los Angeles.,1995-10-06,Crime Drama Sci-Fi Thriller,145,7959291.0,,7961553,31062.0,Twentieth Century Fox
Unstrung Heroes (1995),"When a youngster needs a break from the pressures of his parents' household, he moves in with his offbeat uncles and learns some invaluable life lessons.",1995-09-15,Comedy Drama,93,7929434.0,,7929434,185183.0,Walt Disney Studios Motion Pictures
Bushwhacked (1995),"Framed for murder and on the run from authorities, a sleazy courier poses as a scout leader. But he has no idea what he's in for when he must actually take charge of a group of kids on a hiking trip.",1995-08-04,Adventure Comedy Crime Family Mystery,90,7919823.0,,7919823,2988468.0,Twentieth Century Fox
Losing Isaiah (1995),"The biological and adoptive mothers of a young boy are involved in a bitter, controversial custody battle.",1995-03-17,Drama,111,7603766.0,,7603766,2520972.0,Paramount Pictures
Hackers (1995),Teenage hackers discover a criminal conspiracy with plans to use a computer virus that will capsize five oil tankers.,1995-09-15,Crime Drama Romance Thriller,105,7563728.0,720.0,7564448,3173101.0,Metro-Goldwyn-Mayer (MGM)
The Jerky Boys (1995),A hilarious prank phone call pushes the buttons of an angry mob boss.,1995-02-03,Comedy Crime,82,7557877.0,,7557877,4392403.0,Walt Disney Studios Motion Pictures
The Amazing Panda Adventure (1995),A young American boy visiting China helps his zoologist father rescue a panda cub from unscrupulous poachers while its reserve is threatened with closure from officious bureaucrats.,1995-08-25,Adventure Drama Family,84,7506759.0,,7506759,2413107.0,Warner Bros.
Kids (1995),"A day in the life of a group of teens as they travel around New York City skating, drinking, smoking and deflowering virgins.",1995-07-21,Drama,91,7412216.0,,7412216,85709.0,Miramax
Three Wishes (1995),"In an unexplained act of charity, Jeanne Holman, picks up an injured, apparent tramp and takes him home to care for him little realizing who he was, or the effect he would have on her life and those of her family.",1995-10-27,Drama Family Fantasy,115,7027517.0,,7027517,2601093.0,Savoy Pictures
Last of the Dogmen (1995),A Montana bounty hunter and an anthropologist discover a tribe of Native Americans living in a settlement isolated from the rest of the world.,1995-09-08,Adventure Drama Western,118,7024389.0,,7024389,2520206.0,Savoy Pictures
Never Talk to Strangers (1995),"Sarah Taylor, a criminal psychologist, embarks on a torrid affair with a seductive stranger. However, she begins doubting whether she can trust him when a mysterious stalker begins harassing her.",1995-10-20,Crime Drama Mystery Romance Thriller,86,6858261.0,,6858261,2903457.0,Sony Pictures Releasing
Panther (1995),A dramatized account of the story of The Black Panther Party of Self-Defense.,1995-05-05,Drama,124,6834525.0,,6834525,2354847.0,Gramercy Pictures (I)
The Hunted (1995),"An American businessman visiting Nagoya, Japan, meets a woman in a hotel bar. Returning to her room, 3 ninjas kill her and wound him, but he sees the ninja boss' face. Now, he's the prime target of a dangerous ninja cult.",1995-02-24,Action Drama Thriller,111,6609661.0,,6609661,2723495.0,Universal Pictures
Mighty Aphrodite (1995),"When he discovers that his adopted son is a genius, a New York sportswriter seeks out the boy's birth mother - a ditzy porn star and prostitute.",1995-10-27,Comedy Fantasy Romance,95,6468498.0,,6468498,326494.0,Miramax
The Secret of Roan Inish (1994),Young Fiona lives with her grandparents in a small fishing village where she takes an active role to unravel the mysterious secrets.,1995-02-03,Drama Family Fantasy Mystery,103,6159269.0,,6159269,82601.0,First Look International
Before Sunrise (1995),"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",1995-01-27,Comedy Drama Romance,101,5535405.0,1026281.0,6572057,1423537.0,Sony Pictures Releasing
Gold Diggers: The Secret of Bear Mountain (1995),"A city girl teams up with a tomboy to solve the mystery of Bear Mountain, Molly Morgan, and the buried treasure as well as learn about true friendships.",1995-11-03,Adventure Drama Family Mystery,94,6029091.0,,6029091,2535645.0,Universal Pictures
The Walking Dead (1995),"1972 Vietnam, a small group of United States Marines relive flashbacks of their contrite lives prior to serving in the military while being left to survive behind enemy lines.",1995-02-24,Action Drama War,88,6014341.0,,6014341,2324767.0,Savoy Pictures
The Tie That Binds (1995),"A couple who is childless adopts a tittle girl, they think that their lives are happy and full of joy. But then the little girl's birth parents who are a pair of robbers, come after her to reclaim their daughter.",1995-09-08,Crime Drama Thriller,99,5772529.0,57925.0,5830454,2625339.0,Walt Disney Studios Motion Pictures
Beyond Rangoon (1995),An American tourist finds herself in the middle of a political uprising in Burma.,1995-08-25,Action Adventure Drama,100,5750110.0,,5750110,2007527.0,Sony Pictures Releasing
Persuasion (1995),"Theatrical film of ""Persuasion"" with Ciaran Hinds and Amanda Root. Directed by Roger Michell.",1995-09-29,Drama Romance,103,5269757.0,,5269757,30986.0,Sony Pictures Classics
Miami Rhapsody (1995),"Gwyn begins doubting her ""yes"" to Matt's wedding proposal, when she hears about her parents' and brother's adultery.",1995-01-27,Comedy Romance,95,5221281.0,,5221281,71421.0,Walt Disney Studios Motion Pictures
Top Dog (1995),"With his cop companion shot and killed by terrorists, Reno The Dog pairs up with tough cop Jake in thwarting the criminal organization.",1995-04-28,Action Comedy Crime Thriller,86,5093707.0,,5093707,2164381.0,Metro-Goldwyn-Mayer (MGM)
Angus (1995),"A miserable fat teenager secretly has a crush on the class beauty, ends up becoming the surprising participant to dance with her at a high school dance, meaning he's got to get his act together with the help of his best friend.",1995-09-15,Comedy Drama,90,4821759.0,,4821759,1915192.0,New Line Cinema
National Lampoon's Senior Trip (1995),"To embarrass his rival, a scheming senator uses nitwit Ohio teens who are invited to a Washington gathering on educational failure.",1995-09-08,Adventure Comedy,91,4686937.0,,4686937,2184901.0,New Line Cinema
Four Rooms (1995),Four interlocking tales that take place in a fading hotel on New Year's Eve.,1995-12-22,Comedy,98,4257354.0,,4257354,427733.0,Miramax
Exotica (1994),"A man plagued by neuroses frequents the club Exotica in an attempt to find solace, but even there his past is never far away.",1995-03-03,Drama,103,4221036.0,,4221036,100654.0,Miramax
Priest (1994),"A homosexual Catholic priest finds out during confessional that a young girl is being sexually abused by her father, and has to decide how to deal with both that secret and his own.",1995-03-24,Drama Romance,105,4165845.0,,4165845,113430.0,Miramax
Tank Girl (1995),"A girl is among the few survivors of a dystopian Earth. Riding a war tank, she fights against the tyranny of a mega-corporation that dominates the remaining potable water supply of the planet.",1995-03-31,Action Comedy Sci-Fi,104,4064495.0,,4064495,2018183.0,Metro-Goldwyn-Mayer (MGM)
Belle de Jour (1967),A frigid young housewife decides to spend her midweek afternoons as a prostitute.,1995-06-28,Drama Romance,100,4063348.0,98986.0,4162697,,Miramax
Restoration (1995),"The exiled royal doctor to King Charles II devotes himself to helping Londoners suffering from the plague, and in the process falls in love with an equally poor woman.",1995-12-29,Biography Drama History Romance,117,4005941.0,,4005941,75514.0,Miramax
