movie_title,movie_summary,release_date,genres,indicative_rating,running_time,domestic_gross,international_gross,total_gross,domestic_opening,domestic_distributor
Shrek 2 (2004),"Shrek and Fiona travel to the Kingdom of Far Far Away, where Fiona's parents are King and Queen, to celebrate their marriage. When they arrive, they find they are not as welcome as they thought they would be.",2004-05-19,Adventure Animation Comedy Family Fantasy Romance,PG,93,444978202.0,487536387,932530034,108037878.0,DreamWorks Distribution
Harry Potter and the Prisoner of Azkaban (2004),"Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard.",2004-06-02,Adventure Family Fantasy Mystery,PG,142,250105651.0,558287529,808481128,93687367.0,Warner Bros.
Spider-Man 2 (2004),Peter Parker is beset with troubles in his failing personal life as he battles a former brilliant scientist named Otto Octavius.,2004-06-30,Action Adventure Sci-Fi,PG-13,127,374337514.0,410198687,784561571,88156227.0,Sony Pictures Releasing
The Incredibles (2004),"While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.",2004-11-05,Action Adventure Animation Family,PG,115,261441092.0,370243558,631688498,70467623.0,Walt Disney Studios Motion Pictures
The Passion of the Christ (2004),"Depicts the final twelve hours in the life of Jesus of Nazareth, on the day of his crucifixion in Jerusalem.",2004-02-25,Drama,R,127,370782930.0,239279856,610063438,83848082.0,Newmarket Films
The Day After Tomorrow (2004),"Jack Hall, paleoclimatologist, must make a daring trek from Washington, D.C. to New York City to reach his son, trapped in the cross-hairs of a sudden international storm which plunges the planet into a new Ice Age.",2004-05-26,Action Adventure Sci-Fi Thriller,PG-13,124,186740799.0,365898772,552639571,68743584.0,Twentieth Century Fox
Meet the Fockers (2004),All hell breaks loose when the Byrnes family meets the Focker family for the first time.,2004-12-22,Comedy Romance,PG-13,115,279261160.0,243396776,522657936,46120980.0,Universal Pictures
Troy (2004),"An adaptation of Homer's great epic, the film follows the assault on Troy by the united Greek forces.",2004-05-12,Action Adventure Drama,R,163,133378256.0,364031596,497409852,46865412.0,Warner Bros.
Shark Tale (2004),"When a son of a gangster shark boss is accidentally killed while on the hunt, his would-be prey and his vegetarian brother decide to use the incident to their own advantage.",2004-09-23,Adventure Animation Comedy Family Thriller,PG,90,160861908.0,213721971,374583879,47604606.0,DreamWorks Distribution
Ocean's Twelve (2004),Daniel Ocean recruits one more team member so he can pull off three major European heists in this sequel to Ocean's Eleven.,2004-12-09,Crime Thriller,PG-13,125,125544280.0,237200000,362744280,39153380.0,Warner Bros.
"I, Robot (2004)","In 2035, a technophobic cop investigates a crime that may have been perpetrated by a robot, which leads to a larger threat to humanity.",2004-07-15,Action Mystery Sci-Fi Thriller,PG-13,115,144801023.0,208332875,353133898,52179887.0,Twentieth Century Fox
National Treasure (2004),A historian races to find the legendary Templar Treasure before a team of mercenaries.,2004-11-19,Action Adventure Mystery Thriller,PG,131,173008894.0,174503424,347512530,35142554.0,Walt Disney Studios Motion Pictures
Van Helsing (2004),"The famed monster hunter is sent to Transylvania to stop Count Dracula, who is using Dr. Frankenstein's research and a werewolf for nefarious purposes.",2004-05-05,Action Adventure Fantasy Thriller,PG-13,131,120177084.0,179980554,300157638,51748040.0,Universal Pictures
The Bourne Supremacy (2004),"When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive.",2004-07-23,Action Mystery Thriller,PG-13,108,176241941.0,116301051,292542992,52521865.0,Universal Pictures
The Polar Express (2004),"On Christmas Eve, a young boy embarks on a magical adventure to the North Pole on the Polar Express, while learning about friendship, bravery, and the spirit of Christmas.",2004-11-10,Adventure Animation Family Fantasy Musical,,100,189528738.0,129277167,318910211,23323463.0,Warner Bros.
Bridget Jones: The Edge of Reason (2004),"After finding love, Bridget Jones questions if she really has everything she'd ever dreamed of having.",2004-11-11,Comedy Drama Romance,R,108,40226215.0,224900703,265126918,8684055.0,Universal Pictures
Howl's Moving Castle (2004),"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",2004-11-20,Adventure Animation Family Fantasy,PG,119,9173958.0,232175062,241534231,427987.0,Walt Disney Studios Motion Pictures
Fahrenheit 9/11 (2004),Michael Moore's view on what happened to the United States after 9/11 and how the Bush Administration allegedly used the tragic event to push forward its agenda for unjust wars in Afghanistan and Iraq.,2004-06-23,Documentary Drama War,R,122,119194771.0,103252111,222446882,23920637.0,Lionsgate
Collateral (2004),A cab driver finds himself the hostage of an engaging contract killer as he makes his rounds from hit to hit during one night in Los Angeles.,2004-08-05,Action Crime Drama Thriller,R,120,101005703.0,119234222,220240655,24701458.0,DreamWorks Distribution
The Terminal (2004),An Eastern European tourist unexpectedly finds himself stranded at JFK airport and must take up temporary residence there.,2004-06-18,Comedy Drama Romance,PG-13,128,77872883.0,141227201,219100084,19053199.0,DreamWorks Distribution
Million Dollar Baby (2004),"Frankie, an ill-tempered old coach, reluctantly agrees to train aspiring boxer Maggie. Impressed with her determination and talent, he helps her become the best and the two soon form a close bond.",2004-12-15,Drama Sport,PG-13,132,100492203.0,116271443,216763646,179953.0,Warner Bros.
The Aviator (2004),A biopic depicting the early years of legendary director and aviator Howard Hughes' career from the late 1920s to the mid 1940s.,2004-12-17,Biography Drama,PG-13,170,102610330.0,111109612,213719942,858021.0,Miramax
A Series of Unfortunate Events (2004),"When a massive fire kills their parents, three children are delivered to the custody of cousin and stage actor Count Olaf, who is secretly plotting to steal their parents' vast fortune.",2004-12-16,Adventure Comedy Family Fantasy,PG,108,118634549.0,92833686,211468235,30061756.0,Paramount Pictures
King Arthur (2004),A demystified take on the tale of King Arthur and the Knights of the Round Table.,2004-07-07,Action Adventure Drama War,PG-13,126,51882244.0,151685613,203567857,15193907.0,Walt Disney Studios Motion Pictures
Garfield: The Movie (2004),"Jon Arbuckle buys a second pet, a dog named Odie. However, Odie is then abducted and it is up to Jon's cat, Garfield, to find and rescue the canine.",2004-06-11,Adventure Comedy Family Fantasy,PG,80,75369589.0,127802828,203172417,21727611.0,Twentieth Century Fox
50 First Dates (2004),Henry Roth is a man afraid of commitment until he meets the beautiful Lucy. They hit it off and Henry think he's finally found the girl of his dreams until discovering she has short-term memory loss and forgets him the next day.,2004-02-13,Comedy Drama Romance,PG-13,99,120908074.0,77612860,198520934,39852237.0,Sony Pictures Releasing
The Grudge (2004),"An American nurse living and working in Tokyo is exposed to a mysterious supernatural curse, one that locks a person in a powerful rage before claiming their life and spreading to another victim.",2004-10-22,Horror Mystery Thriller,PG-13,91,110359362.0,76921753,187281115,39128715.0,Sony Pictures Releasing
Scooby-Doo 2: Monsters Unleashed (2004),The Mystery Inc. gang must save Coolsville from an attack of their past monsters brought to life by an evil masked figure trying to take down the gang.,2004-03-26,Adventure Comedy Family Fantasy Horror Mystery Sci-Fi,PG,93,84239132.0,97000000,181239132,29438331.0,Warner Bros.
Along Came Polly (2004),A buttoned-up newlywed finds his strictly organized life descend into chaos when he falls in love with an old classmate.,2004-01-16,Comedy Romance,PG-13,90,88097164.0,90214565,178311729,27721185.0,Universal Pictures
Alien vs. Predator (2004),"During an archaeological expedition on Bouvetøya Island in Antarctica, a team of archaeologists and other scientists find themselves caught up in a battle between the two legends. Soon, the team realize that only one species can win.",2004-08-12,Action Adventure Horror Sci-Fi Thriller,PG-13,101,80282231.0,97144859,177427090,38291056.0,Twentieth Century Fox
Starsky & Hutch (2004),"Two streetwise cops bust criminals in their red and white Ford Gran Torino, with the help of a police snitch called ""Huggy Bear"".",2004-03-05,Comedy Crime,PG-13,101,88237754.0,82030996,170268750,28103367.0,Warner Bros.
Shall We Dance? (2004),"A romantic comedy where a bored, overworked Estate Lawyer, upon first sight of a beautiful instructor, signs up for ballroom dancing lessons.",2004-10-15,Comedy Drama Music Romance,PG-13,106,57890460.0,112238000,170128460,11600000.0,Miramax
Dodgeball: A True Underdog Story (2004),A group of misfits enter a Las Vegas dodgeball tournament in order to save their cherished local gym from the onslaught of a corporate health fitness chain.,2004-06-18,Comedy Sport,PG-13,92,114326736.0,54096491,168423227,30070196.0,Twentieth Century Fox
Alexander (2004),"Alexander, the King of Macedonia and one of the greatest army leaders in the history of warfare, conquers much of the known world.",2004-11-21,Action Biography Drama History War,R,175,34297191.0,133001001,167298192,13687087.0,Warner Bros.
The Phantom of the Opera (2004),A young soprano becomes the obsession of a disfigured and murderous musical genius who lives beneath the Paris Opéra House.,2004-12-10,Drama Musical Romance Thriller,PG-13,143,51293931.0,103380310,154674241,4001890.0,Warner Bros.
Kill Bill: Vol. 2 (2004),"The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle.",2004-04-16,Action Crime Thriller,R,137,66208183.0,85951639,152161179,25600000.0,Miramax
Home on the Range (2004),"To save their farm, the resident animals go bounty hunting for a notorious outlaw.",2004-04-02,Adventure Animation Comedy Family Musical Western,PG,76,50030461.0,95327601,145358062,13880771.0,Walt Disney Studios Motion Pictures
The SpongeBob SquarePants Movie (2004),"SpongeBob takes leave from Bikini Bottom in order to track down, with Patrick, King Neptune's stolen crown.",2004-11-19,Adventure Animation Comedy Family Fantasy,PG,87,85417988.0,55649139,141067695,32018216.0,Paramount Pictures
