movie_title,movie_summary,release_date,genres,indicative_rating,running_time,domestic_gross,international_gross,total_gross,domestic_opening,domestic_distributor
Captain America: Civil War (2016),Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.,2016-04-27,Action Sci-Fi,PG-13,147,408084349.0,746962067.0,1155046416,179139142.0,Walt Disney Studios Motion Pictures
Rogue One: A Star Wars Story (2016),"In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire's ultimate weapon of destruction.",2016-12-14,Action Adventure Sci-Fi,PG-13,133,533539991.0,525142151.0,1058684742,155081681.0,Walt Disney Studios Motion Pictures
Finding Dory (2016),Friendly but forgetful blue tang Dory begins a search for her long-lost parents and everyone learns a few things about the real meaning of family along the way.,2016-06-15,Adventure Animation Comedy Family Fantasy Mystery,PG,97,486295561.0,542971428.0,1029266989,135060273.0,Walt Disney Studios Motion Pictures
Zootopia (2016),"In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.",2016-02-10,Action Adventure Animation Comedy Crime Family Mystery,PG,108,341268248.0,684253441.0,1025521689,75063401.0,Walt Disney Studios Motion Pictures
The Jungle Book (2016),"After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther Bagheera and free-spirited bear Baloo.",2016-04-07,Action Adventure Animation Drama Family Fantasy Musical,PG,106,364001123.0,603723652.0,967724775,103261464.0,Walt Disney Studios Motion Pictures
The Secret Life of Pets (2016),"The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.",2016-06-24,Adventure Animation Comedy Family,PG,86,368623860.0,507074301.0,875698161,104352905.0,Universal Pictures
Batman v Superman: Dawn of Justice (2016),Batman is manipulated by Lex Luthor to fear Superman. Superman´s existence is meanwhile dividing the world and he is framed for murder during an international crisis. The heroes clash and force the neutral Wonder Woman to reemerge.,2016-03-23,Action Adventure Sci-Fi,PG-13,151,330360194.0,544002609.0,874362803,166007347.0,Warner Bros.
Fantastic Beasts and Where to Find Them (2016),"In 1926, magizoologist Newt Scamander arrives in New York during his worldwide tour to research and rescue magical creatures as something mysterious leaves trails of destruction in the city, threatening to expose the wizarding world.",2016-11-16,Adventure Family Fantasy,PG-13,132,234037575.0,582000000.0,816037575,74403387.0,Warner Bros.
Deadpool (2016),"A wisecracking mercenary gets experimented on and becomes immortal yet hideously scarred, and sets out to track down the man who ruined his looks.",2016-02-09,Action Comedy Sci-Fi,R,108,363070709.0,419766082.0,782837347,132434639.0,Twentieth Century Fox
Suicide Squad (2016),A secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. Their first mission: save the world from the apocalypse.,2016-08-03,Action Adventure Fantasy Sci-Fi,PG-13,123,325100054.0,424100000.0,749200054,133682248.0,Warner Bros.
Doctor Strange (2016),"While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts.",2016-10-25,Action Adventure Fantasy Sci-Fi,PG-13,115,232641920.0,445154156.0,677796833,85058311.0,Walt Disney Studios Motion Pictures
Moana (2016),"In ancient Polynesia, when a terrible curse incurred by the demigod Maui reaches Moana's island, she answers the Ocean's call to seek out Maui to set things right.",2016-11-23,Adventure Animation Comedy Family Fantasy Musical,PG,107,248757044.0,394575423.0,643332467,56631401.0,Walt Disney Studios Motion Pictures
Sing (2016),"In a city of humanoid animals, a hustling theater impresario's attempt to save his theater with a singing competition becomes grander than he anticipates even as its finalists find that their lives will never be the same.",2016-12-02,Animation Comedy Family Musical,PG,108,270578425.0,363759959.0,634338409,35258145.0,Universal Pictures
The Mermaid (2016),"Shan, a mermaid, is sent to assassinate Xuan, a developer who threatens the ecosystem of her race, but ends up falling in love with him instead.",2016-02-08,Comedy Drama Fantasy Romance,R,94,3232685.0,550577543.0,553810228,985052.0,Sony Pictures Releasing
X-Men: Apocalypse (2016),"In the 1980s, the X-Men must defeat an ancient all-powerful mutant, En Sabah Nur, who intends to thrive by bringing destruction to the world.",2016-05-18,Action Adventure Sci-Fi,PG-13,144,155442489.0,388491616.0,543934105,65769562.0,Twentieth Century Fox
Kung Fu Panda 3 (2016),"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to home.",2016-01-28,Action Adventure Animation Comedy Family Fantasy,PG,95,143528619.0,377642206.0,521170825,41282042.0,Twentieth Century Fox
La La Land (2016),"When Sebastian, a pianist, and Mia, an actress, follow their passion and achieve success in their respective fields, they find themselves torn between their love for each other and their careers.",2016-12-08,Comedy Drama Music Musical Romance,PG-13,128,151101803.0,358079696.0,509183536,881104.0,Lionsgate
Warcraft (2016),"As an Orc horde invades the planet Azeroth using a magic portal, a few human heroes and dissenting Orcs must attempt to stop the true evil behind this war.",2016-05-25,Action Adventure Fantasy,PG-13,123,47365290.0,391683624.0,439048914,24166110.0,Universal Pictures
Jason Bourne (2016),The CIA's most dangerous former operative is drawn out of hiding to uncover more explosive truths about his past.,2016-07-27,Action Thriller,PG-13,123,162434410.0,253050504.0,415484914,59215365.0,Universal Pictures
Ice Age: Collision Course (2016),"When Scrat's acorn sends an asteroid to Earth, the Herd must find a way to stop the asteroid from hitting Earth with the help of a returning friend.",2016-06-30,Adventure Animation Comedy Family Sci-Fi,PG,94,64063008.0,344691967.0,408754975,21373064.0,Twentieth Century Fox
Independence Day: Resurgence (2016),"Two decades after the first Independence Day invasion, Earth is faced with a new extra-Solar threat. But will mankind's new space defenses be enough?",2016-06-22,Action Adventure Sci-Fi,PG-13,120,103144286.0,286537649.0,389681935,41039944.0,Twentieth Century Fox
Your Name. (2016),"Two teenagers share a profound, magical connection upon discovering they are swapping bodies. Things manage to become even more complicated when the boy and girl decide to meet in person.",2016-08-26,Animation Drama Fantasy Romance,PG,106,5017246.0,400320535.0,405340703,1813781.0,FUNimation Entertainment
The Legend of Tarzan (2016),"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",2016-06-29,Action Adventure Drama Fantasy Romance,PG-13,110,126643061.0,230600000.0,357243061,38527856.0,Warner Bros.
The Angry Birds Movie (2016),"When an island populated by happy, flightless birds is visited by mysterious green pigs, it's up to three unlikely outcasts to figure out what the pigs are up to.",2016-05-11,Action Adventure Animation Comedy Family,PG,97,107509366.0,244824563.0,352333929,38155177.0,Sony Pictures Releasing
Trolls (2016),"After the Bergens invade Troll Village, Poppy, the happiest Troll ever born, and the curmudgeonly Branch set off on a journey to rescue her friends.",2016-10-13,Adventure Animation Comedy Family Fantasy Musical,PG,92,154174089.0,193163714.0,347337803,46581142.0,Twentieth Century Fox
Star Trek Beyond (2016),"The crew of the USS Enterprise explores the furthest reaches of uncharted space, where they encounter a new ruthless enemy, who puts them, and everything the Federation stands for, to the test.",2016-07-20,Action Adventure Sci-Fi Thriller,PG-13,122,158848340.0,184623476.0,343471816,59253211.0,Paramount Pictures
The Great Wall (2016),"In ancient China, a group of European mercenaries encounters a secret army that maintains and defends the Great Wall of China against a horde of monstrous creatures.",2016-12-16,Action Adventure Fantasy Thriller,PG-13,103,45540830.0,289393001.0,334933831,18469620.0,Universal Pictures
Now You See Me 2 (2016),"The Four Horsemen resurface, and are forcibly recruited by a tech genius to pull off their most impossible heist yet.",2016-06-02,Action Adventure Comedy Crime Mystery Thriller,PG-13,129,65075540.0,269822066.0,334897606,22383146.0,Lionsgate
The Conjuring 2 (2016),Ed and Lorraine Warren travel to North London to help a single mother raising four children alone in a house plagued by a supernatural spirit.,2016-06-08,Horror Mystery Thriller,R,134,102516140.0,220295401.0,322811702,40406314.0,Warner Bros.
Resident Evil: The Final Chapter (2016),"Alice returns to where the nightmare began: The Hive in Raccoon City, where the Umbrella Corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse.",2016-12-23,Action Horror Sci-Fi,R,107,26830068.0,285412558.0,312242626,13601682.0,Screen Gems
Dangal (2016),"Mahavir Singh Phogat, a former wrestler, decides to fulfill his dream of winning a gold medal for his country by training his daughters for the Commonwealth Games despite the existing social stigmas.",2016-12-21,Action Biography Drama Sport,,161,12391761.0,291334933.0,303726694,3248481.0,UTV Motion Pictures
Passengers (2016),A malfunction in a sleeping pod on a spacecraft traveling to a distant colony planet wakes one passenger 90 years early.,2016-12-21,Drama Romance Sci-Fi Thriller,PG-13,116,100014699.0,203129453.0,303144152,14869736.0,Sony Pictures Releasing
Alice Through the Looking Glass (2016),"Alice is appointed to save her beloved Mad Hatter from deadly grief by travelling back to the past, but this means fatally harming Time himself, the noble clockwork man with the device needed to save the Hatter's family from the Red Queen.",2016-05-25,Adventure Family Fantasy Mystery,PG,113,77041381.0,222779417.0,299820798,26858726.0,Walt Disney Studios Motion Pictures
Miss Peregrine's Home for Peculiar Children (2016),"When Jacob discovers clues to a mystery that stretches across time, he finds Miss Peregrine's Home for Peculiar Children. But the danger deepens after he gets to know the residents and learns about their special powers.",2016-09-28,Adventure Drama Family Fantasy Thriller,PG-13,127,87242834.0,209239612.0,296482446,28871140.0,Twentieth Century Fox
Teenage Mutant Ninja Turtles: Out of the Shadows (2016),"The Turtles get into another battle with their enemy the Shredder, who has acquired new allies: the mutant thugs Bebop and Rocksteady and the alien being Krang.",2016-06-02,Action Adventure Comedy Crime Fantasy Sci-Fi,PG-13,112,82051601.0,163572247.0,245623848,35316382.0,Paramount Pictures
Sully (2016),"When pilot Chesley ""Sully"" Sullenberger lands his damaged plane on the Hudson River in order to save the flight's passengers and crew, some consider him a hero while others think he was reckless.",2016-09-08,Biography Drama,PG-13,96,125070033.0,118800000.0,243870033,35028301.0,Warner Bros.
Assassin's Creed (2016),"Callum Lynch explores the memories of his ancestor Aguilar de Nerha and gains the skills of a Master Assassin, before taking on the secret Templar society.",2016-12-21,Action Adventure Sci-Fi,PG-13,115,54647948.0,186049908.0,240697856,10278225.0,Twentieth Century Fox
Hidden Figures (2016),Three female African-American mathematicians play a pivotal role in astronaut John Glenn's launch into orbit while dealing with racial and gender discrimination.,2016-12-25,Biography Drama History,PG,127,169607287.0,66349611.0,235957472,515499.0,Twentieth Century Fox
Ghostbusters (2016),"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.",2016-07-11,Action Comedy Fantasy Sci-Fi,PG-13,117,128350574.0,100796935.0,229147509,46018755.0,Sony Pictures Releasing
Inferno (2016),Robert Langdon must stop a madman from unleashing a virus that could kill half of the population.,2016-10-12,Action Adventure Crime Drama Mystery Thriller,PG-13,121,34343574.0,185677685.0,220021259,14860425.0,Sony Pictures Releasing
Central Intelligence (2016),"After he reconnects with an awkward pal from high school through Facebook, a mild-mannered accountant is lured into the world of international espionage.",2016-06-15,Action Comedy Crime,PG-13,107,127440871.0,89500000.0,216940871,35535250.0,Warner Bros.
Bridget Jones's Baby (2016),"Bridget Jones' focus on her single and professional life is interrupted when she discovers she is pregnant, but is unsure of the identity of the father.",2016-09-14,Comedy Drama Romance,R,123,24252420.0,187700000.0,211952420,8571785.0,Universal Pictures
Me Before You (2016),A girl in a small town forms an unlikely bond with a recently-paralyzed man she's taking care of.,2016-06-01,Drama Romance,PG-13,110,56245075.0,152200000.0,208445075,18723269.0,Warner Bros.
London Has Fallen (2016),"Whilst in London, England for the British Prime Minister's funeral, Mike Banning is caught up in a terrorist plot to assassinate all the attending world leaders in one strike.",2016-03-02,Action Thriller,R,99,62524260.0,143230187.0,205754447,21635601.0,Focus Features
Arrival (2016),"Linguist Louise Banks leads a team of investigators when gigantic spaceships touch down around the world. As nations teeter on the verge of global war, Banks and her crew must find a way to communicate with the extraterrestrial visitors.",2016-11-10,Drama Mystery Sci-Fi,PG-13,116,100546139.0,112212517.0,212758656,24074047.0,Paramount Pictures
