movie_title,movie_summary,release_date,genres,running_time,domestic_gross,international_gross,total_gross,domestic_opening,domestic_distributor
A Family Thing (1996),"When an old woman dies, she leaves a note for her apparent son (Robert Duvall) which tells him that his biological mother died giving birth to him. She begs him to make peace with his half-brother (James Earl Jones) living in Chicago.",1996-03-29,Comedy Drama,109,10125417.0,,10125417,3020662.0,Metro-Goldwyn-Mayer (MGM)
Mrs. Winterbourne (1996),"Connie, unwed and pregnant, is heading to Boston by train when she meets wealthy newlyweds Hugh and Patricia. The train crashes, and when Connie comes to in the hospital, she is mistaken for Patricia, who died in the crash with Hugh.",1996-04-19,Comedy Drama Romance,105,10082005.0,,10082005,3872900.0,Sony Pictures Releasing
Dunston Checks In (1996),A young boy befriends a larcenous orangutan in a luxury hotel.,1996-01-12,Adventure Comedy Family,88,9871065.0,,9871065,2996891.0,Twentieth Century Fox
Everyone Says I Love You (1996),A New York girl sets her father up with a beautiful woman in a troubled marriage while her stepsister gets engaged.,1996-12-06,Comedy Musical Romance,101,9759200.0,,9759200,131678.0,Miramax
She's the One (1996),The love lives of brothers Mickey and Francis interconnect as Francis cheats on his wife with Mickey's ex-girlfriend while Mickey impulsively marries a stranger.,1996-08-23,Comedy Drama Romance,96,9538948.0,,9538948,2088492.0,Fox Searchlight Pictures
Hellraiser: Bloodline (1996),"In the 22nd century, a scientist attempts to right the wrong his ancestor created: the puzzle box that opens the gates of Hell and unleashes Pinhead and his Cenobite legions.",1996-03-08,Horror Sci-Fi,85,9336886.0,,9336886,4505036.0,Miramax
Celtic Pride (1996),Two over-loyal Celtic fans kidnap their opponent's star player in order to guarantee their team the championship.,1996-04-19,Comedy Sport,91,9255027.0,,9255027,3809248.0,Walt Disney Studios Motion Pictures
Before and After (1996),Two parents deal with the effects when their son is accused of murdering his girlfriend.,1996-02-23,Crime Drama Mystery,108,8797839.0,,8797839,4023815.0,Walt Disney Studios Motion Pictures
All Dogs Go to Heaven 2 (1996),"Charlie and Itchy return to Earth to find Gabriel's Horn, but along the way meet up with a young boy named David, who ran away from home.",1996-03-29,Adventure Animation Family Fantasy Romance,82,8620678.0,,8620678,2256118.0,Metro-Goldwyn-Mayer (MGM)
The Rich Man's Wife (1996),A rich man's wife goes on a trip to a cabin with her husband. He's preoccupied with business and leaves early. A man she meets offers to kill her husband. He's crazy and she leaves. He later tracks down the couple.,1996-09-13,Drama Thriller,95,8543587.0,,8543587,3132151.0,Walt Disney Studios Motion Pictures
Larger Than Life (1996),A motivational speaker discovers that the inheritance his father left for him is in the form of an elephant.,1996-11-01,Comedy Family,93,8315693.0,,8315693,3779504.0,Metro-Goldwyn-Mayer (MGM)
The Great White Hype (1996),"The boxing champ's promoter thinks change is needed. He finds the one man who's beaten his champ, a white man now in a rock band. Like Rocky, he trains heavily whereas the champ slacks.",1996-05-03,Comedy Sport,91,8008255.0,,8008255,3349481.0,Twentieth Century Fox
The Crucible (1996),A Salem resident attempts to frame her ex-lover's wife for being a witch in the middle of the 1692 witchcraft trials.,1996-11-29,Drama History,124,7343114.0,,7343114,62995.0,Twentieth Century Fox
Dear God (1996),"When letters written to God start getting results, and replies, people everywhere are amazed. The post office, however, is annoyed.",1996-11-01,Comedy,112,7138523.0,,7138523,3213045.0,Paramount Pictures
House Arrest (1996),"Desperate to keep their various parents from getting divorced, a group of teenagers kidnaps them and holds them prisoner in a basement to force them to reconcile.",1996-08-16,Comedy Family,108,7032782.0,,7032782,2275808.0,Metro-Goldwyn-Mayer (MGM)
Last Dance (1996),A lawyer assigned to the clemency case of a woman on death row finds himself forming a deep friendship with her while he tries to prevent her impending execution.,1996-05-03,Drama Thriller,103,5939449.0,,5939449,2690253.0,Walt Disney Studios Motion Pictures
Bordello of Blood (1996),The Crypt Keeper returns to tell the story of a funeral parlor that moonlights as a vampire bordello.,1996-08-16,Comedy Fantasy Horror,87,5781045.0,,5781045,2634170.0,Universal Pictures
Get on the Bus (1996),"A disparate group of African-American men travel by bus to Washington, DC for the Million Man March.",1996-10-18,Adventure Drama History,120,5754249.0,,5754249,2156409.0,Sony Pictures Releasing
Screamers (1995),"A military commander stationed off planet during an interplanetary war travels through the devastated landscape to negotiate a peace treaty, but discovers that the primitive robots they built to kill enemy combatants have gained sentience.",1996-01-26,Horror Sci-Fi Thriller,108,5711695.0,,5711695,2904140.0,Sony Pictures Releasing
Mary Reilly (1996),"A housemaid falls in love with Dr. Henry Jekyll and his darkly mysterious counterpart, Mr. Edward Hyde.",1996-02-23,Drama Horror Romance Thriller,108,5707094.0,6672308.0,12379402,2812620.0,Sony Pictures Releasing
Cold Comfort Farm (1995),"A recently orphaned young woman goes to live with eccentric relatives in Sussex, where she sets about improving their gloomy lives.",1996-05-10,Comedy Romance,105,5682429.0,,5682429,66427.0,Gramercy Pictures (I)
The Pallbearer (1996),"A young man's life is thrown into a loop when he is asked to be a pallbearer for the funeral of a classmate he doesn't remember, and his old high school crush temporarily returns to town.",1996-05-03,Comedy Romance,98,5656388.0,,5656388,2319236.0,Miramax
Jane Eyre (1996),"Jane Eyre, an orphan, is raised in a harsh charity school. She becomes a teacher and is hired as a governess at Thornfield Hall by housekeeper Mrs. Fairfax. The plot revolves around her experiences there.",1996-04-12,Drama Romance,112,5200601.0,,5200601,269929.0,Miramax
Solo (1996),A robot soldier named Solo escapes after learning he will be deprogrammed and helps a village who are under attack by rebels.,1996-08-23,Action Sci-Fi Thriller,94,5107669.0,,5107669,2228668.0,Sony Pictures Releasing
Heaven's Prisoners (1996),"A hardened New Orleans cop, Dave Robicheaux, finally tosses in the badge and settles into life on the bayou with his wife. But a bizarre plane crash draws him back into the fray when his family is viciously threatened.",1996-05-17,Drama Mystery Thriller,132,5009305.0,,5009305,2308797.0,New Line Cinema
Girl 6 (1996),An aspiring actress disappointed by her treatment in the movie industry turns to phone sex to make a living.,1996-03-22,Comedy Drama,108,4939939.0,,4939939,2485764.0,Fox Searchlight Pictures
Stealing Beauty (1996),"After her mother commits suicide, a young woman travels to Italy in search of love, truth and a deeper connection with herself.",1996-06-14,Drama Mystery Romance,118,4722310.0,178126.0,4900436,103028.0,Fox Searchlight Pictures
Hamlet (1996),"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. Meanwhile, war is brewing.",1996-12-27,Drama,242,4708156.0,1580074.0,6296790,90684.0,Sony Pictures Releasing
Joe's Apartment (1996),"A nice guy has just moved to New York and discovers that he must share his run-down apartment with a couple thousand singing, dancing cockroaches.",1996-07-26,Comedy Fantasy Musical Sci-Fi,80,4619014.0,,4619014,1854490.0,Warner Bros.
Welcome to the Dollhouse (1995),"An awkward seventh-grader struggles to cope with inattentive parents, snobbish class-mates, a smart older brother, an attractive younger sister and her own insecurities in suburban New Jersey.",1996-05-24,Comedy Drama,88,4569019.0,,4569882,,Sony Pictures Classics
Swingers (1996),"A wannabe actor has a hard time moving on from a break-up, but he is lucky to have supportive friends.",1996-10-18,Comedy Drama,96,4555020.0,,4555020,74118.0,Miramax
Ed (1996),A trained chimpanzee plays third base for a minor-league baseball team.,1996-03-15,Comedy Family Sport,94,4422380.0,,4422380,1910840.0,Universal Pictures
Bogus (1996),"Recently orphaned, a young boy is taken in by his godmother who is shocked to realize that she can see the boy's imaginary friend: a flamboyant, French magician named Bogus.",1996-09-06,Comedy Family Fantasy,110,4357406.0,,4357406,1895593.0,Warner Bros.
Antonia's Line (1995),"A Dutch matron establishes and, for several generations, oversees a close-knit, matriarchal community where feminism and liberalism thrive.",1996-02-02,Comedy Drama,102,4228275.0,21046.0,4249321,45051.0,First Look International
To Gillian on Her 37th Birthday (1996),"David's wife died 2 years ago. He, his teen daughter Rachel, her cute friend and 2 in-laws trying to fix him up with a friend, are all spending the weekend at his beach house. David still ""talks to his wife"" and neglects Rachel.",1996-10-18,Drama Fantasy Romance,93,4189233.0,,4189233,77725.0,Sony Pictures Releasing
Bound (1996),Tough ex-con Corky and her lover Violet concoct a scheme to steal millions of stashed mob money and pin the blame on Violet's crooked boyfriend Caesar.,1996-10-04,Crime Thriller,109,3802260.0,,3803441,900902.0,Gramercy Pictures (I)
Breaking the Waves (1996),"Oilman Jan is paralyzed in an accident. His wife, who prayed for his return, feels guilty; even more, when Jan urges her to have sex with another.",1996-11-13,Drama,153,3803298.0,27884.0,3831182,,October Films
Barb Wire (1996),"During the Second American Civil War in 2017, Barb Wire owns a nightclub called the Hammerhead. Things become complicated when her ex-lover Axel Hood, who is married to the fugitive Corrina Devonshire, re-enters her life.",1996-05-03,Action Sci-Fi,98,3793614.0,,3793614,1844426.0,Gramercy Pictures (I)
Original Gangstas (1996),"When a gang shoots his father, Bookman (Fred Williamson) returns to his hometown, rounds up some of his own people and begins an all-out war to restore the neighborhood to its rightful sense of justice.",1996-05-10,Action Crime Drama Thriller,99,3718087.0,,3718087,1157721.0,Orion Pictures
The Portrait of a Lady (1996),"An American girl inherits a fortune and falls into a misguided relationship with a gentleman confidence artist whose true nature, including a barbed and covetous disposition, turns her life into a nightmare.",1996-12-27,Drama Romance,144,3692836.0,,3692836,107819.0,Gramercy Pictures (I)
The Trigger Effect (1996),"A blackout leaves those affected to consider what is necessary, what is legal, and what is questionable, in order to survive in a predatory environment.",1996-08-30,Drama Thriller,94,3622979.0,,3622979,1887791.0,Gramercy Pictures (I)
Moll Flanders (1996),"After her thief mother's execution, Moll grows up in a nunnery until an abusive priest prompts her teenage rebellion. She flees to London's streets and, facing hardship, takes work as a prostitute for Mrs. Allworthy, meeting Hibble.",1996-06-14,Drama Romance,123,3486957.0,,3486957,955606.0,Metro-Goldwyn-Mayer (MGM)
Angels and Insects (1995),In the 1800s a naturalist marries into a family of British country gentry.,1996-01-26,Drama Romance,116,3414301.0,,3414301,,The Samuel Goldwyn Company
Carpool (1996),"When his wife falls ill, a father finds himself carpooling for the neighborhood schoolchildren--and being taken hostage by a bank robber.",1996-08-23,Comedy,89,3325651.0,,3325651,1628482.0,Warner Bros.
Feeling Minnesota (1996),An ex-convict and his bumbling crook brother fight for the same woman.,1996-09-13,Comedy Crime Drama Romance,99,3124440.0,,3124440,1598051.0,New Line Cinema
Basquiat (1996),"The brief life of Jean Michel Basquiat, a world renowned New York street artist struggling with fame, drugs and his identity.",1996-08-09,Biography Drama,107,3046399.0,386.0,3046785,83863.0,Miramax
Unforgettable (1996),A Seattle medical examiner uses an experimental memory transference drug to unravel the mystery surrounding his wife's brutal murder.,1996-02-23,Drama Mystery Sci-Fi Thriller,117,2821671.0,,2821671,1442215.0,Metro-Goldwyn-Mayer (MGM)
When We Were Kings (1996),"Boxing documentary on the 1974 world heavyweight championship bout between defending champion, George Foreman, and the underdog challenger, Muhammad Ali.",1996-10-25,Documentary Sport,88,2789985.0,,2789985,12479.0,Gramercy Pictures (I)
Crash (1996),A car crash victim suddenly finds himself turned on by car accidents and becomes involved with an underground sub-culture of like-minded souls.,1996-10-04,Drama,100,2664812.0,7043.0,2675443,738339.0,Fine Line Features
Kids in the Hall: Brain Candy (1996),"A pharmaceutical scientist creates a pill that makes people remember their happiest memory, and although it's successful, it has unfortunate side effects.",1996-04-12,Comedy,89,2654308.0,,2654308,770280.0,Paramount Pictures
The Stupids (1996),"An incredibly dull-witted family unknowingly stumble upon an illegal weapons deal while on the trail of their ""stolen"" garbage.",1996-08-30,Adventure Comedy,94,2491989.0,,2491989,1593929.0,New Line Cinema
If Lucy Fell (1996),Two NYC roommates have a pact to jump off Brooklyn Bridge if they haven't found life partners before she's 30. That's less than a month away.,1996-03-08,Comedy Romance,92,2420162.0,,2420162,1308088.0,Sony Pictures Releasing
Lawnmower Man 2: Beyond Cyberspace (1995),"They thought they had destroyed him, but the simple gardener-turned-superkiller has found a way to reboot himself in Lawnmower Man 2: Beyond Cyberspace.",1996-01-12,Action Sci-Fi Thriller,93,2409225.0,,2409225,1428658.0,New Line Cinema
Once Upon a Time... When We Were Colored (1995),A narrator tells the story of his childhood years in a tightly knit Afro-American community in the deep south under racial segregation.,1996-01-26,Drama Romance,115,2291255.0,,2291255,75675.0,Legacy Releasing Corporation
Palermo-Milan One Way (1995),"Turi Leofonte (Giannini) is a former mafioso who accepts to be a witness at a process involving very important people in the organization. For the Mafia, Leofonte is dangerous, that's why he has to be killed. A police group led by Nino Di Venanzio(Bova) accepts to protect him and to escort him till Milan where the process has to take place.",1996-01-24,Action Crime Drama,100,,2269305.0,2269305,,
Faithful (1996),"A depressed housewife whose husband is having an affair contemplates suicide, but changes her mind when she faces death by a killer hired to do her in.",1996-04-05,Comedy Crime Drama,91,2104439.0,,2104439,967956.0,New Line Cinema
Snowriders (1996),"Come find out all about the original Snowriders and take a ski trip around the world from China, to Scotland, and down to Australia with skiing greats like John Egan, Brad Vancour, and Jeremy Bloom.",1996-10-16,Documentary Sport,96,2068490.0,,2068490,,Warren Miller Entertainment
Big Bully (1996),"A writer returns to his hometown where he faces the childhood nemesis whose life he ultimately ruined, only the bully wants to relive their painful past by torturing him once again.",1996-01-26,Comedy Thriller,90,2042530.0,,2042530,1131094.0,Warner Bros.
Surviving Picasso (1996),"The passionate Merchant Ivory drama tells the story of Françoise Gilot (Natascha McElhone), the only lover of Pablo Picasso (Sir Anthony Hopkins) who was strong enough to withstand his ferocious cruelty, and move on with her life.",1996-09-20,Biography Drama Romance,125,2021348.0,,2021348,87054.0,Warner Bros.
Ridicule (1996),"To get royal backing on a needed drainage project, a poor French lord must learn to play the delicate games of wit at court at Versailles.",1996-11-22,Comedy Drama History Romance,102,1979768.0,,1979768,,Miramax
Vertigo (1958),"A former San Francisco police detective juggles wrestling with his personal demons and becoming obsessed with the hauntingly beautiful woman he has been hired to trail, who may be deeply disturbed.",1958-05-09,Mystery Romance Thriller,128,7863310.0,96011.0,7974114,,Paramount Pictures
Race the Sun (1996),"A bunch of high school misfits in Hawaii, introduced by their new teacher, attend a science fair in which they draw up inspiration to build their own solar car and win a trip to compete in the 1990 World Solar Challenge in Australia.",1996-03-22,Adventure Comedy Drama,100,1945552.0,,1945552,1116504.0,Sony Pictures Releasing
I Shot Andy Warhol (1996),"The story of Valerie Solanas, a '60s radical who preached misandry in her ""Scum"" manifesto. She wrote a screenplay for a film that she wanted Andy Warhol to produce, but after he repeatedly ignored her, she shot him.",1996-05-01,Biography Drama,103,1875527.0,,1875527,57053.0,Orion Pictures
Chungking Express (1994),"Two melancholic Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal waitress at a late-night restaurant he frequents.",1996-03-08,Comedy Crime Drama Mystery Romance,102,600200.0,2655844.0,3279695,32779.0,Rolling Thunder Pictures
Beautiful Thing (1996),"Jamie is a shy teenager, often bullied at school. His neighbour Ste has a rough time at home, being beaten by his father and brother. This issues bring them together and they find that what they feel for each other is more than friendship.",1996-10-09,Comedy Drama Romance,90,1548120.0,627772.0,2176488,33931.0,Sony Pictures Releasing
Microcosmos (1996),A documentary on insect life in meadows and ponds.,1996-10-09,Documentary,80,1433210.0,,1433210,35189.0,Miramax
Looking for Richard (1996),"Al Pacino's deeply felt rumination on Shakespeare's significance and relevance to the modern world through interviews and an in-depth analysis of ""Richard III.""",1996-10-11,Documentary Drama,112,1408575.0,,1408575,33843.0,Fox Searchlight Pictures
The Celluloid Closet (1995),A documentary surveying the various Hollywood screen depictions of homosexuals and the attitudes behind them throughout the history of North American film.,1996-03-15,Documentary History,102,1400591.0,,1400591,95047.0,Sony Pictures Classics
Phat Beach (1996),A hefty homeboy borrows his dad's Mercedes and goes to the beach with his friends for wild sun & fun.,1996-08-02,Comedy,89,1383553.0,,1383553,658614.0,Orion Pictures
Kansas City (1996),A pair of kidnappings expose the complex power dynamics within the corrupt and unpredictable workings of 1930s Kansas City.,1996-08-16,Crime Drama Music Thriller,116,1356329.0,499.0,1356828,,Fine Line Features
Nueba Yol 3: Bajo la nueva ley (1997),Balbuena finds himself forced to find an American wife in order to get legal residence before the new immigration laws take effect.,1996-02-14,Comedy Drama,102,1354652.0,,1354652,,Kit Parker Films
Anne Frank Remembered (1995),"Tells the story of the Frank family and paints a portrait of their brash and free-spirited daughter Anne, perhaps the world's most famous victim of the Holocaust.",1996-02-23,Biography Documentary War,117,1310200.0,,1310200,26697.0,Sony Pictures Classics
Walking and Talking (1996),"Just as Amelia thinks she's over her anxiety and insecurity, her best friend announces her engagement, bringing her anxiety and insecurity right back.",1996-07-17,Comedy Drama Romance,86,1287480.0,,1287480,,Miramax
The Funeral (1996),"After the funeral of one of their own, a criminal family decides to embark on an emotionally unnerving journey in an attempt to exact bloody revenge.",1996-11-01,Crime Drama,99,1227324.0,229.0,1227553,41768.0,October Films
Two Much (1995),A young gallerist is in love with two sisters at the same time. In order to solve the problem he decides to invent his own twin brother.,1996-03-15,Comedy Romance,118,1141556.0,,1141556,592871.0,Walt Disney Studios Motion Pictures
Bad Moon (1996),"After being bitten by a werewolf in the jungle, Ted looks for a cure. His lawyer sister, with a son and dog, invites him to park his camper by her house in the woods and live out of her fridge.",1996-11-01,Horror Thriller,80,1055525.0,4739.0,1060264,607081.0,Warner Bros.
