movie_title,movie_summary,release_date,genres,running_time,domestic_gross,international_gross,total_gross,domestic_opening,domestic_distributor
Michael (1996),Two tabloid reporters checking out a report of the Archangel Michael living with an old woman find that it's true. But that's not the only surprise.,1996-12-25,Comedy Drama Fantasy,105,95318203.0,24400000.0,119718203,17435711.0,New Line Cinema
Star Trek: First Contact (1996),The Borg travel back in time intent on preventing Earth's first contact with an alien species. Captain Picard and his crew pursue them to ensure that Zefram Cochrane makes his maiden flight reaching warp speed.,1996-11-22,Action Adventure Drama Sci-Fi Thriller,111,92027888.0,54000000.0,146027888,30716131.0,Paramount Pictures
Space Jam (1996),"In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.",1996-11-15,Adventure Animation Comedy Family Fantasy Sci-Fi Sport,88,90594962.0,140000000.0,230594962,27528529.0,Warner Bros.
The English Patient (1996),"At the close of World War II, a young nurse tends to a badly burned plane crash victim. His past is shown in flashbacks, revealing an involvement in a fateful love affair.",1996-11-15,Drama Romance War,162,78676425.0,153300000.0,231976425,278439.0,Miramax
Broken Arrow (1996),Terrorists steal nuclear warheads from the U.S. military but don't count on a pilot and park ranger spoiling their plans.,1996-02-09,Action Adventure Thriller,108,70770147.0,79500000.0,150270147,15583510.0,Twentieth Century Fox
Evita (1996),"The hit musical based on the life of Eva Perón (Evita Duarte), a B-picture Argentinian actress who eventually became the wife of Argentinian president Juan Domingo Perón, and the most beloved and hated woman in Argentina.",1996-12-25,Biography Drama History Musical,135,50047179.0,91000000.0,141047179,195085.0,Walt Disney Studios Motion Pictures
Beavis and Butt-Head Do America (1996),"Our intrepid adolescent heroes wake up to find their beloved television stolen, and embark on an epic journey across America to recover it, and, who knows, maybe even score.",1996-12-20,Adventure Animation Comedy Crime Music,81,63118386.0,,63118386,20114233.0,Paramount Pictures
Jingle All the Way (1996),"A father vows to get his son a Turbo Man action figure for Christmas. However, every store is sold out, and he must travel all over town and compete with everybody else in order to find one.",1996-11-22,Adventure Comedy Family,89,60592389.0,69240000.0,129832389,12112267.0,Twentieth Century Fox
The Cable Guy (1996),A designer makes a grievious mistake when he rejects the friendship of a borderline cable guy.,1996-06-14,Comedy Drama Thriller,96,60240295.0,42585501.0,102825796,19806226.0,Sony Pictures Releasing
Courage Under Fire (1996),"A U.S. Army officer, despondent about a deadly mistake he made, investigates a female chopper commander's worthiness for the Medal of Honor.",1996-07-12,Action Drama Mystery Thriller War,116,59031057.0,41829761.0,100860818,12501586.0,Twentieth Century Fox
Jack (1996),"Because of an unusual disorder that has aged him four times faster than a typical human being, a boy looks like a 40-year-old man as he starts fifth grade at public school after being homeschooled.",1996-08-09,Comedy Drama Fantasy,113,58620973.0,,58620973,11191496.0,Walt Disney Studios Motion Pictures
Executive Decision (1996),"When terrorists seize control of an airliner, an intelligence analyst accompanies a commando unit for a midair boarding operation.",1996-03-15,Action Adventure Thriller,133,56569216.0,65400000.0,121969216,12069780.0,Warner Bros.
Primal Fear (1996),A high-profile murder intrigues a publicity hungry lawyer.,1996-04-05,Crime Drama Mystery Thriller,129,56116183.0,46500000.0,102616183,9871222.0,Paramount Pictures
Tin Cup (1996),A washed-up golf pro working at a driving range tries to qualify for the U.S. Open in order to win the heart of his successful rival's girlfriend.,1996-08-16,Comedy Drama Romance Sport,135,53854588.0,,53854588,10128834.0,Warner Bros.
Sleepers (1996),A reporter and a District Attorney help childhood friends who killed a sadistic guard.,1996-10-18,Crime Drama Thriller,147,53315285.0,112300000.0,165615285,12305745.0,Warner Bros.
DragonHeart (1996),"The last dragon and a disillusioned dragon-slaying knight must unite to stop an evil king, who was granted partial immortality.",1996-05-31,Action Adventure Fantasy,103,51367375.0,63900000.0,115267375,15027150.0,Universal Pictures
Up Close & Personal (1996),"An ambitious young woman, determined to build a career in television journalism, gets good advice from her first boss, and they fall in love.",1996-03-01,Drama Romance,124,51088705.0,49600000.0,100688705,11101955.0,Walt Disney Studios Motion Pictures
The Preacher's Wife (1996),An angel comes to Earth to help a preacher save his church and his family.,1996-12-13,Comedy Drama Fantasy Romance,123,48102795.0,,48102795,7649752.0,Walt Disney Studios Motion Pictures
Romeo + Juliet (1996),Shakespeare's famous play is updated to the hip modern suburb of Verona still retaining its original dialogue.,1996-11-01,Drama Romance,120,46351345.0,101203653.0,147554998,11133231.0,Twentieth Century Fox
One Fine Day (1996),"The lives of two strangers and their young children unexpectedly intersect on one hectic, stressful day in New York City.",1996-12-20,Comedy Drama Romance,108,46151454.0,51378096.0,97529550,6226430.0,Twentieth Century Fox
The Mirror Has Two Faces (1996),"A shy, middle-aged professor enters into a romantic but non-physical relationship with an unlucky-in-love colleague.",1996-11-15,Comedy Drama Romance,126,41083864.0,,41083864,12210868.0,Sony Pictures Releasing
Happy Gilmore (1996),"After his grandmother's house is repossessed by the IRS, a bad tempered hockey player takes his talents to golf to earn the big bucks and get his grandmothers house back.",1996-02-16,Comedy Sport,92,39041354.0,2381000.0,41422354,8514125.0,Universal Pictures
The Ghost and the Darkness (1996),A bridge engineer and an experienced old hunter begin a hunt for two lions after they start attacking local construction workers.,1996-10-11,Adventure Drama Thriller,110,38619405.0,,38619959,9215063.0,Paramount Pictures
Mars Attacks! (1996),Earth is invaded by Martians with unbeatable weapons and a cruel sense of humor.,1996-12-13,Comedy Sci-Fi,106,37781197.0,63600000.0,101381197,9384272.0,Warner Bros.
Set It Off (1996),"Desperation drives four inner-city women to bank robbery in Los Angeles, then they start mistrusting each other.",1996-11-08,Action Crime Drama Romance Thriller,123,36461139.0,5129747.0,41590886,8812105.0,New Line Cinema
Shine (1996),"David Helfgott, a gifted pianist, struggles through childhood as his dysfunctional father abuses him and his siblings. Years later, he suffers a mental breakdown but manages to return as a legend.",1996-11-22,Biography Drama Music Romance,105,35892330.0,106751.0,35999121,162179.0,Fine Line Features
The Truth About Cats & Dogs (1996),A successful veterinarian and radio show host with low self-esteem asks her model friend to impersonate her when a handsome man wants to see her.,1996-04-26,Comedy Romance,97,34861807.0,,34861807,6769363.0,Twentieth Century Fox
A Thin Line Between Love and Hate (1996),"A fast paced, womanizing nightclub promoter gets paid back in full when he scorns a beautiful woman with psychotic tendencies who will punish him for breaking her heart.",1996-04-05,Comedy Crime Drama Romance Thriller,108,34767836.0,831967.0,35599803,9310414.0,New Line Cinema
Muppet Treasure Island (1996),"The Muppets set sail in search of treasure, with Jim Hawkins and Long John Silver.",1996-02-16,Action Adventure Comedy Family Musical Romance,99,34327391.0,,34327766,7906689.0,Walt Disney Studios Motion Pictures
Matilda (1996),A girl gifted with a keen intellect and psychic powers uses both to get even with her callous family and free her kindly schoolteacher from the tyrannical grip of a sadistic headmistress.,1996-08-02,Comedy Family Fantasy,98,33459416.0,672.0,33463422,8208609.0,Sony Pictures Releasing
The Long Kiss Goodnight (1996),"Government agents come after an amnesiac woman, who gradually remembers her past.",1996-10-11,Action Crime Drama Mystery Thriller,121,33447612.0,56009149.0,89456761,9065363.0,New Line Cinema
Striptease (1996),A stripper and single mother gets dragged into a dangerous situation after a congressman takes a fancy to her.,1996-06-28,Comedy Crime Drama Thriller,115,33109743.0,80200000.0,113309743,12322069.0,Sony Pictures Releasing
Daylight (1996),Disaster in a New York tunnel as explosions collapse both ends of it. One hero tries to help the people inside find their way to safety.,1996-12-06,Action Adventure Drama Thriller,114,33023469.0,126189000.0,159212469,10015875.0,Universal Pictures
Homeward Bound II: Lost in San Francisco (1996),"When adventurous pets Chance, Shadow, and Sassy are accidentally separated from their vacationing humans, they're left to fend for themselves on the mean streets of San Francisco, searching for the ""golden bridge"" that will take them home.",1996-03-08,Adventure Comedy Family Romance,88,32772492.0,,32772492,8605649.0,Walt Disney Studios Motion Pictures
Black Sheep (1996),A gubernatorial candidate hires a wormy special assistant whose only job is to make sure the candidate's well-meaning but incompetent brother doesn't ruin the election.,1996-02-02,Comedy,87,32417995.0,,32417995,10593609.0,Paramount Pictures
Rumble in the Bronx (1995),A young man visiting and helping his uncle in New York City finds himself forced to fight a street gang and the mob with his martial art skills.,1996-02-23,Action Comedy Crime Thriller,104,32392047.0,,32392047,9858380.0,New Line Cinema
Eddie (1996),"Coincidences lead to the New York Knicks, getting its loudest fan, Edwina ""Eddie"" Franklin, as coach. Season victory?",1996-05-31,Comedy Sport,100,31387164.0,,31387164,8041972.0,Walt Disney Studios Motion Pictures
Sgt. Bilko (1996),"Sgt. Bilko is a well-liked conman in charge of the army base's motor pool, developing a hover tank and unofficially of gambling etc. One man hates Bilko and he's coming to inspect the base for possible closure.",1996-03-29,Comedy,94,30356793.0,7600000.0,37956793,8110080.0,Universal Pictures
James and the Giant Peach (1996),"An orphan who lives with his two cruel aunts befriends anthropomorphic bugs who live inside a giant peach, and they embark on a journey to New York City.",1996-04-12,Adventure Animation Family Fantasy Musical,79,28946127.0,,28946127,7539098.0,Walt Disney Studios Motion Pictures
The Island of Dr. Moreau (1996),"After being rescued and brought to an island, a man discovers that its inhabitants are experimental animals being turned into strange-looking humans, all of it the work of a visionary doctor.",1996-08-23,Horror Sci-Fi Thriller,96,27663982.0,21963797.0,49627779,9101987.0,New Line Cinema
Spy Hard (1996),"Dick Steele, Agent WD-40 is assigned by his Director, to stop the evil General Rancor from destroying the world. WD-40 believed Rancor was dead and he teams up with the hot KGB Agent Veronique Ukrinsky to find Rancor and save the world.",1996-05-24,Action Comedy,81,26960191.0,,26960191,10448420.0,Walt Disney Studios Motion Pictures
Eye for an Eye (1996),"When the courts fail to keep behind bars the man who raped and murdered her daughter, a woman seeks her own form of justice.",1996-01-12,Crime Drama Thriller,101,26877589.0,,26877589,6968044.0,Paramount Pictures
Harriet the Spy (1996),"Harriet M. Welsch is a spy. But when her friends find her secret notebook, the tables are turned on her. Can she win them back and still keep on going with the spy business?",1996-07-12,Comedy Drama Family,100,26570048.0,,26570048,6601651.0,Paramount Pictures
First Kid (1996),"A former boxer turned Secret Service agent is assigned to protect the President's son, who seems determined to make life difficult for his new protector.",1996-08-30,Comedy Family,101,26491793.0,,26491793,8434651.0,Walt Disney Studios Motion Pictures
That Thing You Do! (1996),"A local Pennsylvania band scores a one-hit wonder in 1964 and rides the star-making machinery as long as they can, with lots of help from their manager.",1996-10-04,Comedy Drama Music,108,25857416.0,8728000.0,34585416,6208595.0,Twentieth Century Fox
From Dusk Till Dawn (1996),"Two criminals and their hostages unknowingly seek temporary refuge in a truck stop populated by vampires, with chaotic results.",1996-01-19,Action Crime Horror,108,25836616.0,2822.0,25839496,10240805.0,Miramax
Down Periscope (1996),"Lt. Cmdr. Tom Dodge is assigned as Captain to the USS Stingray, an old diesel driven submarine that has seen better days.",1996-03-01,Comedy,92,25785603.0,11768149.0,37553752,7231087.0,Twentieth Century Fox
Escape from L.A. (1996),"In 2013, Snake Plissken is tasked by a despotic President with entering Los Angeles - now an island where undesirables are exiled - and recovering a doomsday device stolen by his daughter.",1996-08-09,Action Adventure Sci-Fi Thriller,101,25477365.0,,25477365,8912557.0,Paramount Pictures
Fly Away Home (1996),"Amy moves to Ontario to live with her father after the death of her mother. Her father, an aviation expert, helps Amy lead a flock of orphaned geese south for the winters.",1996-09-13,Adventure Drama Family,107,25143818.0,,25143818,4708044.0,Sony Pictures Releasing
Kingpin (1996),"An amateur state bowling champion whose professional aspirations are prematurely dashed when he gets ""Munsoned"" hopes to ride a new bowling prodigy to success and riches by becoming his manager.",1996-07-26,Comedy Sport,114,25023434.0,,25023434,5582079.0,Metro-Goldwyn-Mayer (MGM)
The Craft (1996),"A young girl new to a Catholic school befriends a coven of witches whom the other students either shun or fear. But when a powerful invocation goes wrong, the consequences could endanger their lives.",1996-05-03,Drama Fantasy Horror Thriller,101,24819936.0,,24825844,6710995.0,Sony Pictures Releasing
Fargo (1996),Minnesota car salesman Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,1996-03-08,Crime Drama Thriller,98,24611975.0,36000000.0,60611975,730265.0,Gramercy Pictures (I)
Sling Blade (1996),"Karl Childers, a simple man hospitalized since his childhood murder of his mother and her lover, is released to start a new life in a small town.",1996-11-29,Drama,135,24444121.0,,24444121,28139.0,Miramax
D3: The Mighty Ducks (1996),"The unruly team of hockey misfits grows up a bit and receives scholarships to a prestigious prep school, where they take on the snotty varsity team.",1996-10-04,Action Comedy Drama Family Sport,104,22955097.0,,22955097,6170358.0,Walt Disney Studios Motion Pictures
The Juror (1996),A juror in a Mafia trial is forced by a compulsive mob enforcer to convince the other jurors to vote not guilty.,1996-02-02,Crime Drama Thriller,118,22754725.0,,22754725,8411178.0,Sony Pictures Releasing
My Fellow Americans (1996),"Two former U. S. Presidents, hated rivals, join forces to expose the current, corrupt President at the risk of their lives.",1996-12-20,Adventure Comedy,101,22313201.0,,22313201,2860334.0,Warner Bros.
Emma (1996),"While matchmaking for friends and neighbours, a young 19th Century Englishwoman nearly misses her own chance at love.",1996-08-02,Comedy Drama Romance,120,22231658.0,,22231658,240649.0,Miramax
The Quest (1996),"A group of gentlemen of fortune visits a legendary ""Lost City"", located in Tibet. They plan to steal a priceless statue ""Golden Dragon"" during the martial arts tournament.",1996-04-26,Action Adventure Drama Thriller,95,21686547.0,35714000.0,57400547,7029120.0,Universal Pictures
Bulletproof (1996),"Two criminals, Keats and Moses, end their friendship, when Keats turns out to be an undercover cop. Many years later, the two are forced to work together when Keats is assigned to protect Moses as a witness.",1996-09-06,Action Comedy Crime,84,21576954.0,1035000.0,22611954,6014400.0,Universal Pictures
A Very Brady Sequel (1996),"The Bradys are surprised when a man claiming to be Carol's long lost first husband shows up at their home. Before long, his strange actions cause them to question his motives.",1996-08-23,Comedy,90,21440752.0,,21440752,7052045.0,Paramount Pictures
High School High (1996),"Richard Clark has just left the well-known Wellington Academy to teach at Marion Barry High School. Now, he will try to inspire the D-average students into making good grades and try to woo a fellow teacher.",1996-10-25,Comedy Crime Romance,86,21302121.0,,21302121,6311786.0,Sony Pictures Releasing
Chain Reaction (1996),Two researchers in a green alternative energy project are put on the run when they are framed for murder and treason.,1996-08-02,Action Drama Sci-Fi Thriller,107,21226204.0,38983130.0,60209334,7545944.0,Twentieth Century Fox
Multiplicity (1996),A family man who never has enough time for the things he wants to do takes advantage of the opportunity to have himself cloned.,1996-07-19,Comedy Romance Sci-Fi,117,21075014.0,,21075014,5075340.0,Sony Pictures Releasing
Oliver & Company (1988),A lost and alone kitten joins a gang of dogs engaged in petty larceny in New York City.,1988-11-18,Adventure Animation Comedy Family Musical,74,74151346.0,,74151346,4022752.0,Walt Disney Studios Motion Pictures
Fear (1996),"When Nicole met handsome, charming, affectionate David, he was everything. It seemed perfect, but soon she sees that David has a darker side. And his adoration turns to obsession, their dream into a nightmare, and her love into fear.",1996-04-12,Drama Thriller,97,20831000.0,,20831000,6312240.0,Universal Pictures
The Glimmer Man (1996),"Two cops are forced to work together to solve a chain of mysterious killings by a killer nicknamed ""The Family Man"".",1996-10-04,Action Comedy Crime Drama Thriller,91,20351264.0,,20351264,7605504.0,Warner Bros.
City Hall (1996),"The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.",1996-02-16,Crime Drama Mystery Thriller,111,20340204.0,,20340204,6950794.0,Sony Pictures Releasing
The People vs. Larry Flynt (1996),"The story of controversial pornography publisher Larry Flynt, and how he became a defender of free speech.",1996-12-27,Biography Drama,130,20300385.0,,20300385,523295.0,Sony Pictures Releasing
Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),"A parody of several U.S. films about being in the 'Hood', for instance Boyz n the Hood, South Central, Menace II Society, Higher Learning and Juice.",1996-01-12,Comedy Crime,89,20109115.0,840486.0,20949601,8112884.0,Miramax
Flipper (1996),A teenage boy sent to spend the summer with his eccentric uncle on the Florida coast befriends a remarkable dolphin and takes on local bad guys who are polluting the water.,1996-05-17,Adventure Crime Drama Family,95,20080020.0,,20080020,4209525.0,Universal Pictures
Mother (1996),"A neurotic, twice-divorced sci-fi writer moves back in with his mother to solve his personal problems.",1996-12-27,Comedy Drama,104,19145198.0,,19145198,137701.0,Paramount Pictures
Bed of Roses (1996),A young career girl is swept off her feet by a shy florist who fell in love with her after one glimpse through a shadowy window.,1996-01-26,Drama Romance,87,19030691.0,8284836.0,27315527,6117558.0,New Line Cinema
Kazaam (1996),"A troubled kid inadvertently releases a genie, who must grant him any three wishes he requests.",1996-07-19,Comedy Family Fantasy Musical,93,18937262.0,,18937262,5001588.0,Walt Disney Studios Motion Pictures
The Fan (1996),An all-star baseball player becomes the unhealthy focus of an obsessive salesman.,1996-08-16,Action Drama Sport Thriller,116,18626419.0,,18626419,6271406.0,Sony Pictures Releasing
Last Man Standing (1996),A drifting gunslinger-for-hire finds himself in the middle of an ongoing war between the Irish and Italian mafia in a Prohibition era ghost town.,1996-09-20,Action Crime Drama Thriller,101,18115927.0,29151074.0,47267001,7010333.0,New Line Cinema
The Crow: City of Angels (1996),The spirit of the Crow resurrects a car mechanic seeking revenge for the murder of his son.,1996-08-30,Action Crime Fantasy Horror Thriller,84,17917287.0,,17917287,9785111.0,Miramax
Extreme Measures (1996),A young doctor confronts a famous colleague when he learns about the true methods of his work.,1996-09-27,Crime Drama Mystery Thriller,118,17380126.0,,17380126,6906546.0,Sony Pictures Releasing
The Phantom (1996),"The Phantom, descendent of a line of African superheroes, travels to New York City to thwart a wealthy criminal genius from obtaining three magic skulls which would give him the secret to ultimate power.",1996-06-07,Action Adventure Comedy Fantasy,100,17323326.0,,17330678,5072346.0,Paramount Pictures
Fled (1996),Two prisoners chained together flee during an escape attempt gone bad.,1996-07-19,Action Adventure Comedy Crime Drama Romance,98,17193231.0,,17193231,5405855.0,Metro-Goldwyn-Mayer (MGM)
Diabolique (1996),The wife and mistress of the sadistic dean of an exclusive prep school conspire to murder him.,1996-03-22,Drama Horror Mystery Thriller,107,17100266.0,,17100266,5524055.0,Warner Bros.
The Frighteners (1996),"After a tragic car accident that kills his wife, a man discovers he can communicate with the dead, and he uses that gift to con people. However, when a demonic spirit appears, he may be the only one who can stop it from killing the living and the dead.",1996-07-19,Comedy Drama Fantasy Horror Mystery Romance,110,16759216.0,12600000.0,29359216,5565495.0,Universal Pictures
Trainspotting (1996),"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out despite the allure of drugs and the influence of friends.",1996-07-19,Crime Drama,93,16491080.0,481346.0,16992984,262673.0,Miramax
Supercop (1992),A Hong Kong detective teams up with his female Red Chinese counterpart to stop a Chinese drug czar.,1996-07-26,Action Comedy Crime Thriller,96,16270600.0,,16270600,5503176.0,Miramax
Thinner (1996),An obese attorney is cursed by a gypsy to rapidly and uncontrollably lose weight.,1996-10-25,Fantasy Horror,93,15315484.0,,15315484,5679046.0,Paramount Pictures
The Adventures of Pinocchio (1996),"One of puppet-maker Geppetto's creations comes magically to life. This puppet named Pinocchio has one major desire, to become a real boy someday, but he has to learn to act responsibly.",1996-07-26,Adventure Drama Family Fantasy Musical,96,15094530.0,,15094530,3832551.0,New Line Cinema
The Substitute (1996),Shale's Mercenary team is retired after a (not so) covert mission in Cuba. He becomes a substitute teacher at his teacher fiancee's Miami high school to get those behind kneecapping her. His team helps him.,1996-04-19,Action Crime Drama Thriller,114,14818176.0,,14818176,6096833.0,Orion Pictures
Flirting with Disaster (1996),"A young man, his wife, and his incompetent case worker travel across country to find his birth parents.",1996-03-22,Comedy,92,14702438.0,,14702438,164458.0,Miramax
The Chamber (1996),A young man fresh out of law school tries to win a reprieve for his racist grandfather who is on death row.,1996-10-11,Crime Drama Thriller,113,14551359.0,7989000.0,22540359,5612095.0,Universal Pictures
Maximum Risk (1996),"While seeking answers to the death of the twin brother he never knew he had, a French cop and his sibling's fiancee find themselves pursued by corrupt FBI agents and the Russian mafia.",1996-09-13,Action Crime Thriller,101,14502483.0,,14502483,5612707.0,Sony Pictures Releasing
In Love and War (1996),A bitter love story between a talented writer and a gentle nurse.,1996-12-18,Biography Drama Romance War,113,14481231.0,10891063.0,25372294,2515.0,New Line Cinema
The Arrival (1996),"Zane, an astronomer, discovers intelligent alien life. But the aliens are keeping a deadly secret, and will do anything to stop Zane from learning it.",1996-05-31,Mystery Sci-Fi Thriller,115,14063331.0,,14063331,4806763.0,Orion Pictures
Bio-Dome (1996),"Moronic best friends get themselves locked inside the Bio-Dome, a science experiment, along with a group of environmental scientists for one year.",1996-01-12,Comedy,88,13427615.0,,13427615,4999979.0,Metro-Goldwyn-Mayer (MGM)
Secrets & Lies (1996),"Following the death of her adoptive parents, a successful young black optometrist establishes contact with her biological mother -- a lonely white factory worker living in poverty in East London.",1996-09-28,Comedy Drama,136,13417292.0,,13417292,60813.0,October Films
Ghosts of Mississippi (1996),A Mississippi district attorney and the widow of Medgar Evers struggle to finally bring a white supremacist to justice for the 1963 murder of the civil rights leader.,1996-12-20,Drama History,130,13323144.0,,13323144,168012.0,Sony Pictures Releasing
The Associate (1996),A comedy about making it on Wall Street. Prejudices are hard to break and Laurel Ayres quickly learns that in order for people to take her seriously she has to work for an older white man or be one.,1996-10-25,Comedy,114,12844057.0,,12844057,4261304.0,Walt Disney Studios Motion Pictures
Mr. Wrong (1996),"A lonely single woman finds the seemingly-perfect man to date, but soon regrets it when his deranged, possessive other personality emerges and she cannot convince anyone else of his Jekyll-and-Hyde true nature.",1996-02-16,Comedy,96,12825141.0,,12825141,5106797.0,Walt Disney Studios Motion Pictures
Marvin's Room (1996),"After seventeen years, a fiercely independent woman and her rebellious son return home and together they turn the family she left behind upside down.",1996-12-20,Drama,98,12803305.0,,12803305,57739.0,Miramax
The Evening Star (1996),"After the death of her daughter, Aurora struggled to keep her family together, but she has a grandson in jail, a rebellious granddaughter and another grandson living almost on the poverty line.",1996-12-27,Comedy Drama Romance,129,12767815.0,,12767815,3306445.0,Paramount Pictures
The Spitfire Grill (1996),A young woman just out of prison finds spiritual redemption working at a cafe in Maine.,1996-08-23,Drama,117,12658486.0,,12658486,150049.0,Sony Pictures Releasing
Lone Star (1996),"When the skeleton of his murdered predecessor is found, Sheriff Sam Deeds unearths many other long-buried secrets in his Texas border town.",1996-06-21,Drama Mystery Western,135,12408986.0,12597.0,12421583,232184.0,Sony Pictures Classics
Big Night (1996),"New Jersey, 1950s. Two brothers run an Italian restaurant. Business is not going well as a rival Italian restaurant is out-competing them. In a final effort to save the restaurant, the brothers plan to put on an evening of incredible food.",1996-09-20,Drama Romance,109,12008376.0,,12009094,185749.0,The Samuel Goldwyn Company
Alaska (1996),"While searching for their missing father in the mountains of Alaska, two siblings come across a baby polar bear on the run from a pair of poachers.",1996-08-14,Adventure Drama Family,109,11829959.0,,11829959,2914992.0,Sony Pictures Releasing
Mulholland Falls (1996),"In 1950's Los Angeles, a special crime squad of the LAPD investigates the murder of a young woman.",1996-04-26,Crime Drama Mystery Thriller,107,11526099.0,,11526099,4306221.0,Metro-Goldwyn-Mayer (MGM)
2 Days in the Valley (1996),48 hours of intersecting lives and crimes in Los Angeles.,1996-09-27,Comedy Crime Thriller,104,11132210.0,,11132210,3352440.0,Metro-Goldwyn-Mayer (MGM)
Michael Collins (1996),"Neil Jordan's historical biopic of Irish revolutionary Michael Collins, the man who led a guerrilla war against the UK, helped negotiate the creation of the Irish Free State, and led the National Army during the Irish Civil War.",1996-10-11,Biography Drama History Thriller War,133,11092559.0,43244.0,11136590,182221.0,Warner Bros.
Two If by Sea (1996),"A couple steals a Matisse painting on contract and manage to evade the police. The sale takes place four days later on an island, but things don't go as planned.",1996-01-12,Comedy Crime Romance,96,10658278.0,,10658278,4656986.0,Warner Bros.
Beautiful Girls (1996),A piano player at a crossroads in his life returns home to his friends and their own problems with life and love.,1996-02-09,Comedy Drama Romance,112,10597759.0,,10597759,2761790.0,Miramax
White Squall (1996),Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.,1996-02-02,Adventure Drama,129,10292300.0,,10292300,3908514.0,Walt Disney Studios Motion Pictures
Sunset Park (1996),"A white school teacher takes over a talented, but undisciplined black high school basketball team and turns them into a winning team.",1996-04-26,Drama Sport,99,10163782.0,,10163782,4705440.0,Sony Pictures Releasing
