movie_title,movie_summary,release_date,genres,running_time,domestic_gross,international_gross,total_gross,domestic_opening,domestic_distributor
Critters 2: The Main Course (1988),"Eggs of the small but voracious alien creatures called Crites are left behind on earth and, after hatching, set their appetites on the small farm town of Grover's Bend.",1988-04-29,Comedy Horror Sci-Fi Thriller,86,3813293,,3813293,1898751.0,New Line Cinema
Sweet Hearts Dance (1988),"Long-married high school sweethearts (Don Johnson, Susan Sarandon) get itchy when their friends experience new love.",1988-09-23,Comedy Drama Romance,101,3790493,,3790493,1116902.0,TriStar Pictures
Imagine: John Lennon (1988),A biography of the rock music star.,1988-10-07,Biography Documentary Music,100,3753977,296.0,3754273,1412213.0,Warner Bros.
Dead Heat (1988),"A cop is killed investigating a strange case of resurrected corpses. His partner and a pathologist resurrect him, but he only has a limited time before he starts to decompose, and he uses it to chase down the diabolical man who killed him.",1988-05-06,Action Comedy Horror Sci-Fi Thriller,84,3588626,,3588626,1667036.0,New World Pictures
Bagdad Cafe (1987),A lonely German woman ends up in the most desolate motel on Earth and decides to make it brighter.,1988-04-22,Comedy Drama,95,3587303,144526.0,3732660,,Island Pictures
Tougher Than Leather (1988),"Legendary hip-hop group Run-D.M.C. stars in this cross between a blaxploitation film and a spaghetti western. They must find and punish the evil drug lord-record company executive who murdered their friend. Along the way, they encounter racist bikers, blonde bimbos, and the Beastie Boys!",1988-09-16,Crime Drama Music,87,3582760,,3582760,748193.0,New Line Cinema
The New Adventures of Pippi Longstocking (1988),"After her father's boat is swept away by a sudden storm, plucky Pippi Longstocking is stranded with her horse and monkey in the old family home.",1988-07-29,Adventure Family Fantasy Musical,104,3569939,,3569939,933462.0,Columbia Pictures
Madame Sousatzka (1988),"Renowned Russian piano teacher Irina Sousatzka gets a new student - Bengali piano prodigy Manek Sen. They are both immigrants in the UK and bond quickly. When his single mother Sushila's business fails, he must make a career decision.",1988-10-14,Drama Music,122,3548238,,3548238,172740.0,Universal Pictures
Things Change (1988),Shoe-shiner Gino is hired to take the rap for a mafia murder. Two-bit gangster Jerry watches over Gino and gives him a weekend to remember.,1988-10-21,Comedy Crime Drama,100,3527886,,3527886,600809.0,Columbia Pictures
The Big Blue (1988),"The rivalry between Enzo and Jacques, two childhood friends and now world-renowned free divers, becomes a beautiful and perilous journey into oneself and the unknown.",1988-08-19,Adventure Drama Sport,168,3580882,411364.0,3992246,1617462.0,Columbia Pictures
Talk Radio (1988),"A rude, contemptuous talk show host becomes overwhelmed by the hatred that surrounds his program just before it goes national.",1988-12-23,Drama Thriller,110,3468572,,3468572,80547.0,Universal Pictures
Pumpkinhead (1988),"After a tragic accident, a man conjures up a towering, vengeful demon called Pumpkinhead to destroy a group of unsuspecting teenagers.",1988-10-14,Fantasy Horror,86,4385516,,4385516,686567.0,United Artists
Wings of Desire (1987),"An angel tires of his purely ethereal life of merely overseeing the human activity of Berlin's residents, and longs for the tangible joys of physical existence when he falls in love with a mortal.",1988-04-29,Drama Fantasy Romance,128,3333969,183196.0,3520512,17301.0,Orion Classics
Night of the Demons (1988),"Ten teenagers party at an abandoned funeral parlor on Halloween night. When an evil force awakens, demonic spirits keep them from leaving and turn their gathering into a living Hell.",1988-10-14,Comedy Fantasy Horror,90,3109904,,3109904,,Paragon Arts International
White Mischief (1987),"In 1940s Kenya, a love affair between a British aristocrat and a married woman triggers a scandal that shakes the hedonistic Happy Valley society.",1988-04-22,Crime Drama Mystery Romance Thriller,107,3107551,,3107551,24538.0,Columbia Pictures
Dominick and Eugene (1988),"Dominick and Eugene are twins, but Dominick is a little bit slow due to an accident in his youth. They live together, with Dominick working as garbage man to put Eugene through medical school. Their relationship becomes strained when Eugene must decide between his devotion to his brother, or his need to go away to complete his training. Things are also not helped by Dominick's co-worker, or Eugene's budding romance.",1988-03-18,Drama,111,3076031,,3076031,280763.0,Orion Pictures
Messenger of Death (1988),A Denver reporter investigates the mass murder of a family of Mormons in rural Colorado.,1988-09-16,Action Crime Mystery Thriller,91,3074681,,3074681,1035279.0,Cannon Film Distributors
Running on Empty (1988),The eldest son of a fugitive family comes of age and wants to live his own life.,1988-09-09,Crime Drama Music Romance,116,2835116,12825.0,2847941,215157.0,Warner Bros.
The Manchurian Candidate (1962),An American POW in the Korean War is brainwashed as an unwitting assassin for an international Communist conspiracy.,1962-10-24,Drama Thriller,126,2757256,,2757256,,United Artists
18 Again! (1988),"In this feel-good body-switchers comedy, aging worldly-wise businessman Jack Watson swaps bodies with his grandson David in the wake of an automobile accident. George Burns shines in his final leading role.",1988-04-08,Comedy Fantasy Romance,93,2567099,,2567099,1475645.0,New World Pictures
Kansas (1988),"A young man returning home to attend a wedding hooks up with a drifter who turns out to be a violent bank robber. Before he knows it, the man finds himself involved in the robber's plans.",1988-09-23,Crime Drama Romance Thriller,110,2432536,,2432536,1274742.0,Trans World Entertainment (TWE)
A World Apart (1988),"1963. Thirteen year old Molly Roth, the eldest of three offspring of Gus and Diana Roth, lives a carefree life as part of the affluent white minority in South Africa. Race is a non-issue for her as although, under apartheid, the Roths largely exist among other white people like them, she feels equally comfortable around the black people in her life, such as their servants and her parents' black friends. Beyond knowing that they are busy in their work, Molly is unaware of the full extent of what her parents do, Gus a leading member of the South African Communist Party and Ruth an anti-apartheid journalist who also secretly works for the underground in support of the outlawed African National Congress. Shortly after Gus quietly escapes the country to evade probable arrest by the government - Molly believing it just a short work related trip - Molly's carefree life starts to unravel when Diana is detained for ninety days under a new law that allows such detention without ever even being charged with a criminal offense. The goal of Diana's interrogators, led by Inspector Muller, is to get her to divulge details especially of the underground, most specifically proverbial ""names"". Beyond missing her mother, Molly begins to resent the anti-apartheid work which has directly and indirectly impacted her life in a negative way, she wanting a mother, not an activist-mother. As the situation with Diana evolves, which includes someone needing to act as caregivers to Molly and her younger sisters while Diana is in detention, Molly gets a broader perspective of her situation under apartheid as she is able to see more of life just outside her protected white enclave, and as she is made aware of what Diana is trying to achieve for society in her work.",1988-06-17,Drama,112,2326860,,2326860,20815.0,Atlantic Releasing Corporation
Bird (1988),The troubled life and career of jazz musician Charlie Parker.,1988-09-30,Biography Drama Music,161,2181286,19850.0,2201136,27116.0,Warner Bros.
Salaam Bombay! (1988),"Young Krishna struggles to survive among the drug dealers, pimps, and prostitutes in the back alleys and gutters of India.",1988-10-07,Crime Drama,113,2080046,712.0,2080758,,Cinecom Pictures
Pelle the Conqueror (1987),"When his wife dies, Lasse takes his 12-year-old son, Pelle, from their home in Sweden to Denmark in search of a better life.",1988-12-21,Drama,157,2063688,,2063688,45985.0,Miramax
The Moderns (1988),"A struggling artist is hired to forge paintings, causing him to cross paths with his ex-wife and her powerful new husband.",1988-04-15,Comedy Drama Romance,126,2011497,,2011497,20283.0,Alive Films
Vibes (1988),"Two psychics are hired to find the location of a lost Incan city Located somewhere in the Ecuadorian mountains, that is said to hide a great treasure.",1988-08-05,Adventure Comedy Romance,99,1883811,,1883811,916482.0,Columbia Pictures
Stormy Monday (1988),"A crooked American businessman tries to push the shady influential owner of a nightclub in Newcastle, England to sell him the club. The club's new employee and the American's ex lover fall in love and inadvertently stir the pot.",1988-04-22,Crime Drama Music Romance,93,1791328,,1791328,44734.0,Atlantic Releasing Corporation
Little Nikita (1988),"An F.B.I. Agent works to uncover an All-American family as Soviet sleeper Agents, and gets caught up in friendship with their unaware son.",1988-03-18,Drama Thriller,98,1733070,,1733070,866398.0,Columbia Pictures
Lady in White (1988),"An author tells the story of how, as a young boy growing up in a 1960s small town, he was haunted after witnessing the murder of a little girl.",1988-04-22,Fantasy Horror Mystery Thriller,113,1705139,,1705139,282652.0,New Century
Vincent (1987),"This documentary, on the life of artist Vincent Van Gogh, is told through his letters to his brother Theo, from 1872 until his tragic death. We gain first hand insight into the man, his motivations, and his humanity.",1988-08-19,Animation Biography Drama,105,1577480,,1577480,4632.0,Roxie Releasing
Another Woman (1988),"Facing a mid-life crisis, 50-year-old college dean Marion Post takes a sabbatical and rents an apartment next to a psychiatrist's office to write a new book, then is drawn to the plight of a pregnant woman seeking that doctor's help.",1988-10-14,Drama,81,1562749,,1562749,75196.0,Orion Pictures
A Handful of Dust (1988),The wife's affair and a death in the family hasten the demise of an upper-class English marriage.,1988-06-24,Drama Romance,118,1560700,,1560700,35470.0,New Line Cinema
Two Moon Junction (1988),"A young Southern débutante temporarily abandons her posh lifestyle and upcoming, semi-arranged marriage to have a lustful and erotic fling with a rugged drifter who works at a local carnival.",1988-04-29,Drama Romance,104,1547397,,1547397,558908.0,Lorimar Motion Pictures
Pascali's Island (1988),A secret agent in Turkey is persuaded by his superiors to assist a couple of English cons in the theft of a priceless Greek statue.,1988-07-22,Drama,104,1451857,,1451857,24979.0,Avenue Pictures Productions
Midnight Crossing (1988),"Academy Award -winner Faye Dunaway, Daniel j. Travanti, John Laughlin (CRIMES OF PASSION), Kim Cattrall (MANNEQUIN) and Ned Beatty (THE FOURTH PROTOCOL) star in a twisted suspense thriller of murder, lust and greed.",1988-05-13,Mystery Thriller,104,1328001,,1328001,,Vestron Pictures
Patty Hearst (1988),"In the 1970s, Patricia Hearst is abducted by American revolutionaries, but eventually joins their cause instead.",1988-09-23,Biography Drama,108,1223326,,1223326,601680.0,Atlantic Releasing Corporation
Mr. North (1988),"After gaining a reputation as a mysterious healer, a charming Yale graduate must defend his honor before his unique talent lands him in jail.",1988-07-22,Comedy Drama,93,1221366,,1221366,37036.0,The Samuel Goldwyn Company
A Time of Destiny (1988),"A modernized version of the story which inspired Verdi's opera, ""La Forza del Destino"".",1988-04-22,Drama War,118,1212487,,1212487,509397.0,Columbia Pictures
The Thin Blue Line (1988),"A film that successfully argued that a man was wrongly convicted for murder by a corrupt justice system in Dallas County, Texas.",1988-08-26,Crime Documentary,101,1209846,,1209846,17814.0,Miramax
The Lair of the White Worm (1988),"When an archaeologist uncovers a strange skull in a foreign land, the residents of a nearby town begin to disappear, leading to further inexplicable occurrences.",1988-10-21,Comedy Horror,93,1189315,,1189315,22155.0,Vestron Pictures
The Wrong Guys (1988),"Cub Scout Pack 18 organizes a 25-year reunion to relive their fond boyhood memories. But when the five friends meet for a camping trip, they discover that what little they had once known about wilderness survival has dwindled to nothing.",1988-05-13,Comedy,86,1152786,,1152786,,New World Pictures
Aria (1987),"Ten short films by ten different directors, set to arias by different composers.",1988-03-18,Comedy Drama Music,90,1028679,,1028679,7580.0,Miramax
Little Dorrit (1987),Arthur returns to London after working abroad for many years with his now deceased father. Almost at once he becomes involved in the problems of his mother's seamstress Amy and of her father residing in the Marshalsea debtors' prison.,1988-10-21,Drama Romance,357,1025228,,1025228,,Cannon Film Distributors
Five Corners (1987),"A psychotic young man returns to his old neighborhood after release from prison. He seeks out the woman he previously tried to rape and the man who protected her, with twisted ideas of love for her and hate for him.",1988-01-22,Crime Drama Thriller,90,969205,,969205,78602.0,Cineplex Odeon Films
Appointment with Death (1988),"When a former prison wardress who dominates the lives of her three adult stepchildren and her daughter is found dead at an archaeological dig near the Dead Sea, there are a great many suspects.",1988-04-15,Crime Drama Mystery Thriller,102,960040,,960040,603650.0,Cannon Film Distributors
Watchers (1988),"A boy takes in a stray dog, later discovering that it is an ultra-intelligent runaway being stalked by a dangerous creature from the same genetic research lab.",1988-12-02,Action Horror Sci-Fi Thriller,91,940173,,940173,260820.0,Universal Pictures
Julia and Julia (1987),"Julia, an American woman living in Italy, becomes depressed and traumatized after her husband Paolo is killed in a car accident on their wedding day. Six years later, she inexplicably finds herself sliding between two different worlds: in one she is still struggling with her grief over Paolo's death; in the other she is married to Paolo. In the latter timeline, Paolo is alive and well with their 5-year-old son, and Julia is having an affair with a British gentleman named Daniel. The frequent supernatural sliding between these two worlds threatens to drive Julia crazy, as she has difficulty telling them apart. Then she learns which world she currently inhabits.",1988-02-05,Drama Fantasy Romance,98,901364,,901364,,Cinecom Pictures
Boyfriends and Girlfriends (1987),"In Paris outskirts Blanche, a young clerk, befriends Lea, a girl livelier than she is. Lea is going steady with Fabien who is a friend to Alexandre who is going steady with Adrienne but is however loved by Blanche. Somehow a way has to be found to get out of this emotional chaos!",1988-07-15,Comedy Drama Romance,103,823243,1101.0,825128,,Orion Classics
Waxwork (1988),A wax museum owner uses his horror exhibits to unleash evil on the world.,1988-06-17,Comedy Horror,95,808114,,808114,,Vestron Pictures
Bulletproof (1987),"Oft-wounded L.A. cop Gary Busey invades Mexico to rescue U.S. Army types from a Soviet Agent. Henry Silva, Darlanne Fluege.",1988-05-13,Action,93,807947,,807947,421302.0,Universal Pictures
"Sister, Sister (1987)","Two sisters turn their family mansion in Louisiana into a guest house. One of their guests is an aide to a congressman, and turns their lives inside out.",1988-02-05,Drama Mystery Romance Thriller,91,743445,,743445,,New World Pictures
And God Created Woman (1988),"Aspiring and incarcerated rock singer, Robin Shea (Rebecca De Mornay) seduces hardworking carpenter Billy Moran (Vincent Spano). Robin marries Billy to get out of jail, but Robin's concerns are on politician James Tiernan (Frank Langella).",1988-03-04,Comedy Drama Romance,98,717376,,717376,393647.0,Vestron Pictures
Split Decisions (1988),"When a boxer is killed because he wouldn't take a dive, his brother tries to find a way to avenge him even if only symbolically.",1988-11-11,Action Drama Sport,95,695822,,695822,423303.0,New Century
Maniac Cop (1988),A killer dressed in a police uniform begins murdering innocent people on the streets of New York City.,1988-05-13,Action Crime Horror Mystery,85,671382,,671382,,Shapiro-Glickenhaus Entertainment
Spellbinder (1988),"A young lawyer, after falling in love with a beautiful woman, finds that she has an extremely mysterious past.",1988-09-23,Drama Horror Romance Thriller,99,657446,,657446,657446.0,Metro-Goldwyn-Mayer (MGM)
Da (1988),"A New York playwright is summoned to Ireland to bury his father (his ""Da""). While at his boyhood home, he encounters his father's spirit and relives memories both pleasant and not.",1988-04-29,Drama Fantasy,102,644532,,644532,11085.0,FilmDallas Pictures
Spike of Bensonhurst (1988),"Italian kid with boxing dreams falls for mobster's daughter. Faces threats, relocates to impoverished Puerto Rican neighborhood.",1988-11-11,Comedy Drama,100,623112,,623112,,FilmDallas Pictures
Powaqqatsi (1988),An exploration of technologically developing nations and the effect the transition to Western-style modernization has had on them.,1988-04-29,Documentary Music,99,589244,,592592,27899.0,Cannon Film Distributors
Pound Puppies and the Legend of Big Paw (1988),"A magical artifact called the Bone of Scone gives ""Puppy Power"" to the animals. However, villain Marvin McNasty breaks it so humans lose the ability to understand animals. The Pound Puppies tries to retrieve the Puppy Power.",1988-03-18,Adventure Animation Comedy Family Fantasy Musical,76,586938,,586938,,TriStar Pictures
Buster (1988),"Based on the story of Ronald Christopher ""Buster"" Edwards (Phil Collins), one of the thieves involved in ""The Great Train Robbery"" of 1963.",1988-11-23,Comedy Crime Drama Romance,102,540000,,540000,265038.0,Hemdale
The House on Carroll Street (1988),"In 1950s America, an FBI agent and a blacklist victim uncover a plot to smuggle Nazi war criminals into the country.",1988-03-04,Thriller,101,459824,,459824,,Orion Pictures
Full Moon in Blue Water (1988),"On an island off the gulf coast of Texas, a roadhouse owner is a recluse since the mysterious disappearance of his wife. Into his life comes a woman who tries to help him and save his floundering business as his troubles begin piling up.",1988-11-23,Comedy Drama Romance,95,450726,,450726,212963.0,Trans World Entertainment (TWE)
Track 29 (1988),"Linda is still tormented by giving up a baby for adoption at 15. She wants a baby, but her husband has enough in his model trains, mistress and being a doctor.",1988-09-09,Drama Mystery,91,429028,,429028,19304.0,Island Pictures
Tiger Warsaw (1988),"Chuck brought sorrow to his family when he shot his father who is now a semi-invalid. After 15 years of self destruction, he returns home to seek forgiveness.",1988-09-23,Drama,93,422667,,422667,,Sony Pictures Releasing
Aloha Summer (1988),"It's the 60s and a bunch of crazy teenagers meet in the beautiful island of Hawaii during their summer holidays. Although they come from different backgrounds, they hang out together and shake up the island! They surf, dance, drink, fight and fall in love. As the summer approaches its end, they find themselves inseparable, friends for a lifetime...",1988-02-26,Comedy Drama,98,418379,,418379,259867.0,International Spectrafilm
Some Girls (1988),"Michael flies up to French Canada to visit his girlfriend and her wacky family. She doesn't love him anymore, the grandma mistakes him for her late husband, the sister appears naked and makes advances, the dad likes to be naked as well.",1988-09-09,Comedy Drama Fantasy Romance,94,401421,,401421,11704.0,Metro-Goldwyn-Mayer (MGM)
The Decline of Western Civilization Part II: The Metal Years (1988),"Documentary showcase, what life was like for the music artists living during the Los Angeles Heavy Metal scene in the mid and late 1980s.",1988-06-03,Documentary Music,93,373743,,373759,45008.0,New Line Cinema
Gandahar (1987),"An evil force begins to destroy the idyllic paradise of Gandahar, where the citizens are in perfect harmony with nature.",1988-01-29,Adventure Animation Fantasy Sci-Fi,78,370698,,370698,48665.0,Miramax
The Family (1987),"With the background of the XX century Italian history, Carlo, a retired teacher, traces the vicissitudes of his family.",1988-01-22,Drama Romance,127,346730,,346730,10590.0,Vestron Pictures
The Deceivers (1988),"Fact-based account of a secret society of murderers, and of the man who exposed them in British India 1825.",1988-09-02,Adventure Crime Drama Thriller,102,346297,,346297,18245.0,Cinecom Pictures
