movie_title,movie_summary,release_date,genres,indicative_rating,running_time,domestic_gross,international_gross,total_gross,domestic_opening,domestic_distributor
Avengers: Endgame (2019),"After the devastating events of Avengers: Infinity War, the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.",2019-04-24,Action Adventure Sci-Fi,PG-13,181,858373000.0,1941066100.0,2799439100,357115007.0,Walt Disney Studios Motion Pictures
The Lion King (2019),"After the murder of his father, a young lion prince flees his kingdom only to learn the true meaning of responsibility and bravery.",2019-07-11,Adventure Animation Drama Family Musical,PG,118,543638043.0,1118382776.0,1662020819,191770759.0,Walt Disney Studios Motion Pictures
Frozen II (2019),"Anna, Elsa, Kristoff, Olaf and Sven leave Arendelle to travel to an ancient, autumn-bound forest of an enchanted land. They set out to find the origin of Elsa's powers in order to save their kingdom.",2019-11-20,Adventure Animation Comedy Drama Family Fantasy Musical,PG,103,477373578.0,976309898.0,1453683476,130263358.0,Walt Disney Studios Motion Pictures
Spider-Man: Far from Home (2019),"Peter Parker, the beloved superhero Spider-Man, faces four destructive elemental monsters while on holiday in Europe. Soon, he receives help from Mysterio, a fellow hero with mysterious origins.",2019-06-28,Action Adventure Comedy Fantasy Sci-Fi,PG-13,129,391283774.0,741414082.0,1132723226,92579212.0,Sony Pictures Releasing
Captain Marvel (2019),Carol Danvers becomes one of the universe's most powerful heroes when Earth is caught in the middle of a galactic war between two alien races.,2019-03-06,Action Adventure Sci-Fi,PG-13,123,426829839.0,704586607.0,1131416446,153433423.0,Walt Disney Studios Motion Pictures
Joker (2019),"Arthur Fleck, a party clown and a failed stand-up comedian, leads an impoverished life with his ailing mother. However, when society shuns him and brands him as a freak, he decides to embrace the life of chaos in Gotham City.",2019-10-02,Crime Drama Thriller,R,122,335477657.0,743480625.0,1078958629,96202337.0,Warner Bros.
Star Wars: Episode IX - The Rise of Skywalker (2019),The surviving Resistance faces the First Order once again.,2019-12-18,Action Adventure Fantasy Sci-Fi,PG-13,141,515202542.0,561819830.0,1077022372,177383864.0,Walt Disney Studios Motion Pictures
Toy Story 4 (2019),"When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.",2019-06-20,Adventure Animation Comedy Family Fantasy,G,100,434038008.0,639803386.0,1073841394,120908065.0,Walt Disney Studios Motion Pictures
Aladdin (2019),"Aladdin, a kind thief, woos Jasmine, the princess of Agrabah, with the help of Genie. When Jafar, the grand vizier, tries to usurp the king, Jasmine, Aladdin and Genie must stop him from succeeding.",2019-05-22,Adventure Comedy Family Fantasy Musical Romance,PG,128,355559216.0,698744784.0,1054304000,91500929.0,Walt Disney Studios Motion Pictures
Jumanji: The Next Level (2019),"In Jumanji: The Next Level, the gang is back but the game has changed. As they return to rescue one of their own, the players will have to brave parts unknown from arid deserts to snowy mountains, to escape the world's most dangerous game.",2019-12-04,Action Adventure Comedy Fantasy,PG-13,123,320314960.0,481378969.0,801693929,59251543.0,Sony Pictures Releasing
Fast & Furious Presents: Hobbs & Shaw (2019),Lawman Luke Hobbs and outcast Deckard Shaw form an unlikely alliance when a cyber-genetically enhanced villain threatens the future of humanity.,2019-07-01,Action Adventure Thriller,,137,173956935.0,586775991.0,760732926,60038950.0,Universal Pictures
Ne Zha (2019),"Born with unique powers, a boy is recruited to fight demons and save the community that fears him.",2019-07-26,Action Adventure Animation Fantasy Thriller,,110,3695533.0,722529938.0,726225471,1015755.0,Well Go USA Entertainment
The Wandering Earth (2019),"With the sun dying out, a group of brave astronauts set out to find new planet for the whole human race.",2019-01-31,Action Adventure Sci-Fi Thriller,,125,5971413.0,694021099.0,699992512,1685287.0,CMC Pictures
How to Train Your Dragon: The Hidden World (2019),"When Hiccup discovers Toothless isn't the only Night Fury, he must seek the Hidden World, a secret Dragon Utopia before a hired tyrant named Grimmel finds it first.",2019-01-03,Action Adventure Animation Comedy Drama Family Fantasy,PG,104,160945505.0,379042054.0,539987993,55022245.0,Universal Pictures
Maleficent: Mistress of Evil (2019),"Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies, and dark new forces at play.",2019-10-16,Adventure Drama Family Fantasy Romance,PG,119,113929605.0,377800484.0,491730089,36948713.0,Walt Disney Studios Motion Pictures
It: Chapter Two (2019),"Twenty-seven years after their first encounter with the terrifying Pennywise, the Losers Club have grown up and moved away, until a devastating phone call brings them back.",2019-09-04,Drama Fantasy Horror,R,169,211622525.0,261500000.0,473123154,91062152.0,Warner Bros.
"My People, My Country (2019)","An anthology film consist of 7 short stories directed by several different directors, which are based on 7 moments since the founding of the People's Republic of China.",2019-09-25,Drama History,,154,2356683.0,447708310.0,450064993,876001.0,CMC Pictures
Pokémon: Detective Pikachu (2019),"In a world where people collect Pokémon to do battle, a boy comes across an intelligent talking Pikachu who seeks to be a detective.",2019-05-03,Adventure Comedy Family Mystery Sci-Fi,PG,104,144174568.0,305888070.0,450063166,54365242.0,Warner Bros.
The Secret Life of Pets 2 (2019),"Continuing the story of Max and his pet friends, following their secret lives after their owners leave them for work or school each day.",2019-05-24,Adventure Animation Comedy Family,PG,86,158980250.0,272184209.0,431164459,46652680.0,Universal Pictures
The Captain (2019),"When the windshield of his commercial airplane shatters at 30,000 feet in the air, a pilot and his flight crew work to ensure the safety of the passengers and land the plane.",2019-09-30,Action Adventure Drama Family Thriller,,111,706572.0,417156973.0,417863545,324769.0,Well Go USA Entertainment
Alita: Battle Angel (2019),"A deactivated cyborg's revived, but can't remember anything of her past and goes on a quest to find out who she is.",2019-02-05,Action Adventure Sci-Fi Thriller,PG-13,122,85838210.0,319142333.0,404980543,28525613.0,Twentieth Century Fox
Godzilla: King of the Monsters (2019),"The crypto-zoological agency Monarch faces off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah.",2019-05-29,Action Adventure Fantasy Sci-Fi,PG-13,132,110500138.0,276800000.0,387300138,47776293.0,Warner Bros.
1917 (2019),"April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",2019-12-25,Action Drama War,R,119,159227644.0,286836708.0,446064352,576216.0,Universal Pictures
Once Upon a Time... in Hollywood (2019),"As Hollywood's Golden Age is winding down during the summer of 1969, television actor Rick Dalton and his stunt double Cliff Booth endeavor to achieve lasting success in Hollywood while meeting several colorful characters along the way.",2019-07-25,Comedy Drama,R,161,142502728.0,249602348.0,392105159,41082018.0,Sony Pictures Releasing
