movie_title,movie_summary,release_date,genres,indicative_rating,running_time,domestic_gross,international_gross,total_gross,domestic_opening,domestic_distributor
Frozen (2013),"Fearless optimist Anna teams up with rugged mountain man Kristoff and his loyal reindeer Sven in an epic journey to find Anna's sister Elsa, whose icy powers have trapped the kingdom of Arendelle in eternal winter.",2013-11-22,Adventure Animation Comedy Family Fantasy Musical,PG,102,400953009.0,885363783,1286319131,243390.0,Walt Disney Studios Motion Pictures
Iron Man 3 (2013),"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",2013-04-24,Action Adventure Sci-Fi,PG-13,130,409013994.0,806563211,1215577205,174144585.0,Walt Disney Studios Motion Pictures
Despicable Me 2 (2013),"When a new criminal comes to town, the Anti-Villain League decides to hire Gru in order to fight him off. While Gru initially refuses, he eventually agrees after his aide goes back to his evil ways.",2013-06-20,Adventure Animation Comedy Crime Family Sci-Fi,PG,98,368065385.0,602700620,970766005,83517315.0,Universal Pictures
The Hobbit: The Desolation of Smaug (2013),"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim the Lonely Mountain, their homeland, from the dragon Smaug.",2013-12-11,Adventure Fantasy,PG-13,161,258387334.0,700640658,959079095,73645197.0,Warner Bros.
The Hunger Games: Catching Fire (2013),Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.,2013-11-15,Action Adventure Sci-Fi Thriller,PG-13,146,424668047.0,440343699,865011746,158074286.0,Lionsgate
Fast & Furious 6 (2013),"Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries, but Dominic unexpectedly gets sidetracked with facing his presumed deceased girlfriend, Letty.",2013-05-17,Action Thriller,PG-13,130,238679850.0,550001118,788683342,97375245.0,Universal Pictures
Monsters University (2013),"A look at the relationship between Mike Wazowski and James P. ""Sully"" Sullivan during their days at Monsters University, when they weren't necessarily the best of friends.",2013-06-19,Adventure Animation Comedy Family Fantasy,G,104,268492764.0,475066881,743559645,82429469.0,Walt Disney Studios Motion Pictures
Gravity (2013),"Dr Ryan Stone, an engineer on her first space mission, and Matt Kowalski, an astronaut on his final expedition, have to survive in space after they are hit by debris while spacewalking.",2013-10-03,Drama Sci-Fi Thriller,PG-13,91,274092705.0,449660631,723753370,55785112.0,Warner Bros.
Man of Steel (2013),An alien child is evacuated from his dying world and sent to Earth to live among humans. His peace is threatened when other survivors of his home planet invade Earth.,2013-06-12,Action Adventure Sci-Fi,PG-13,143,291045518.0,379100000,670145518,116619362.0,Warner Bros.
Thor: The Dark World (2013),"When the Dark Elves attempt to plunge the universe into darkness, Thor must embark on a perilous and personal journey that will reunite him with doctor Jane Foster.",2013-10-30,Action Adventure Fantasy Sci-Fi,PG-13,112,206362140.0,438421000,644783140,85737841.0,Walt Disney Studios Motion Pictures
The Croods (2013),"In the primeval era, Grug and his family risk the dangers of their surroundings to find a new dwelling place. Along the way, they meet a modern boy who woos them with his adventurous ways.",2013-03-15,Adventure Animation Comedy Family Fantasy,PG,98,187168425.0,400067558,587266745,43639736.0,Twentieth Century Fox
World War Z (2013),Former United Nations employee Gerry Lane traverses the world in a race against time to stop a zombie pandemic that is toppling armies and governments and threatens to destroy humanity itself.,2013-06-19,Action Adventure Horror Sci-Fi,PG-13,116,202807711.0,337648165,540455876,66411834.0,Paramount Pictures
Oz the Great and Powerful (2013),A small-time magician is swept away to an enchanted land and is forced into a power struggle among three witches.,2013-03-06,Adventure Family Fantasy,PG,130,234911825.0,258400000,493311825,79110453.0,Walt Disney Studios Motion Pictures
Star Trek Into Darkness (2013),"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.",2013-05-08,Action Adventure Sci-Fi,PG-13,132,228778661.0,238586585,467365246,70165559.0,Paramount Pictures
The Wolverine (2013),"Wolverine comes to Japan to meet an old friend whose life he saved years ago, and gets embroiled in a conspiracy involving yakuza and mutants.",2013-07-24,Action Sci-Fi,PG-13,126,132556852.0,282271394,414828246,53113752.0,Twentieth Century Fox
Pacific Rim (2013),"As a war between humankind and monstrous sea creatures wages on, a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse.",2013-07-11,Action Adventure Sci-Fi,PG-13,131,101802906.0,309200000,411002906,37285325.0,Warner Bros.
The Wolf of Wall Street (2013),"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",2013-12-25,Biography Comedy Crime Drama,R,180,116900694.0,289977539,407039432,18361578.0,Paramount Pictures
G.I. Joe: Retaliation (2013),The G.I. Joes are not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.,2013-03-27,Action Adventure Sci-Fi Thriller,PG-13,110,122523060.0,253217645,375740705,40501814.0,Paramount Pictures
The Hangover Part III (2013),"When one of their own is kidnapped by an angry gangster, the Wolf Pack must track down Mr. Chow, who has escaped from prison and is on the run.",2013-05-23,Comedy Crime,R,100,112200072.0,249800000,362000072,41671198.0,Warner Bros.
The Great Gatsby (2013),"A writer and wall street trader, Nick Carraway, finds himself drawn to the past and lifestyle of his mysterious millionaire neighbor, Jay Gatsby, amid the riotous parties of the Jazz Age.",2013-05-10,Drama Romance,PG-13,143,144857996.0,208801855,353660028,50085185.0,Warner Bros.
Now You See Me (2013),"An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances, and reward their audiences with the money.",2013-05-29,Crime Mystery Thriller,PG-13,115,117723989.0,234000000,351723989,29350389.0,Lionsgate
The Smurfs 2 (2013),"The Smurfs team up with their human friends to rescue Smurfette, who has been abducted by Gargamel, since she knows a secret spell that can turn the evil sorcerer's newest creation, creatures called ""The Naughties"", into real Smurfs.",2013-07-31,Adventure Animation Comedy Family Fantasy,PG,105,71017784.0,276527576,347545360,17548389.0,Sony Pictures Releasing
The Conjuring (2013),Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse.,2013-07-18,Horror Mystery Thriller,R,112,137446368.0,182959874,320415166,41855326.0,Warner Bros.
A Good Day to Die Hard (2013),"John McClane travels to Russia to help out his seemingly wayward son, Jack, only to discover that Jack is a CIA operative working undercover, causing the father and son to team up against underworld forces.",2013-02-06,Action Thriller,R,98,67349198.0,237304984,304654182,24834845.0,Twentieth Century Fox
Oblivion (2013),A stranger's arrival triggers one man's battle to save mankind.,2013-04-10,Action Adventure Sci-Fi,PG-13,124,89107235.0,197061337,286168572,37054485.0,Universal Pictures
Elysium (2013),"In the year 2154, the very wealthy live on a man-made space station while the rest of the population resides on a ruined Earth. A man takes on a mission that could bring equality to the polarized worlds.",2013-08-08,Action Drama Sci-Fi Thriller,R,109,93050117.0,193090583,286140700,29807393.0,TriStar Pictures
Turbo (2013),A freak accident might just help an everyday garden snail achieve his biggest dream: winning the Indy 500.,2013-07-10,Adventure Animation Comedy Family Sport,PG,96,83028128.0,199542554,282570682,21312625.0,Twentieth Century Fox
Cloudy with a Chance of Meatballs 2 (2013),"Flint Lockwood now works at The Live Corp Company for his idol Chester V. But he's forced to leave his post when he learns that his most infamous machine is still operational, and is churning out menacing food-animal hybrids.",2013-09-26,Adventure Animation Comedy Family Fantasy Sci-Fi,PG,95,119793567.0,154532382,274325949,34017930.0,Sony Pictures Releasing
Epic (2013),A teenager finds herself transported to a deep forest setting where a battle between the forces of good and evil is taking place. She bands together with a ragtag group of characters to save their world--and ours.,2013-05-16,Action Adventure Animation Family Fantasy Mystery Thriller,PG,102,107518682.0,160907952,268426634,33531068.0,Twentieth Century Fox
The Lone Ranger (2013),"Native American warrior Tonto recounts the untold tales that transformed John Reid, a man of the law, into a legend of justice.",2013-07-03,Action Adventure Drama Western,PG-13,150,89302115.0,171200000,260502115,29210849.0,Walt Disney Studios Motion Pictures
American Hustle (2013),"A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild F.B.I. Agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and the Mafia.",2013-12-12,Crime Drama,R,138,150117807.0,101054000,251171807,740455.0,Sony Pictures Releasing
Grown Ups 2 (2013),"After moving his family back to his hometown to be with his friends and their kids, Lenny finds out that between old bullies, new bullies, schizo bus drivers, drunk cops on skis, and four hundred costumed party crashers sometimes crazy follows you.",2013-07-11,Comedy,PG-13,101,133668525.0,113315753,246984278,41508572.0,Sony Pictures Releasing
After Earth (2013),"A crash landing leaves Kitai Raige and his father Cypher stranded on Earth, a millennium after events forced humanity's escape. With Cypher injured, Kitai must embark on a perilous journey to signal for help.",2013-05-30,Action Adventure Sci-Fi,PG-13,100,60522097.0,183089885,243611982,27520040.0,Sony Pictures Releasing
Planes (2013),A cropdusting plane with a fear of heights lives his dream of competing in a famous around-the-world aerial race.,2013-08-09,Adventure Animation Comedy Family Fantasy Sport,PG,91,90288712.0,149883071,240171783,22232291.0,Walt Disney Studios Motion Pictures
The Heat (2013),An uptight FBI Special Agent is paired with a foul-mouthed Boston cop to take down a ruthless drug lord.,2013-06-27,Action Comedy Crime,R,117,159582188.0,70348583,229930771,39115043.0,Twentieth Century Fox
Hansel & Gretel: Witch Hunters (2013),Brother/sister duo Hansel and Gretel are professional witch-hunters who help innocent villagers. One day they stumble upon a case that could hold the key to their past.,2013-01-17,Action Fantasy Horror,R,88,55703475.0,170646274,226349749,19690956.0,Paramount Pictures
Captain Phillips (2013),"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",2013-10-11,Action Biography Crime Drama Thriller,PG-13,134,107100855.0,111690956,218791811,25718314.0,Sony Pictures Releasing
Journey to the West: Conquering the Demons (2013),"Tang Sanzang, an aspiring Buddhist hero tries to protect a village from three demons. He develops complex feelings for Miss Duan, the demon hunter who repeatedly helps him, and finally quests to meet the legendary Monkey King.",2013-02-07,Action Adventure Comedy Fantasy Romance,PG-13,110,18058.0,205619125,205637183,7456.0,Magnolia Pictures
